"Bronhouder"	"VTHobject ID"	"Bedrijfstype"	"Beëndigd"	"Adres"	"Gemeente"	"Aantal stallen"	"IPPC"	"NH3 emissie (kg/j)"	"Geur emissie (ouE/s)"	"Fijnstof emissie (g/j)"	"BAG VBO X"	"BAG VBO Y"	"Gem. emissie X"	"Gem. emissie Y"	"Besluitdatum"	"Zaaktype"
"Margraten"	"6269NP39"	"Melkrundvee"	"Nee"	"Honthem 39 6269NP Margraten"	"Margraten"	"1"	""	"2.848,60"	"0,00"	"25.480,00"	"183824"	"314010"	"183808"	"313997"	"1900-01-01"	"Vergunning:beschikking WM melding art 8.19"
"Margraten"	"6269NP53"	"Paarden"	"Nee"	"Honthem 53 6269NP Margraten"	"Margraten"	"1"	""	"32,40"	"0,00"	"0,00"	"184067"	"313951"	"184067"	"313951"	"1900-01-01"	"Vergunning:beschikking WM melding art 8.19"
"Margraten"	"6269NP6"	"Melkrundvee"	"Nee"	" 6 6269NP "	"Margraten"	"1"	""	"3.357,20"	"0,00"	"36.854,00"	"184000"	"313689"	"184000"	"313689"	"1900-01-01"	"Vergunning:beschikking WM melding art 8.19"
"Margraten"	"6269NP63"	"Melkrundvee"	"Nee"	"Honthem 63 6269NP Margraten"	"Margraten"	"1"	""	"140,50"	"390,00"	"1.670,00"	"184173"	"313903"	"184214"	"313900"	"1900-01-01"	"Vergunning:beschikking WM melding art 8.19"
"Margraten"	"6269NP7"	"Melkrundvee"	"Nee"	"Honthem 7 6269NP Margraten"	"Margraten"	"1"	""	"610,10"	"1.246,00"	"9.413,00"	"184047"	"313708"	"184033"	"313700"	"1900-01-01"	"Vergunning:beschikking WM melding art 8.19"
"Margraten"	"6269NR52"	"Melkrundvee"	"Nee"	"Honthem 52 6269NR Margraten"	"Margraten"	"1"	""	"1.503,00"	"0,00"	"13.536,00"	"183956"	"314065"	"183929"	"314075"	"1900-01-01"	"Vergunning:beschikking WM melding art 8.19"
"Margraten"	"6269NS31"	"Melkrundvee"	"Nee"	"Klein Welsden 31 6269NS Margraten"	"Margraten"	"1"	""	"4.824,00"	"0,00"	"43.380,00"	"183598"	"315925"	"183575"	"315884"	"1900-01-01"	"Vergunning:beschikking WM melding art 8.19"
"Margraten"	"6269NV16"	"Paarden"	"Nee"	"'t Rooth 16 6269NV Margraten"	"Margraten"	"1"	""	"77,60"	"0,00"	"0,00"	"183337"	"316517"	"183343"	"316550"	"1900-01-01"	"Vergunning:beschikking WM melding art 8.19"
"Gulpen-Wittem"	"6271BN4"	"Melkrundvee"	"Nee"	"Kiewegracht 4 6271BN Gulpen"	"Gulpen-Wittem"	"1"	""	"1.494,15"	"0,00"	"13.868,00"	"190525"	"314704"	"190492"	"314703"	"2019-06-13"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6271NC139"	"Melkrundvee"	"Nee"	"Oude Akerweg 139 6271NC Gulpen"	"Gulpen-Wittem"	"1"	""	"205,60"	"249,20"	"3.910,00"	"191578"	"313624"	"191595"	"313629"	"2007-07-23"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6271NJ1"	"Melkrundvee"	"Nee"	"Hommerig 1 6271NJ Gulpen"	"Gulpen-Wittem"	"1"	""	"735,00"	"2.136,00"	"13.150,00"	"191949"	"312990"	"191947"	"312972"	"2010-07-19"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6271NP9"	"Melkrundvee"	"Nee"	"Berghem 9 6271NP Gulpen"	"Gulpen-Wittem"	"1"	"Nee"	"650,00"	"0,00"	"7.520,00"	"190633"	"312984"	"190670"	"312995"	"2011-06-06"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6271NS1"	"Paarden"	"Nee"	"Verloren Kost 1 6271NS Gulpen"	"Gulpen-Wittem"	"1"	"Nee"	"350,90"	"0,00"	"3.024,00"	"191136"	"312859"	"191121"	"312833"	"2015-07-28"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6271NW1"	"Melkrundvee"	"Nee"	"Crapoel 1 6271NW Gulpen"	"Gulpen-Wittem"	"1"	""	"1.772,90"	"1.566,40"	"23.130,00"	"190348"	"312233"	"190359"	"312251"	"2015-02-12"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6271NW2A"	"Melkrundvee"	"Nee"	"Crapoel 2A 6271NW Gulpen"	"Gulpen-Wittem"	"1"	""	"1.347,00"	"0,00"	"12.120,00"	"189827"	"311819"	"189834"	"311844"	"2015-05-19"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6271NW3"	"Melkrundvee"	"Nee"	"Crapoel 3 6271NW Gulpen"	"Gulpen-Wittem"	"1"	""	"1.442,80"	"0,00"	"12.976,00"	"189784"	"311768"	"189809"	"311757"	"2012-03-26"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6271NW5"	"Vleesvee"	"Nee"	"Crapoel 5 6271NW Gulpen"	"Gulpen-Wittem"	"1"	""	"192,20"	"0,00"	"5.270,00"	"189745"	"311651"	"189762"	"311650"	"1980-02-21"	"Vergunning:oprichtingsvergunning"
"Gulpen-Wittem"	"6271NZ1"	"Melkrundvee"	"Nee"	"Landsrade 1 6271NZ Gulpen"	"Gulpen-Wittem"	"1"	""	"1.368,80"	"0,00"	"12.188,00"	"190131"	"310855"	"190148"	"310882"	"2009-08-10"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6271PA13"	"Melkrundvee"	"Nee"	"Pesaken 13 6271PA Gulpen"	"Gulpen-Wittem"	"1"	""	"850,00"	"0,00"	"12.400,00"	"189070"	"312274"	"189066"	"312242"	"2007-06-14"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6271PA19"	"Paarden"	"Nee"	"Pesaken 19 6271PA Gulpen"	"Gulpen-Wittem"	"1"	""	"64,20"	"0,00"	"0,00"	"188918"	"312088"	"188879"	"312074"	"2007-07-23"	"Vergunning:ambtshalve wijziging"
"Gulpen-Wittem"	"6271PA21"	"Melkrundvee"	"Nee"	"Pesaken 21 6271PA Gulpen"	"Gulpen-Wittem"	"1"	""	"808,40"	"0,00"	"7.268,00"	"188650"	"311893"	"188638"	"311871"	"1991-03-26"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6271PB2"	"Vleesvee"	"Nee"	"Pesaken 2 6271PB Gulpen"	"Gulpen-Wittem"	"1"	""	"253,40"	"569,60"	"5.816,00"	"189334"	"312592"	"189335"	"312591"	"1988-05-24"	"Vergunning:oprichtingsvergunning"
"Gulpen-Wittem"	"6271PB4A"	"Melkrundvee"	"Nee"	"Pesaken 4A 6271PB Gulpen"	"Gulpen-Wittem"	"1"	""	"719,00"	"0,00"	"6.410,00"	"189295"	"312562"	"189284"	"312574"	"2008-03-31"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6271PE1"	"Melkrundvee"	"Nee"	"Slenakerweg 1 6271PE Gulpen"	"Gulpen-Wittem"	"1"	""	"738,00"	"0,00"	"10.632,00"	"188716"	"312265"	"188730"	"312260"	"2015-01-12"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6271PE13"	"Melkrundvee"	"Nee"	"Slenakerweg 13 6271PE Gulpen"	"Gulpen-Wittem"	"1"	""	"849,20"	"0,00"	"7.754,00"	"188314"	"311469"	"188345"	"311474"	"2007-08-03"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6271PE14"	"Melkrundvee"	"Nee"	"Slenakerweg 14 6271PE GULPEN"	"Gulpen-Wittem"	"1"	""	"1.309,20"	"0,00"	"12.214,00"	"188093"	"310895"	"188093"	"310895"	"2019-08-09"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6271PE2"	"Melkrundvee"	"Nee"	"Slenakerweg 2 6271PE Gulpen"	"Gulpen-Wittem"	"1"	""	"69,00"	"312,00"	"860,00"	"188363"	"311745"	"188329"	"311763"	"1995-10-31"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6271PE23"	"Melkrundvee"	"Nee"	"Slenakerweg 23 6271PE Gulpen"	"Gulpen-Wittem"	"1"	""	"1.639,20"	"0,00"	"21.902,00"	"188369"	"311115"	"188416"	"311102"	"2014-05-01"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6271PE3"	"Melkrundvee"	"Nee"	"Slenakerweg 3 6271PE Gulpen"	"Gulpen-Wittem"	"1"	""	"87,60"	"156,00"	"1.258,00"	"188679"	"312287"	"188674"	"312284"	"2012-10-01"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6273NA12A"	"Melkrundvee"	"Nee"	"De Hut 12A 6273NA Ingber"	"Gulpen-Wittem"	"1"	""	"1.585,80"	"0,00"	"14.274,00"	"188026"	"313844"	"188001"	"313822"	"2006-03-14"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6273NB49"	"Paarden"	"Nee"	"Lemmensstraat 49 6273NB Ingber"	"Gulpen-Wittem"	"1"	""	"73,60"	"427,20"	"2.040,00"	"188195"	"314247"	"188206"	"314252"	"2015-06-30"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6273NE29"	"Melkrundvee"	"Nee"	"Ingberdorpsstraat 29 6273NE Ingber"	"Gulpen-Wittem"	"1"	""	"667,90"	"1.993,60"	"12.107,00"	"188433"	"314449"	"188427"	"314427"	"2007-12-11"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6273NG24-28"	"Leghennen"	"Nee"	"Ingberdorpsstraat 24-28 6273NG INGBER"	"Gulpen-Wittem"	"1"	""	"1.602,75"	"5.655,90"	"1.082.187,00"	"188452"	"314374"	"188452"	"314374"	"2017-06-23"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6273NG38"	"Paarden"	"Nee"	"Ingberdorpsstraat 38 6273NG Ingber"	"Gulpen-Wittem"	"1"	""	"120,00"	"0,00"	"0,00"	"188659"	"314504"	"188653"	"314475"	"2007-08-01"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6273NG48"	"Melkrundvee"	"Nee"	"Ingberdorpsstraat 48 6273NG Ingber"	"Gulpen-Wittem"	"1"	""	"2.049,05"	"0,00"	"21.886,00"	"189209"	"314368"	"189203"	"314339"	"2018-11-27"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6273NG54"	"Melkrundvee"	"Nee"	"Ingberdorpsstraat 54 6273NG Ingber"	"Gulpen-Wittem"	"1"	""	"1.859,20"	"0,00"	"16.744,00"	"189370"	"314345"	"189374"	"314323"	"2011-08-02"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6273NH15"	"Melkrundvee"	"Nee"	"Ingberweg 15 6273NH Ingber"	"Gulpen-Wittem"	"1"	""	"1.496,15"	"0,00"	"13.976,00"	"187975"	"314423"	"187960"	"314432"	"2015-10-01"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6274ND12"	"Melkrundvee"	"Nee"	"Provincialeweg 12 6274ND Reijmerstok"	"Gulpen-Wittem"	"1"	""	"432,20"	"0,00"	"4.600,00"	"186391"	"311849"	"186368"	"311755"	"2005-06-30"	"Melding:AMvB melkveehouderij"
"Gulpen-Wittem"	"6274ND22"	"Melkrundvee"	"Nee"	"Provincialeweg 22 6274ND Reijmerstok"	"Gulpen-Wittem"	"1"	""	"510,00"	"0,00"	"5.900,00"	"186372"	"311244"	"186352"	"311243"	"2004-09-09"	"Melding:AMvB melkveehouderij"
"Gulpen-Wittem"	"6274NE1"	"Melkrundvee"	"Nee"	"Groenestraat 1 6274NE Reijmerstok"	"Gulpen-Wittem"	"1"	""	"1.559,10"	"0,00"	"18.771,00"	"185707"	"311871"	"185720"	"311906"	"2014-01-28"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6274NJ123"	"Leghennen"	"Nee"	"Reijmerstokkerdorpsstraat 123 6274NJ Reijmerstok"	"Gulpen-Wittem"	"1"	"Ja"	"2.236,00"	"13.260,00"	"2.078.000,00"	"186746"	"312147"	"186813"	"312160"	"2015-07-15"	"Vergunning:Omgevingsvergunning Inrichting"
"Gulpen-Wittem"	"6274NK143"	"voormalig bedrijf"	"Ja"	"Reijmerstokkerdorpsstraat 143 6274NK Reijmerstok"	"Gulpen-Wittem"	"1"	""	"0,00"	"0,00"	"0,00"	"186667"	"311966"	"186660"	"311948"	"2013-07-30"	"Melding:Vervallen melding"
"Gulpen-Wittem"	"6274NK145"	"Melkrundvee"	"Nee"	"Reijmerstokkerdorpsstraat 145 6274NK Reijmerstok"	"Gulpen-Wittem"	"1"	""	"2.076,60"	"0,00"	"18.696,00"	"186642"	"311963"	"186632"	"311942"	"2014-01-28"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6274NM60"	"Melkrundvee"	"Nee"	"Reijmerstokkerdorpsstraat 60 6274NM Reijmerstok"	"Gulpen-Wittem"	"1"	""	"1.985,80"	"0,00"	"17.866,00"	"187110"	"312621"	"187093"	"312648"	"2010-05-10"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6274NM74"	"Melkrundvee"	"Nee"	"Reijmerstokkerdorpsstraat 74 6274NM Reijmerstok"	"Gulpen-Wittem"	"1"	""	"1.110,80"	"0,00"	"10.376,00"	"187031"	"312579"	"187005"	"312606"	"2010-08-02"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6274NN86"	"voormalig bedrijf"	"Ja"	"Reijmerstokkerdorpsstr 86 6274NN REIJMERSTOK"	"Gulpen-Wittem"	"1"	""	"0,00"	"0,00"	"0,00"	"186827"	"312451"	"186827"	"312451"	"2009-01-19"	"Intrekking:intrekking gehele veebestand"
"Gulpen-Wittem"	"6274NS10"	"Paarden"	"Nee"	"Groenendalsbergweg 10 6274NS Reijmerstok"	"Gulpen-Wittem"	"1"	""	"171,50"	"0,00"	"0,00"	"188055"	"312553"	"187849"	"312693"	"2011-11-09"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6274NT41"	"Melkrundvee"	"Nee"	"Haagstraat 41 6274NT Reijmerstok"	"Gulpen-Wittem"	"1"	""	"82,50"	"6,80"	"2.844,00"	"187024"	"311969"	"187041"	"311978"	"2007-03-01"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6274NV34"	"Paarden"	"Nee"	"Haagstraat 34 6274NV Reijmerstok"	"Gulpen-Wittem"	"1"	""	"25,00"	"0,00"	"0,00"	"186983"	"311952"	"186973"	"311922"	"2011-11-23"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6276PB4"	"Melkrundvee"	"Nee"	"Givelderweg 4 6276PB Heijenrath"	"Gulpen-Wittem"	"1"	""	"183,40"	"284,80"	"3.706,00"	"189878"	"308952"	"189853"	"308939"	"2020-02-20"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6276PD23"	"Paarden"	"Nee"	"Heijenratherweg 23 6276PD Heijenrath"	"Gulpen-Wittem"	"1"	""	"151,50"	"178,00"	"850,00"	"189566"	"309600"	"189586"	"309599"	"2012-10-12"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6276PK10"	"Paarden"	"Nee"	"Grote Bosweg 10 6276PK Heijenrath"	"Gulpen-Wittem"	"1"	""	"230,00"	"0,00"	"0,00"	"189266"	"309760"	"189294"	"309761"	"2000-02-14"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6276PK3"	"Melkrundvee"	"Nee"	"Grote Bosweg 3 6276PK Heijenrath"	"Gulpen-Wittem"	"1"	""	"3.216,00"	"0,00"	"28.920,00"	"188826"	"309981"	"189212"	"309741"	"2014-01-28"	"Melding:Activiteitenbesluit"
"Gulpen-Wittem"	"6277NA18"	"Melkrundvee"	"Nee"	"Grensweg 18 6277NA Slenaken"	"Gulpen-Wittem"	"1"	""	"355,70"	"1.032,40"	"6.289,00"	"188631"	"308383"	"188557"	"308552"	"2007-03-01"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6277NC57"	"Paarden"	"Nee"	"Dorpsstraat 57 6277NC Slenaken"	"Gulpen-Wittem"	"1"	""	"45,00"	"0,00"	"0,00"	"188019"	"309437"	"187987"	"309434"	"2010-06-16"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6277NP25"	"Melkrundvee"	"Nee"	"Hoogcruts 25 6277NP Slenaken"	"Gulpen-Wittem"	"1"	""	"420,50"	"764,00"	"5.093,00"	"187343"	"309539"	"187331"	"309539"	"1983-12-06"	"Vergunning:oprichtingsvergunning"
"Gulpen-Wittem"	"6277NP27"	"Melkrundvee"	"Nee"	"Hoogcruts 27 6277NP Slenaken"	"Gulpen-Wittem"	"1"	""	"502,30"	"6,80"	"6.124,00"	"187353"	"309542"	"187141"	"309483"	"1993-01-08"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6277NZ21"	"Melkrundvee"	"Nee"	"De Planckweg 21 6277NZ Slenaken"	"Gulpen-Wittem"	"1"	""	"1.844,40"	"0,00"	"16.536,00"	"187354"	"308278"	"187387"	"308291"	"1991-07-30"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6281AH114"	"Melkrundvee"	"Nee"	"Hilleshagerweg 114 6281AH Mechelen"	"Gulpen-Wittem"	"1"	""	"253,20"	"0,00"	"4.008,00"	"194771"	"312131"	"194764"	"312111"	"2010-07-19"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281AH126"	"Paarden"	"Nee"	"Hilleshagerweg 126 6281AH Mechelen"	"Gulpen-Wittem"	"1"	""	"31,80"	"0,00"	"0,00"	"195011"	"312002"	"195000"	"311993"	"2007-07-23"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281AH96"	"Vleesvee"	"Nee"	"Hilleshagerweg 96 6281AH Mechelen"	"Gulpen-Wittem"	"1"	""	"158,80"	"37,60"	"4.288,00"	"194186"	"312230"	"194171"	"312230"	"1997-01-05"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281AH98"	"Melkrundvee"	"Nee"	"Hilleshagerweg 98 6281AH Mechelen"	"Gulpen-Wittem"	"1"	""	"948,00"	"0,00"	"8.508,00"	"194188"	"312256"	"194192"	"312237"	"2012-07-20"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281BD22"	"Melkrundvee"	"Nee"	"Hoofdstraat 22 6281BD Mechelen"	"Gulpen-Wittem"	"1"	""	"1.608,00"	"0,00"	"14.460,00"	"192764"	"311830"	"192747"	"311862"	"2012-06-26"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281BG13"	"Melkrundvee"	"Nee"	"Overgeul 13 6281BG Mechelen"	"Gulpen-Wittem"	"1"	""	"356,50"	"0,00"	"4.966,00"	"192308"	"311886"	"192305"	"311870"	"2011-12-13"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281BT12"	"Melkrundvee"	"Nee"	"Bommerigerweg 12 6281BT MECHELEN"	"Gulpen-Wittem"	"1"	""	"904,80"	"0,00"	"8.112,00"	"193143"	"311155"	"193143"	"311155"	"2011-05-02"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281BT36"	"Paarden"	"Nee"	"Bommerigerweg 36 6281BT Mechelen"	"Gulpen-Wittem"	"1"	""	"36,00"	"234,00"	"0,00"	"193056"	"310157"	"193036"	"310158"	"2007-08-14"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281BT38"	"Paarden"	"Nee"	"Bommerigerweg 38 6281BT Mechelen"	"Gulpen-Wittem"	"1"	""	"46,20"	"0,00"	"0,00"	"193067"	"310156"	"193057"	"310144"	"2008-11-21"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281NC15"	"Schapen"	"Nee"	"Dal Bissenweg 15 6281NC Mechelen"	"Gulpen-Wittem"	"1"	""	"24,05"	"164,50"	"2.100,00"	"191329"	"311036"	"191333"	"311019"	"2007-07-23"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281NE31"	"Melkrundvee"	"Nee"	"Schweibergerweg 31 6281NE Mechelen"	"Gulpen-Wittem"	"1"	""	"257,90"	"0,00"	"3.998,00"	"191792"	"310779"	"191770"	"310764"	"2007-07-18"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281NE47"	"Vleesvee"	"Nee"	"Schweibergerweg 47 6281NE Mechelen"	"Gulpen-Wittem"	"1"	""	"64,40"	"213,60"	"1.388,00"	"191154"	"310325"	"191168"	"310310"	"2007-09-05"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281NE47A"	"Melkrundvee"	"Nee"	"Schweibergerweg 47A 6281NE Mechelen"	"Gulpen-Wittem"	"1"	""	"1.161,20"	"0,00"	"9.802,00"	"190909"	"310189"	"190946"	"310181"	"1998-07-31"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281NE53"	"Paarden"	"Nee"	"Schweibergerweg 53 6281NE MECHELEN"	"Gulpen-Wittem"	"1"	""	"55,00"	"0,00"	"0,00"	"190597"	"309834"	"190597"	"309834"	"2007-01-17"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6281NG6"	"Melkrundvee"	"Nee"	"Schweibergerweg 6 6281NG Mechelen"	"Gulpen-Wittem"	"1"	""	"1.391,00"	"0,00"	"12.500,00"	"192056"	"310995"	"192060"	"311013"	"2006-11-23"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6281NJ78"	"Melkrundvee"	"Nee"	"Schweibergerweg 78 6281NJ Mechelen"	"Gulpen-Wittem"	"1"	""	"132,80"	"0,00"	"2.174,00"	"191136"	"310342"	"191121"	"310348"	"2007-07-23"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281NL3"	"Melkrundvee"	"Nee"	"Hurpescherweg 3 6281NL Mechelen"	"Gulpen-Wittem"	"1"	""	"1.269,35"	"3,40"	"12.104,00"	"192745"	"310761"	"192748"	"310786"	"2005-04-21"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6281NM7"	"Melkrundvee"	"Nee"	"Kleebergerweg 7 6281NM MECHELEN"	"Gulpen-Wittem"	"1"	""	"609,00"	"0,00"	"5.460,00"	"193795"	"310992"	"193795"	"310992"	"1993-07-01"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6281NN1A"	"Melkrundvee"	"Nee"	"Elzeterweg 1A 6281NN Mechelen"	"Gulpen-Wittem"	"1"	""	"1.300,00"	"0,00"	"11.800,00"	"193924"	"311312"	"193955"	"311303"	"2002-07-05"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6281NN2"	"Melkrundvee"	"Nee"	"Elzeterweg 2 6281NN Mechelen"	"Gulpen-Wittem"	"1"	""	"511,00"	"0,00"	"6.510,00"	"193910"	"311299"	"193894"	"311310"	"1992-01-20"	"Melding:AMvB melkveehouderij"
"Gulpen-Wittem"	"6285AA16"	"Melkrundvee"	"Nee"	"Roodweg 16 6285AA Epen"	"Gulpen-Wittem"	"1"	""	"330,90"	"534,00"	"4.923,00"	"192063"	"309839"	"192052"	"309856"	"2012-01-25"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6285AB5"	"Melkrundvee"	"Nee"	"Kapelaan Houbenstraat 5 6285AB Epen"	"Gulpen-Wittem"	"1"	""	"49,50"	"106,80"	"453,00"	"191815"	"309798"	"191980"	"309787"	"1983-07-05"	"Vergunning:oprichtingsvergunning"
"Gulpen-Wittem"	"6285AD2"	"Melkrundvee"	"Nee"	"Oosterberg 2 6285AD Epen"	"Gulpen-Wittem"	"1"	""	"1.834,00"	"0,00"	"16.492,00"	"190883"	"309209"	"191068"	"309318"	"2008-01-31"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6285AH27"	"Melkrundvee"	"Nee"	"Julianastraat 27 6285AH Epen"	"Gulpen-Wittem"	"1"	""	"212,60"	"0,00"	"1.922,00"	"190827"	"309307"	"190828"	"309282"	"2012-07-12"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6285AH41B"	"Schapen"	"Nee"	"Julianastraat 41B 6285AH Epen"	"Gulpen-Wittem"	"1"	""	"700,00"	"7.800,00"	"0,00"	"190548"	"309266"	"190541"	"309215"	"2007-10-11"	"Vergunning:beschikking WM veranderingsvergunning"
"Gulpen-Wittem"	"6285ND11"	"voormalig bedrijf"	"Ja"	"Terzieterweg 11 6285ND EPEN"	"Gulpen-Wittem"	"1"	""	"0,00"	"0,00"	"0,00"	"192010"	"307825"	"192010"	"307825"	"2006-11-27"	"Intrekking:Vervallen melding"
"Gulpen-Wittem"	"6285ND15"	"Melkrundvee"	"Nee"	"Terzieterweg 15 6285ND Epen"	"Gulpen-Wittem"	"1"	"Nee"	"4.090,60"	"6.900,00"	"70.442,00"	"191993"	"307537"	"192004"	"307584"	"2008-08-04"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6285NE16"	"Paarden"	"Nee"	"Terzieterweg 16 6285NE Epen"	"Gulpen-Wittem"	"1"	""	"200,70"	"676,40"	"3.230,00"	"192156"	"308330"	"192126"	"308323"	"2007-09-03"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6285NE26"	"Paarden"	"Nee"	"Terzieterweg 26 6285NE Epen"	"Gulpen-Wittem"	"1"	""	"75,64"	"85,16"	"1.988,00"	"192022"	"308116"	"191996"	"308130"	"2007-11-13"	"Vergunning:oprichtingsvergunning"
"Gulpen-Wittem"	"6285NK8"	"Melkrundvee"	"Nee"	"Plaatweg 8 6285NK Epen"	"Gulpen-Wittem"	"1"	""	"1.568,50"	"178,00"	"14.740,00"	"193020"	"308195"	"192973"	"308199"	"1993-06-08"	"Vergunning:beschikking WM veranderingsvergunning"
"Gulpen-Wittem"	"6285NL2"	"Melkrundvee"	"Nee"	"Kuttingerweg 2 6285NL Epen"	"Gulpen-Wittem"	"1"	""	"3.409,88"	"8,50"	"36.120,00"	"192294"	"308420"	"192304"	"308385"	"2011-08-22"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6285NL4"	"Melkrundvee"	"Nee"	"Kuttingerweg 4 6285NL Epen"	"Gulpen-Wittem"	"1"	""	"478,00"	"0,00"	"4.300,00"	"192317"	"307923"	"192626"	"307765"	"1992-10-08"	"Melding:besluit landbouwbedrijven milieubeheer"
"Gulpen-Wittem"	"6285NL47"	"Melkrundvee"	"Nee"	"Kuttingerweg 47 6285NL EPEN"	"Gulpen-Wittem"	"1"	""	"215,60"	"0,00"	"1.862,00"	"194702"	"312194"	"194702"	"312194"	"2007-01-17"	"Vergunning:Beschikkking WM revisievergunning"
"Gulpen-Wittem"	"6285NL5"	"Melkrundvee"	"Nee"	"Kuttingerweg 5 6285NL Epen"	"Gulpen-Wittem"	"1"	""	"297,60"	"284,80"	"2.684,00"	"192665"	"307762"	"192666"	"307767"	"1992-11-27"	"Melding:besluit landbouwbedrijven milieubeheer"
