provincie,instellingsnaam,straatnaam,huisnummer-toevoeging,postcode,plaatsnaam,gemeentenummer,gemeentenaam,telefoonnummer,onderwijstype,latitude,longitude
Overijssel,Basisschool De Imenhof,Markeweg,37,7582 Bz,Losser,0168,Losser,0535361631,Basisonderwijs,52.25910833,7.00251454
Overijssel,De Saller,Keizerskroon,7,7581 Tx,Losser,0168,Losser,0535361078,Basisonderwijs,52.26767542,6.99687942
Overijssel,Openbare Basisschool Molenbeek,Boekelerschoolpad,1,7548 Ah,Enschede,0153,Enschede,0534281543,Basisonderwijs,52.20286688,6.80125861
Overijssel,Openbare Basisschool Prinseschool Staringstraat,Staringstraat,15,7514 De,Enschede,0153,Enschede,0534368109,Basisonderwijs,52.22643106,6.89910865
Overijssel,Openbare Basisschool De Spinner,Spinnerstraat,29,7545 Tp,Enschede,0153,Enschede,0534319591,Basisonderwijs,52.21182253,6.87541526
Overijssel,Openbare Basisschool Roombeek,Bosuilstraat,3,7523 Bj,Enschede,0153,Enschede,0534364369,Basisonderwijs,52.23192595,6.89612155
Overijssel,Wereldwijs,Bultsweg,170,7532 Xj,Enschede,0153,Enschede,0534611364,Basisonderwijs,52.22088435,6.96568819
Overijssel,Openbare Basisschool Europa,Belgielaan,75,7543 Zj,Enschede,0153,Enschede,0534763169,Basisonderwijs,52.20275366,6.87596767
Overijssel,Alles In Één School De Zuidsprong,Het Lang,78,7544 Xc,Enschede,0153,Enschede,0534783833,Basisonderwijs,52.19574097,6.88257941
Overijssel,Openbare Basisschool De Uitvinding,Velveweg,52,7533 Xk,Enschede,0153,Enschede,0534319223,Basisonderwijs,52.22050356,6.91840449
Overijssel,Openbare Basisschool Dalton Lonneker,Dorpsstraat,104,7524 Ck,Enschede,0153,Enschede,0534355993,Basisonderwijs,52.25084609,6.91385414
Overijssel,Openbare Basisschool De Broekheurne,De Posten,147,7544 Lr,Enschede,0153,Enschede,0534760117,Basisonderwijs,52.18664512,6.88028963
Overijssel,Openbare Basisschool Het Zeggelt Montessori-School,Dr. Benthemstraat,14,7514 Cm,Enschede,0153,Enschede,0534358682,Basisonderwijs,52.22500523,6.89386344
Overijssel,Wereldwijs,Ouverturestraat,70,7534 Cp,Enschede,0153,Enschede,0534613236,Basisonderwijs,52.21072277,6.97327096
Overijssel,Openbare Basisschool Park Stokhorst,Hoge Boekelerweg,135,7531 Ec,Enschede,0153,Enschede,0534362404,Basisonderwijs,52.22761707,6.92450727
Overijssel,Openbare Basisschool Prinseschool,Prinsestraat,10,7513 Al,Enschede,0153,Enschede,0534319652,Basisonderwijs,52.21866125,6.88506931
Overijssel,Openbare Basisschool Harry Bannink,Het Bijvank,111,7544 Da,Enschede,0153,Enschede,0534760642,Basisonderwijs,52.19533069,6.87334355
Overijssel,Obs Het Palet,Gerard Terborghstraat,9,7545 Bv,Enschede,0153,Enschede,0534313414,Basisonderwijs,52.21301183,6.85758
Overijssel,Openbare Basisschool La Res,Rozenstraat,98,7514 Zr,Enschede,0153,Enschede,0534358052,Basisonderwijs,52.22765654,6.90674599
Overijssel,Obs Het Stroink,Het Stroink,66,7542 Gt,Enschede,0153,Enschede,0534766581,Basisonderwijs,52.18888477,6.90156089
Overijssel,Openbare Basisschool Willem Wilmink,Hendrik Smeltweg,44,7541 Xl,Enschede,0153,Enschede,0534319598,Basisonderwijs,52.20936132,6.90038244
Overijssel,Het Vastert Opb Basisschool,Vastertlanden,167,7542 Lr,Enschede,0153,Enschede,0534783818,Basisonderwijs,52.19449042,6.90022785
Overijssel,Openbare Basisschool Het Wooldrik,Celsiusstraat,10,7535 Dk,Enschede,0153,Enschede,0534316711,Basisonderwijs,52.21656477,6.92283186
Overijssel,Obs De Sterrenborgh,Runenberghoek,5,7546 Eg,Enschede,0153,Enschede,0534774970,Basisonderwijs,52.19400129,6.85272319
Overijssel,De Linde,Zandhorstlaan,99,7576 Vr,Oldenzaal,0173,Oldenzaal,0541534407,Basisonderwijs,52.31626754,6.90170451
Overijssel,Openbare Basisschool De Wielerbaan Montessori-School,Batshoek,5,7546 Lc,Enschede,0153,Enschede,0534768761,Basisonderwijs,52.19857609,6.85699533
Overijssel,Openbare Basisschool De Esmarke,Esmarkelaan,201,7534 Jz,Enschede,0153,Enschede,0534618000,Basisonderwijs,52.21537036,6.95062295
Overijssel,Basisschool De Reflector,Castorweg,171,7557 Kj,Hengelo Ov,0164,Hengelo,0742439070,Basisonderwijs,52.27473557,6.80916684
Overijssel,Basisschool Guido De Bres,Patrijsstraat,4,7731 Zl,Ommen,0175,Ommen,0529451229,Basisonderwijs,52.52519308,6.4131197
Overijssel,Streekschool De Regenboog Gereformeerd Basisonderwijs,Stationsweg,18,7692 Ac,Marienberg,0160,Hardenberg,0523251408,Basisonderwijs,52.51151559,6.57736419
Overijssel,Casper Diemerschool Voor Gereformeerd Onderwijs,G Karel V Hogendorpstr,52,7691 Aw,Bergentheim,0160,Hardenberg,0523231947,Basisonderwijs,52.52452719,6.61558168
Overijssel,Gereformeerde Basisschool De Bron,Haaksbergerstraat,416,7545 Ga,Enschede,0153,Enschede,0534323489,Basisonderwijs,52.21018008,6.87670643
Overijssel,Risaeusschool,Weidehof,1,7772 Gw,Hardenberg,0160,Hardenberg,,Basisonderwijs,52.58500204,6.64152517
Overijssel,Gereformeerde Basisschool Ds G Doekes,Frits De Zwerverlaan,7,7771 Cv,Hardenberg,0160,Hardenberg,0523262155,Basisonderwijs,52.56656658,6.60138401
Overijssel,Gereformeerde Basisschool De Fakkel,Karel Doormanstraat,2,7603 Vz,Almelo,0141,Almelo,0546867067,Basisonderwijs,52.36772759,6.67808218
Overijssel,Gereformeerde Basisschool Domino,Roelofsbrink,6,7683 Ck,Den Ham Ov,1700,Twenterand,0546672542,Basisonderwijs,52.46145014,6.49517468
Overijssel,De Morgenster Gereformeerde Basisschool,Fonteinkruid,4,7772 Ml,Hardenberg,0160,Hardenberg,0523262728,Basisonderwijs,52.57575792,6.64523048
Overijssel,De Jenapleinschool,Enkstraat,69,8012 Va,Zwolle,0193,Zwolle,0384228240,Basisonderwijs,52.50699502,6.09963435
Overijssel,Kindcentrum De Berkenhorst,Staphorster Kerkweg,40,7951 Js,Staphorst,0180,Staphorst,0522461359,Basisonderwijs,52.63687907,6.21789068
Overijssel,Kindcentrum De Iekmulder,Sparrenlaan,76,7955 An,Ijhorst,0180,Staphorst,0522441970,Basisonderwijs,52.65888661,6.29163899
Overijssel,Openbare Basisschool Prinses Irene,Hattemattestraat,7,7783 Bm,Gramsbergen,0160,Hardenberg,0524562050,Basisonderwijs,52.60956494,6.67149409
Overijssel,Samenlevingsschool De Ravelijn,Zwolseweg,2,7786 Bh,Den Velde,0160,Hardenberg,0524562174,Basisonderwijs,52.59318452,6.68388335
Overijssel,Basisschool Het Kompas,De Tjalk,2,7701 Lp,Dedemsvaart,0160,Hardenberg,0523613286,Basisonderwijs,52.60058448,6.45098392
Overijssel,Openbare Basisschool De Kern,Erve Odinck,3,7773 De,Hardenberg,0160,Hardenberg,0523262299,Basisonderwijs,52.58199971,6.60507712
Overijssel,Basisschool De Eiber,Eiberweg,2,7701 Ve,Dedemsvaart,0160,Hardenberg,0523613419,Basisonderwijs,52.59662005,6.45706554
Overijssel,Basisschool Prinses Margriet,Kruizingastraat,19,7707 Bw,Balkbrug,0160,Hardenberg,0523656379,Basisonderwijs,52.59945625,6.39343198
Overijssel,Cantecleer,Schoolstraat,32,7694 Ax,Kloosterhaar,0160,Hardenberg,0523241473,Basisonderwijs,52.49764084,6.67147804
Overijssel,Obs De Regenboog,Vergouwlaan,3,7776 Ba,Slagharen,0160,Hardenberg,0523682206,Basisonderwijs,52.62898074,6.55652348
Overijssel,De Opstap,Rembrandtstraat,35,7771 Xe,Hardenberg,0160,Hardenberg,0523744130,Basisonderwijs,52.56500328,6.6055103
Overijssel,Wijdekijker,Herderstasje,56,7772 Ld,Hardenberg,0160,Hardenberg,0523260181,Basisonderwijs,52.57692573,6.64439582
Overijssel,Gereformeerde Basisschool De Planthof,Kon.Julianalaan,96,7711 Kp,Nieuwleusen,0148,Dalfsen,0529482035,Basisonderwijs,52.58556252,6.28137975
Overijssel,Gereformeerd Basisschool De Wegwijzer,Gasthuislaan,90,8331 Mz,Steenwijk,1708,Steenwijkerland,0521512643,Basisonderwijs,52.78016956,6.10919605
Overijssel,De Vuursteen,Nieuwe Uitleg,2,7721 Bn,Dalfsen,0148,Dalfsen,0529431781,Basisonderwijs,52.50878326,6.25929054
Overijssel,Gbs De Levensboom,Korte Kerkweg,21,7954 Gc,Rouveen,0180,Staphorst,0522291294,Basisonderwijs,52.61293338,6.1836758
Overijssel,De Hoeksteen,Burg Malcorpslaan,101,8061 Aj,Hasselt,1896,Zwartewaterland,0384772268,Basisonderwijs,52.59301753,6.10325517
Overijssel,Basisschool De Mirt,Rolklaver,1,8265 Ea,Kampen,0166,Kampen,0383316550,Basisonderwijs,52.55177322,5.90082265
Overijssel,Basisschool Eben Haezer,Kadoelen,27,8326 Ba,Sint Jansklooster,1708,Steenwijkerland,0527246636,Basisonderwijs,52.66925098,6.0065668
Overijssel,Smaragd,Esdoornstraat,10,8021 Wb,Zwolle,0193,Zwolle,0384534233,Basisonderwijs,52.52119502,6.09668804
Overijssel,De Schatgraver,Van Houtenlaan,1-A,8014 Zm,Zwolle,0193,Zwolle,0384602093,Basisonderwijs,52.48556394,6.10954478
Overijssel,Gereformeerde Academische Basisschool De Sprankel,Klokkengieterlaan,3,8043 Ba,Zwolle,0193,Zwolle,0384201940,Basisonderwijs,52.53711871,6.06446623
Overijssel,Kindcentrum Aquamarijn,Assendorperdijk,55,8012 Eg,Zwolle,0193,Zwolle,0384527638,Basisonderwijs,52.50463971,6.11032847
Overijssel,Het Saffier,Belvederelaan,444,8043 Vd,Zwolle,0193,Zwolle,0384202722,Basisonderwijs,52.52758387,6.04651106
Overijssel,De Proeftuin,Monteverdilaan,202,8031 Dw,Zwolle,0193,Zwolle,0382042507,Basisonderwijs,52.52281675,6.09040986
Overijssel,Basisschool Azelo,Secr. Engelbertinkstraat,16,7495 Tw,Ambt Delden,1735,Hof Van Twente,0742664425,Basisonderwijs,52.29647565,6.71461533
Overijssel,Basisschool Stedeke,Kuimgaarden,15,7478 An,Diepenheim,1735,Hof Van Twente,0547351454,Basisonderwijs,52.20137577,6.55517479
Overijssel,Basisschool Wiene,Tankinksweg,4,7495 Rl,Ambt Delden,1735,Hof Van Twente,0547274575,Basisonderwijs,52.24844425,6.64706924
Overijssel,Basisschool Elserike,Herikerweg,36,7475 Tt,Markelo,1735,Hof Van Twente,0547362095,Basisonderwijs,52.25709454,6.53361224
Overijssel,Basisschool Stokkum,Stokkumerweg,40,7475 Mv,Markelo,1735,Hof Van Twente,0547363309,Basisonderwijs,52.21571502,6.5140916
Overijssel,'T Gijmink,Lindelaan,70-B,7471 Kd,Goor,1735,Hof Van Twente,0547273456,Basisonderwijs,52.23408606,6.59855324
Overijssel,Basisschool Brookschole,Larenseweg,44,7475 Pw,Markelo,1735,Hof Van Twente,0547362723,Basisonderwijs,52.2363807,6.44948193
Overijssel,Obs De Boomhut,Kievitstraat,67,7471 El,Goor,1735,Hof Van Twente,0547273004,Basisonderwijs,52.23983479,6.57278217
Overijssel,Basisschool De Zwaluw,Fokkerstraat,2-A,7475 Cc,Markelo,1735,Hof Van Twente,0547363365,Basisonderwijs,52.2365597,6.50215485
Overijssel,Arembergschool,Julianastraat,2,8064 Cd,Zwartsluis,1896,Zwartewaterland,0383867520,Basisonderwijs,52.64394773,6.06878175
Overijssel,Openbare Basisschool De Slinge,'T Slingerland,12,8375 Gp,Oldemarkt,1708,Steenwijkerland,0561451900,Basisonderwijs,52.82083719,5.97600138
Overijssel,Burg De Ruiterschool,Vijverpark,89,8374 Kg,Kuinre,1708,Steenwijkerland,0527231327,Basisonderwijs,52.78678134,5.84628591
Overijssel,Basisschool De Lepelaar,Koningin Julianaweg,78,8371 Wg,Scheerwolde,1708,Steenwijkerland,0521371353,Basisonderwijs,52.75841976,6.01536673
Overijssel,Openbare Basisschool De Voorpoort,Groenestraat,36,8325 Az,Vollenhove,1708,Steenwijkerland,0527241485,Basisonderwijs,52.68050974,5.95477769
Overijssel,Basisschool De Driesprong,Meester Gerritsweg,5,8347 Jp,Eesveen,1708,Steenwijkerland,0521577245,Basisonderwijs,52.82402215,6.1412865
Overijssel,De Punter,Beulakerweg,125-A,8355 Ae,Giethoorn,1708,Steenwijkerland,0521361666,Basisonderwijs,52.72694495,6.07819619
Overijssel,Basisschool B,Mr Zigher Ter Steghestr,1,8331 Kg,Steenwijk,1708,Steenwijkerland,0521513446,Basisonderwijs,52.78962852,6.10731319
Overijssel,Obs Beatrix-School,Middenweg,2-4,8332 Cz,Steenwijk,1708,Steenwijkerland,0521514198,Basisonderwijs,52.79065395,6.13550827
Overijssel,Basisschool Gen Vd Bosch,Paasloregel,1,8338 St,Willemsoord,1708,Steenwijkerland,0521589462,Basisonderwijs,52.82499823,6.06083131
Overijssel,Obs De Samensprong,Gasthuislaan,86,8331 Mz,Steenwijk,1708,Steenwijkerland,0521510153,Basisonderwijs,52.7803266,6.10853203
Overijssel,Basisschool De Vogelaar,Tureluur,2,8281 Ex,Genemuiden,1896,Zwartewaterland,0383855433,Basisonderwijs,52.61927183,6.0484507
Overijssel,De Toermalijn,Prinsenstraat,22-A,8061 Zc,Hasselt,1896,Zwartewaterland,0384773135,Basisonderwijs,52.58823894,6.10354182
Overijssel,Al Amana Zwolle,Dijkgraafhof,2,8043 Eb,Zwolle,0193,Zwolle,0383035357,Basisonderwijs,52.53819088,6.05905423
Overijssel,De Linde,Kolkweg,41,8055 Pt,Laag Zuthem,0177,Raalte,0529497508,Basisonderwijs,52.45894162,6.17249821
Overijssel,Deventer Montessori School,Van Lithstraat,1,7415 La,Deventer,0150,Deventer,0570629387,Basisonderwijs,52.26670967,6.15575138
Overijssel,Basisschool Looschool,Bettinkdijk,1,7437 Ra,Bathmen,0150,Deventer,0570541991,Basisonderwijs,52.25284793,6.33984246
Overijssel,Openbare Basisschool Slingerbos,Slingerbos,2,7431 Bv,Diepenveen,0150,Deventer,0570591400,Basisonderwijs,52.2880953,6.14694998
Overijssel,Basisschool De Rythmeen,Prins Constantijnlaan,1,7437 Bx,Bathmen,0150,Deventer,0570542053,Basisonderwijs,52.24887141,6.29348173
Overijssel,Openbare Basisschool De Sleutel School Voor Daltononderwijs,Bakkerskamp,2-4,7433 El,Schalkhaar,0150,Deventer,0570621511,Basisonderwijs,52.26831681,6.19870191
Overijssel,Basisschool De Dorpsschool,Schoolstraat,11,7437 Ae,Bathmen,0150,Deventer,0570541769,Basisonderwijs,52.25008411,6.28652099
Overijssel,Openbare Basisschool Het Roessink,Fonteinkruid,130,7422 Mz,Deventer,0150,Deventer,0570652731,Basisonderwijs,52.24576574,6.21234335
Overijssel,Openbare Basisschool De Hagenpoort,Bagijnenstraat,13,7411 Pt,Deventer,0150,Deventer,0570616784,Basisonderwijs,52.25482777,6.15515357
Overijssel,Basisschool Wij De Wereld,Eekhoorn,10,7423 En,Deventer,0150,Deventer,0570651811,Basisonderwijs,52.25415548,6.21270059
Overijssel,Openbare Basisschool Kolmenscate,Venninkweg,1,7421 Gp,Deventer,0150,Deventer,0570651467,Basisonderwijs,52.24411087,6.22301908
Overijssel,Obs De Zandstroom,Oudaenstraat,3,7412 Nd,Deventer,0150,Deventer,0570614871,Basisonderwijs,52.26866723,6.13975635
Overijssel,De Kleine Planeet,Rielerweg,174,7416 Zm,Deventer,0150,Deventer,0570623073,Basisonderwijs,52.25937934,6.17963575
Overijssel,Openbare Basisschool De Hovenschool,Langestraat,1,7419 Ap,Deventer,0150,Deventer,0570615069,Basisonderwijs,52.24810305,6.14785219
Overijssel,Openbare Basisschool Borgloschool,Groenewold,182,7414 Ck,Deventer,0150,Deventer,0570670335,Basisonderwijs,52.27515485,6.14702635
Overijssel,Montessorischool Oudaen,Pieter De Hooghstraat,2,7412 Rx,Deventer,0150,Deventer,0570611323,Basisonderwijs,52.26511867,6.13759209
Overijssel,Openbare Basisschool De Wizard,Andriessenplein,13,7425 Gx,Deventer,0150,Deventer,0570511713,Basisonderwijs,52.2596848,6.22523899
Overijssel,Openbare Basisschool De Flint,Wezenland,582,7415 Jm,Deventer,0150,Deventer,0570638570,Basisonderwijs,52.27256633,6.16951495
Overijssel,Montessori Kindcentrum De Ontdekking,Andriessenplein,4,7425 Gx,Deventer,0150,Deventer,0570658154,Basisonderwijs,52.26009529,6.22565686
Overijssel,Openbare Basisschool Wonderwijs,Laanzicht,95,8271 Jz,Ijsselmuiden,0166,Kampen,0383317813,Basisonderwijs,52.56373409,5.93862046
Overijssel,Openbare Daltonschool Engelenberg,Engelenbergstraat,1,8266 Ac,Kampen,0166,Kampen,0383316108,Basisonderwijs,52.55089847,5.92241717
Overijssel,O.B.S. De Schatkaart,Zilverschoon,81,8265 He,Kampen,0166,Kampen,0383316208,Basisonderwijs,52.55009959,5.89797802
Overijssel,Het Meerrijk,Gevers Van Endegeeststr,2,8265 Zd,Kampen,0166,Kampen,0383332085,Basisonderwijs,52.54647424,5.91190349
Overijssel,Openbare Jenaplanschool Het Scala,Ommelandsingel,65,8262 Tz,Kampen,0166,Kampen,0383316308,Basisonderwijs,52.56116345,5.90152367
Overijssel,Banisschool,Erve Den Boom,5,7463 Cj,Rijssen,1742,Rijssen-Holten,0548514168,Basisonderwijs,52.30987654,6.49563749
Overijssel,Brekeldschool,Prins Bernhardstraat,37,7462 Gs,Rijssen,1742,Rijssen-Holten,0548513343,Basisonderwijs,52.30086512,6.50717951
Overijssel,In Den Climtuin,Casparus B J Landweerln,3,7461 Xn,Rijssen,1742,Rijssen-Holten,0548513821,Basisonderwijs,52.29950378,6.53189364
Overijssel,Haarschool,Haarzijde,3,7462 Bz,Rijssen,1742,Rijssen-Holten,0548512821,Basisonderwijs,52.30853522,6.51669319
Overijssel,De Ronde Maat,Braakmansdijk,11,7462 Lx,Rijssen,1742,Rijssen-Holten,0548518507,Basisonderwijs,52.30308031,6.50005148
Overijssel,Kindcentrum Rivierenwijk,Zaanstraat,1,7417 Wn,Deventer,0150,Deventer,0570623575,Basisonderwijs,52.25462787,6.18149409
Overijssel,Obs De Tweemaster,Kon.Julianalaan,36,7711 Kk,Nieuwleusen,0148,Dalfsen,0529483637,Basisonderwijs,52.58279613,6.28422694
Overijssel,Obs Nieuwebrug,Barkeweg,3,7731 Ps,Ommen,0175,Ommen,0529456708,Basisonderwijs,52.492387,6.42606824
Overijssel,Kc Heidepark,Ds A J W Vogelaarstraat,22,8151 An,Lemelerveld,0148,Dalfsen,0572371850,Basisonderwijs,52.44665882,6.34658771
Overijssel,Obs De Dennenkamp,Patrijsstraat,4-A,7731 Zl,Ommen,0175,Ommen,0529452433,Basisonderwijs,52.52519308,6.4131197
Overijssel,Obs Het Palet Ommen,Haarsweg,91,7731 Hj,Ommen,0175,Ommen,0529451938,Basisonderwijs,52.53052876,6.43503259
Overijssel,Obs De Toonladder,Bachlaan,158,8031 Hl,Zwolle,0193,Zwolle,0384225815,Basisonderwijs,52.52682427,6.08845599
Overijssel,Obs De Campherbeek,Grotiuslaan,33,8024 Xm,Zwolle,0193,Zwolle,0384531229,Basisonderwijs,52.52256906,6.13992247
Overijssel,Obs De Springplank,Beukenstraat,83,8021 Xa,Zwolle,0193,Zwolle,0384536043,Basisonderwijs,52.51746167,6.09844049
Overijssel,Obs De Marshof,Tichelmeesterlaan,45,8014 La,Zwolle,0193,Zwolle,0384601471,Basisonderwijs,52.48474748,6.12141384
Overijssel,Obs De Oosterenk,Herfterweg,1,8023 Dj,Zwolle,0193,Zwolle,0384535682,Basisonderwijs,52.51406795,6.11298501
Overijssel,Openbare Parkschool,Westerlaan,22,8011 Cc,Zwolle,0193,Zwolle,0384211883,Basisonderwijs,52.50736893,6.08757048
Overijssel,Obs De Werkschuit,Rijnlaan,200,8032 Tk,Zwolle,0193,Zwolle,0384533873,Basisonderwijs,52.53520797,6.09964694
Overijssel,Obs De Wieden,Beulakerwiede,4,8033 Cs,Zwolle,0193,Zwolle,0384542762,Basisonderwijs,52.53584239,6.1091374
Overijssel,Obs De Markesteen,Gedeputeerdenlaan,45,8016 Ax,Zwolle,0193,Zwolle,0384604411,Basisonderwijs,52.48263854,6.10335006
Overijssel,Het Avontuur Openbaar Onderwijs,Ruigedoornstraat,23,7721 Bw,Dalfsen,0148,Dalfsen,0529432115,Basisonderwijs,52.5101322,6.2518193
Overijssel,Obs De Octopus,Marterveld,1,8017 Md,Zwolle,0193,Zwolle,0384604467,Basisonderwijs,52.4916067,6.09690645
Overijssel,Openbare Montessori Basisschool,Energieweg,9,8017 Be,Zwolle,0193,Zwolle,0384654220,Basisonderwijs,52.49615903,6.1060961
Overijssel,Obs De Ijsselhof,Staatssecretarislaan,10,8015 Bx,Zwolle,0193,Zwolle,0384600973,Basisonderwijs,52.47665807,6.11485235
Overijssel,Kindercampus Triomundo,Muurmeesterstraat,27,8043 Ea,Zwolle,0193,Zwolle,0615544295,Basisonderwijs,52.53361924,6.05971231
Overijssel,Obs De Schatkamer,Wildwalstraat,38,8043 Vl,Zwolle,0193,Zwolle,0384204193,Basisonderwijs,52.52790091,6.05279715
Overijssel,Obs Het Festival,Sportlaan,6,8044 Pg,Zwolle,0193,Zwolle,0384203287,Basisonderwijs,52.54227554,6.04223137
Overijssel,Protestants Christelijke Basisschool De Regenboog,Dorpsstraat,6,8152 Bl,Lemelerveld,0148,Dalfsen,0572373541,Basisonderwijs,52.44496105,6.3409026
Overijssel,Protestants Christelijke Basisschool Sjaloom,Hoevenweg,1,7722 Pm,Dalfsen,0148,Dalfsen,0529431381,Basisonderwijs,52.52775793,6.24624158
Overijssel,Ichthusschool Voor Protestants Christelijk Basisonderwijs,Korteveldsweg,4,8148 Re,Lemele,0175,Ommen,0572331472,Basisonderwijs,52.45205946,6.41427485
Overijssel,De Spiegel,Brethouwerstraat,4,7721 Xn,Dalfsen,0148,Dalfsen,0529432341,Basisonderwijs,52.51078721,6.25878525
Overijssel,Christelijke Dominee Cazemierschool,G.W.Spiegelstraat,4,7722 St,Dalfsen,0148,Dalfsen,0529471574,Basisonderwijs,52.5322527,6.31005539
Overijssel,Het Koloriet,Patrijsstraat,4,7731 Zl,Ommen,0175,Ommen,0529452966,Basisonderwijs,52.52519308,6.4131197
Overijssel,De Kardoen,Korenbloemstraat,2,7731 Vw,Ommen,0175,Ommen,0529451605,Basisonderwijs,52.52522711,6.43420562
Overijssel,Protestants Christelijke Basisschool De Triangel,Balkerweg,59,7738 Pa,Witharen,0175,Ommen,0523676546,Basisonderwijs,52.5621934,6.39670376
Overijssel,Christelijke Basisschool Op Gereformeerde Grondslag,Zuideinde West,7,8278 Ap,Kamperveen,0166,Kampen,0525621241,Basisonderwijs,52.47970645,5.92956105
Overijssel,Kc De Lisdodde,Siebenweg,14,7946 Ad,Wanneperveen,1708,Steenwijkerland,0522281204,Basisonderwijs,52.70408316,6.12321976
Overijssel,Expeditiewijz,F. Hazemeijerstraat,300,7555 Rj,Hengelo Ov,0164,Hengelo,0621932069,Basisonderwijs,52.2625497,6.78316225
Overijssel,Buitenwijs,Palestrinalaan,915,8031 Va,Zwolle,0193,Zwolle,0628154261,Basisonderwijs,52.53053347,6.08622686
Overijssel,Basisschool Groen Van Prinsterer,Akelei,5,8265 Ka,Kampen,0166,Kampen,0383317424,Basisonderwijs,52.54973578,5.89492898
Overijssel,School Met De Bijbel,Grafhorsterweg,34-D,8277 Aa,Grafhorst,0166,Kampen,0383332635,Basisonderwijs,52.58195627,5.93399651
Overijssel,Rehoboth-School,Drostenstraat,1-A,8271 Tc,Ijsselmuiden,0166,Kampen,0383316435,Basisonderwijs,52.56613181,5.93278558
Overijssel,Ichthusschool,Groenendael,226,8271 Em,Ijsselmuiden,0166,Kampen,0383321111,Basisonderwijs,52.56486526,5.93972196
Overijssel,Hervormde School Eben Haezer,Dorpsweg,20,8271 Bm,Ijsselmuiden,0166,Kampen,0383315304,Basisonderwijs,52.56458722,5.92911428
Overijssel,Johannes Bogermanschool,Bouwmeesterstraat,43-A,7671 Ca,Vriezenveen,1700,Twenterand,0546562146,Basisonderwijs,52.41603987,6.62696909
Overijssel,Mariaschool Vasse,Hooidijk,19,7661 Ra,Vasse,0183,Tubbergen,0541680236,Basisonderwijs,52.43520817,6.83418771
Overijssel,Rooms Katholiek Basisschool Heilig Hart,Oldenzaalseweg,90,7666 Lh,Fleringen,0183,Tubbergen,0546621979,Basisonderwijs,52.38144538,6.80333793
Overijssel,Basisschool De Wiekslag,Bruno Van Ommenstraat,34,7651 Bs,Tubbergen,0183,Tubbergen,0546621602,Basisonderwijs,52.4083016,6.78552884
Overijssel,Mariaschool Langeveen,Kerklaan,2,7679 Vg,Langeveen,0183,Tubbergen,0546681358,Basisonderwijs,52.46938238,6.71466375
Overijssel,Mariaschool Reutum,Brinkstraat,18,7667 Ps,Reutum,0183,Tubbergen,0541670429,Basisonderwijs,52.38986069,6.84530554
Overijssel,Sint Aloysius-School,Vriezenveenseweg,12,7678 Vc,Geesteren Ov,0183,Tubbergen,0546631718,Basisonderwijs,52.42115522,6.73297645
Overijssel,Rooms Katholieke Basisschool Kadoes,De Weer,11,7665 Dg,Albergen,0183,Tubbergen,0546441388,Basisonderwijs,52.36984244,6.76513265
Overijssel,Basisschool De Zeven Mijlen,Manderveenseweg,70,7664 Vv,Manderveen,0183,Tubbergen,0541680445,Basisonderwijs,52.44414431,6.7801501
Overijssel,Basisschool St Alphonsus,Almeloseweg,209,7614 La,Mariaparochie,0183,Tubbergen,0546473807,Basisonderwijs,52.37907833,6.70654741
Overijssel,Nicolaas Basisschool,Pastoorsdijk,9,7433 Dk,Schalkhaar,0150,Deventer,0570621922,Basisonderwijs,52.26811525,6.19300599
Overijssel,Bassischool Liduina,Scholten Reimerstraat,8,7524 Cs,Enschede,0153,Enschede,0534352447,Basisonderwijs,52.25002539,6.91468325
Overijssel,Kindcentrum Meester Snel,Kloosterstraat,13,7581 Ge,Losser,0168,Losser,0535383994,Basisonderwijs,52.26249156,7.00896153
Overijssel,Op Den Akker,De Akker,2,7481 Gb,Haaksbergen,0158,Haaksbergen,0535722482,Basisonderwijs,52.15156543,6.74233426
Overijssel,Protestants Christelijke Basisschool Mecklenburg,De Posten,145,7544 Lr,Enschede,0153,Enschede,0534763709,Basisonderwijs,52.18708199,6.8803626
Overijssel,Christelijke School Voor Basisonderwijs Drakensteyn,Vastertlanden,169,7542 Lr,Enschede,0153,Enschede,0534764661,Basisonderwijs,52.19445656,6.89976271
Overijssel,Pr Maurits,Geessinkbrink,1,7544 Cw,Enschede,0153,Enschede,0534763165,Basisonderwijs,52.19267581,6.86790439
Overijssel,Christelijke Basisschool Anna Van Buren,Bosuilstraat,7,7523 Bj,Enschede,0153,Enschede,0534355334,Basisonderwijs,52.23256896,6.89727692
Overijssel,Cbs De Koning,Tomatenstraat,27,7545 Wp,Enschede,0153,Enschede,0534349955,Basisonderwijs,52.20960551,6.86832972
Overijssel,Basisschool St. Gerardus,Kerkstraat,155,7532 As,Enschede,0153,Enschede,0534611667,Basisonderwijs,52.22116887,6.97291511
Overijssel,De Regenboog,Het Stroink,60,7542 Gt,Enschede,0153,Enschede,0534766477,Basisonderwijs,52.18835564,6.90015289
Overijssel,Basisschool De Troubadour,Sonatestraat,44-A,7534 Xc,Enschede,0153,Enschede,0534611691,Basisonderwijs,52.21120689,6.97277843
Overijssel,De Kubus,Velveweg,50,7533 Xk,Enschede,0153,Enschede,0534306037,Basisonderwijs,52.22037622,6.91813677
