"Bronhouder"	"VTHobject ID"	"Stal ID"	"Omschrijving"	"Adres"	"Gemeente"	"EmissieX"	"EmissieY"	"NH3 emissie (kg/j)"	"Geur emissie (ouE/s)"	"Fijnstof emissie (g/j)"	"Zaaknummer"	"Besluitdatum"	"Zaaktype"
"ODR"	"ODR2990"	"ODR88823"	"Stal "	"Heukelumseweg 5 4147EW Asperen"	"West Betuwe"	"134925"	"432034"	"20,50"	"0,00"	"430,00"	"ODR88822"	"2013-09-16"	"BVB Melding"
"ODR"	"ODR2991"	"ODR98502"	"bedrijf"	"Waaldijk 16 4171CE Herwijnen"	"West Betuwe"	"136500"	"426377"	"900,00"	"0,00"	"10.950,00"	"ODR98502"	"1994-12-12"	"BVB Melding"
"ODR"	"ODR2993"	"ODR88833"	"Stal "	"Landscheiding 6 4214KM Vuren"	"West Betuwe"	"133081"	"429466"	"229,60"	"0,00"	"3.010,00"	"ODR88833"	"2006-12-28"	"BVB Melding"
"ODR"	"ODR2994"	"ODR88837"	"Stal "	"Peersteeg 1 4171LE Herwijnen"	"West Betuwe"	"138075"	"426894"	"3.054,00"	"33.179,00"	"34.900,00"	"ODR88837"	"2009-11-05"	"BVB Vergunning"
"ODR"	"ODR3029"	"ODR88693"	"Stal "	"Spijkse Kweldijk 37 b 4212CZ Spijk"	"West Betuwe"	"131170"	"429607"	"702,50"	"415,50"	"8.165,00"	"ODR88693"	"1994-05-24"	"BVB Vergunning"
"ODR"	"ODR3029"	"ODR92515"	"bedrijf"	"Spijkse Kweldijk 37 b 4212CZ Spijk"	"West Betuwe"	"130577"	"429749"	"729,00"	"78,00"	"8.330,00"	"ODR88693"	"1994-05-24"	"BVB Vergunning"
"ODR"	"ODR3064"	"ODR119842"	"bedrijf"	"Wadensteinsesteeg 6 s 4171CM Herwijnen"	"West Betuwe"	"136469"	"426684"	"457,00"	"0,00"	"7.534,00"	"ODR119842"	"2009-07-22"	"BVB Melding"
"ODR"	"ODR3122"	"ODR88689"	"Stal "	"Zeiving 5 4214KT Vuren"	"West Betuwe"	"134913"	"428516"	"264,60"	"0,00"	"2.730,00"	"ODR88689"	"2010-06-21"	"BVB Intrekking"
"ODR"	"ODR3123"	"ODR88807"	"Stal "	"Zuiderlingedijk 71 4211BA Spijk"	"West Betuwe"	"130919"	"429893"	"30,30"	"0,00"	"357,00"	"ODR88807"	"1996-10-23"	"BVB Melding"
"ODR"	"ODR3125"	"ODR88709"	"Stal "	"Landscheiding 5 4214KM Vuren"	"West Betuwe"	"133527"	"429569"	"95,00"	"78,00"	"760,00"	"ODR88709"	"2010-11-03"	"BVB Vergunning"
"ODR"	"ODR3126"	"ODR88717"	"Stal "	"Leuvense Kweldijk 6 4214KV Vuren"	"West Betuwe"	"133025"	"428305"	"70,40"	"0,00"	"608,00"	"ODR88717"	"2015-05-26"	"BVB Melding"
"ODR"	"ODR3127"	"ODR88725"	"Stal "	"Graaf Reinaldweg 7 4214KS Vuren"	"West Betuwe"	"133443"	"427416"	"1.880,00"	"0,00"	"17.960,00"	"ODR88725"	"2004-09-29"	"BVB Melding"
"ODR"	"ODR3129"	"ODR88739"	"Stal "	"Rij- en Uitweg 20 4171CN Herwijnen"	"West Betuwe"	"136586"	"426470"	"752,80"	"0,00"	"7.234,00"	"ODR88739"	"1996-11-12"	"BVB Melding"
"ODR"	"ODR3131"	"ODR88761"	"Stal "	"Mert 2 4171LB Herwijnen"	"West Betuwe"	"135029"	"427941"	"1.566,50"	"0,00"	"19.595,00"	"ODR88761"	"2013-05-28"	"BVB Melding"
"ODR"	"ODR3133"	"ODR88815"	"Stal "	"Mert 5 4171LB Herwijnen"	"West Betuwe"	"136136"	"428195"	"3.022,20"	"0,00"	"29.090,00"	"ODR88815"	"2013-02-13"	"BVB Melding"
"ODR"	"ODR3135"	"ODR88828"	"bedrijf"	"Rij- en Uitweg 4 4171CN Herwijnen"	"West Betuwe"	"136672"	"426225"	"52,50"	"534,00"	"495,00"	"ODR88828"	"2007-10-29"	"BVB Melding"
"ODR"	"ODR3135"	"ODR88829"	"Stal "	"Rij- en Uitweg 4 4171CN Herwijnen"	"West Betuwe"	"136672"	"426225"	"329,10"	"734,20"	"3.530,00"	"ODR88828"	"2007-10-29"	"BVB Melding"
"ODR"	"ODR3139"	"ODR98510"	"bedrijf"	"Molenweg 2 a 4214KW Vuren"	"West Betuwe"	"131866"	"428262"	"2.001,30"	"3.872,00"	"39.520,00"	"ODR98510"	"2014-01-31"	"BVB Vergunning"
"ODR"	"ODR3140"	"ODR88843"	"Stal "	"Spijkse Kweldijk 79 4212CX Spijk"	"West Betuwe"	"128648"	"429593"	"79,70"	"0,00"	"0,00"	"ODR88843"	"2002-01-22"	"BVB Melding"
"ODR"	"ODR3251"	"ODR88740"	"bedrijf"	"Vijfhoevenweg 2 4171KJ Herwijnen"	"West Betuwe"	"134997"	"430632"	"2.254,00"	"712,00"	"26.600,00"	"ODR88740"	"2010-05-12"	"BVB Melding"
"ODR"	"ODR3252"	"ODR88743"	"Stal "	"Raayweg 10 4171BG Herwijnen"	"West Betuwe"	"139191"	"426085.0"	"265,00"	"1.780,00"	"8.500,00"	"ODR88743"	"1993-11-02"	"BVB Vergunning"
"ODR"	"ODR3253"	"ODR88749"	"Stal "	"Nieuweweg 3 4171KC Herwijnen"	"West Betuwe"	"135362"	"429716"	"2.278,80"	"0,00"	"22.266,00"	"ODR88749"	"2013-02-25"	"BVB Melding"
"ODR"	"ODR3254"	"ODR88759"	"Stal "	"Molenstraat 9 4171CP Herwijnen"	"West Betuwe"	"137005"	"425717"	"654,00"	"5.340,00"	"6.570,00"	"ODR88759"	"1993-08-17"	"BVB Melding"
"ODR"	"ODR3256"	"ODR88777"	"Stal "	"Gasthuisweg 1 4171KH Herwijnen"	"West Betuwe"	"136970"	"430162"	"203,00"	"2.092,00"	"1.650,00"	"ODR88777"	"2018-06-17"	"BVB Melding"
"ODR"	"ODR3257"	"ODR88783"	"Stal "	"Bloklandweg 7 4171KA Herwijnen"	"West Betuwe"	"136317"	"429205"	"263,80"	"1,40"	"3.248,00"	"ODR88783"	"2000-01-12"	"BVB Melding"
"ODR"	"ODR3258"	"ODR20230504143835"	"Stal E"	"Bloklandweg 12 4171KA Herwijnen"	"West Betuwe"	"136608"	"429153"	"229,60"	"142,40"	"1.994,00"	"ODR0214102985"	"2018-06-19"	"2 Melding Behandelen"
"ODR"	"ODR3258"	"ODR20230504144416"	"Stal H"	"Bloklandweg 12 4171KA Herwijnen"	"West Betuwe"	"136566"	"429110"	"1.092,00"	"0,00"	"0,00"	"ODR0214102985"	"2018-06-19"	"2 Melding Behandelen"
"ODR"	"ODR3258"	"ODR20230504144741"	"Stal B"	"Bloklandweg 12 4171KA Herwijnen"	"West Betuwe"	"136563"	"429144"	"176,00"	"0,00"	"1.520,00"	"ODR0214102985"	"2018-06-19"	"2 Melding Behandelen"
"ODR"	"ODR3262"	"ODR20230419075538"	"Mert 10 - stal 1"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"136697"	"428246"	"2.404,20"	"17.258,40"	"102.950,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3262"	"ODR20230419080254"	"Mert 10 - stal 2"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"136666"	"428237"	"1.713,00"	"0,00"	"19.260,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3262"	"ODR20230419080503"	"Mert 10 - stal 3"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"136637"	"428233"	"1.118,50"	"6.301,20"	"31.648,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3262"	"ODR20230419080631"	"Mert 10 - stal 4"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"136698"	"428213"	"110,00"	"0,00"	"950,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3262"	"ODR20230419081307"	"Mert 12 - stal 1"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"137002"	"428325"	"1.999,60"	"0,00"	"21.628,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3262"	"ODR20230419081504"	"Mert 12 - stal 2"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"136977"	"428329"	"784,40"	"5.268,80"	"25.160,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3262"	"ODR20230419081640"	"Mert 12 - stal 3a"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"136926"	"428286"	"288,00"	"2.208,00"	"14.688,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3262"	"ODR20230419082000"	"Mert 12 - stal 3b"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"136922"	"428283"	"388,80"	"10.972,80"	"26.784,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3262"	"ODR20230419082114"	"Mert 12 - stal 4"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"136998"	"428288"	"172,80"	"543,20"	"2.460,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3262"	"ODR20230419082218"	"Mert 12 - stal 6"	"Mert 12 4171LB Herwijnen"	"West Betuwe"	"137052"	"428332"	"3.289,00"	"0,00"	"37.444,00"	"ODRODR2108074"	"2022-08-30"	"NL11 Aanvraag Beschikking Uitgebreid Behandelen"
"ODR"	"ODR3263"	"ODR88827"	"Stal "	"Graswalseweg 3 4147EX Asperen"	"West Betuwe"	"136055"	"432283"	"368,50"	"0,00"	"3.215,00"	"ODR88827"	"2002-03-12"	"BVB Melding"
"ODR"	"ODR3266"	"ODR88839"	"Stal "	"Leuvense Kweldijk 9 4214KV Vuren"	"West Betuwe"	"133654"	"428320"	"0,00"	"0,00"	"0,00"	"ODR88839"	"2010-10-16"	"BVB Intrekking"
"ODR"	"ODR3288"	"ODR20230404130916"	"Voorste stal"	"Achterweg 69 4171BB Herwijnen"	"West Betuwe"	"138335"	"426188"	"316,00"	"1.170,00"	"3.340,00"	"ODR0214123584"	"2019-09-17"	"2 Melding Behandelen"
"ODR"	"ODR3288"	"ODR20230404131236"	"Achterste stal"	"Achterweg 69 4171BB Herwijnen"	"West Betuwe"	"138336"	"426208"	"214,00"	"1.170,00"	"1.852,00"	"ODR0214123584"	"2019-09-17"	"2 Melding Behandelen"
"ODR"	"ODR3289"	"ODR119616"	"bedrijf"	"Mert 3 4171LB Herwijnen"	"West Betuwe"	"135628"	"428076"	"1.250,50"	"2.314,00"	"16.720,00"	"ODR119616"	"2009-04-01"	"BVB Melding"
"ODR"	"ODR3301"	"ODR88733"	"Stal "	"Achterdijk 6 4214KR Vuren"	"West Betuwe"	"132632"	"427162"	"1.608,40"	"0,00"	"15.876,00"	"ODR88733"	"2007-12-14"	"BVB Melding"
"ODR"	"ODR3302"	"ODR88751"	"Stal "	"Nieuweweg 5 4171KC Herwijnen"	"West Betuwe"	"135720"	"429707"	"1.596,00"	"0,00"	"15.220,00"	"ODR88751"	"2001-07-16"	"BVB Melding"
"ODR"	"ODR3304"	"ODR88841"	"Stal "	"Spijkse Kweldijk 39 4212CZ Spijk"	"West Betuwe"	"130283"	"429799"	"199,50"	"273,00"	"0,00"	"ODR88841"	"1977-10-11"	"BVB Vergunning"
"ODR"	"ODR3316"	"ODR88734"	"bedrijf"	"Wadensteinsesteeg 8 4171CM Herwijnen"	"West Betuwe"	"136617"	"427000"	"10,70"	"75,20"	"76,00"	"ODR88734"	"2015-12-18"	"BVB Melding"
"ODR"	"ODR3316"	"ODR88735"	"Stal "	"Wadensteinsesteeg 8 4171CM Herwijnen"	"West Betuwe"	"136617"	"427000"	"2.270,00"	"1.780,00"	"27.640,00"	"ODR88734"	"2015-12-18"	"BVB Melding"
"ODR"	"ODR3317"	"ODR88762"	"bedrijf"	"Mert 9 4171LB Herwijnen"	"West Betuwe"	"137055"	"428435"	"78,90"	"741,00"	"340,00"	"ODR88762"	"2012-04-16"	"BVB Melding"
"ODR"	"ODR3317"	"ODR88763"	"Stal "	"Mert 9 4171LB Herwijnen"	"West Betuwe"	"137055"	"428435"	"1.396,00"	"0,00"	"13.464,00"	"ODR88762"	"2012-04-16"	"BVB Melding"
"ODR"	"ODR3326"	"ODR88747"	"Stal "	"Nieuweweg 1 4171KC Herwijnen"	"West Betuwe"	"135083"	"429691"	"140,00"	"1.560,00"	"0,00"	"ODR88747"	"2003-11-18"	"BVB Vergunning"
"ODR"	"ODR3328"	"ODR88795"	"Stal "	"Voorstraat 4 4147CC Asperen"	"West Betuwe"	"136037"	"432491"	"308,60"	"0,00"	"3.692,00"	"ODR88795"	"2005-12-13"	"BVB Melding"
"ODR"	"ODR3329"	"ODR88802"	"bedrijf"	"Heidensweg 12 4161AA Heukelum"	"West Betuwe"	"134407"	"431956"	"2.234,30"	"0,00"	"20.204,00"	"ODR88802"	"2010-02-25"	"BVB Melding"
"ODR"	"ODR3334"	"ODR88691"	"Stal "	"Mildijk 72 a 4214DS Vuren"	"West Betuwe"	"132170"	"426195"	"1.244,60"	"296,40"	"11.668,00"	"ODR88691"	"2015-06-05"	"BVB Melding"
"ODR"	"ODR3348"	"ODR88694"	"bedrijf"	"Molenweg 4 4214KW Vuren"	"West Betuwe"	"131835"	"427579"	"34,25"	"94,60"	"1.180,00"	"ODR88694"	"2015-02-17"	"BVB Melding"
"ODR"	"ODR3348"	"ODR88695"	"Stal "	"Molenweg 4 4214KW Vuren"	"West Betuwe"	"131835"	"427579"	"69,00"	"312,00"	"860,00"	"ODR88694"	"2015-02-17"	"BVB Melding"
"ODR"	"ODR3349"	"ODR88701"	"Stal "	"Poelweg 4 4214KK Vuren"	"West Betuwe"	"130655"	"428376"	"1.370,40"	"0,00"	"14.800,00"	"ODR88701"	"2010-03-11"	"BVB Melding"
"ODR"	"ODR3350"	"ODR88707"	"Stal "	"Landscheiding 4 4214KM Vuren"	"West Betuwe"	"132822"	"429433"	"1.243,40"	"71,20"	"12.126,00"	"ODR88707"	"1995-10-05"	"BVB Melding"
"ODR"	"ODR3352"	"ODR20230406110816"	"Stal A"	"Zandsteeg 3 4171BH Herwijnen"	"West Betuwe"	"138527"	"426623"	"2.324,40"	"0,00"	"26.148,00"	"ODR0214129609"	"2019-11-11"	"2 Melding Behandelen"
"ODR"	"ODR3352"	"ODR20230406111526"	"Stal B"	"Zandsteeg 3 4171BH Herwijnen"	"West Betuwe"	"138468"	"426651"	"198,00"	"0,00"	"1.710,00"	"ODR0214129609"	"2019-11-11"	"2 Melding Behandelen"
"ODR"	"ODR3352"	"ODR20230406111804"	"Stal C"	"Zandsteeg 3 4171BH Herwijnen"	"West Betuwe"	"138553"	"426644"	"52,80"	"0,00"	"456,00"	"ODR0214129609"	"2019-11-11"	"2 Melding Behandelen"
"ODR"	"ODR3353"	"ODR88757"	"Stal "	"Molenstraat 7 4171CP Herwijnen"	"West Betuwe"	"137001"	"425789"	"418,10"	"1.990,40"	"8.770,00"	"ODR88757"	"2007-02-08"	"BVB Melding"
"ODR"	"ODR3355"	"ODR88775"	"Stal "	"Graaf Reinaldweg 5 4171LC Herwijnen"	"West Betuwe"	"136146"	"427067"	"849,00"	"312,00"	"9.950,00"	"ODR88775"	"1992-07-28"	"BVB Melding"
"ODR"	"ODR3358"	"ODR88813"	"Stal "	"Mert 15 4171LB Herwijnen"	"West Betuwe"	"138171"	"428458"	"468,00"	"0,00"	"5.694,00"	"ODR88813"	"1993-03-24"	"BVB Melding"
"ODR"	"ODR3359"	"ODR88831"	"Stal "	"Nieuwe Steeg 85 4171KG Herwijnen"	"West Betuwe"	"136991"	"429913"	"198,00"	"312,00"	"2.480,00"	"ODR88831"	"2005-12-05"	"BVB Melding"
"ODR"	"ODR3360"	"ODR88834"	"bedrijf"	"Nieuwe Steeg 56 4171LG Herwijnen"	"West Betuwe"	"137370"	"427394"	"1.777,70"	"908,00"	"201.592,00"	"ODR88834"	"2015-08-24"	"BVB Melding"
"ODR"	"ODR3405"	"ODR120015"	"bedrijf"	"Lingedijk 14 4171KD Herwijnen"	"West Betuwe"	"137777"	"431450"	"113,26"	"57,00"	"2.520,00"	"ODR120015"	"2012-03-20"	"BVB Melding"
"ODR"	"ODR3439"	"ODR98693"	"bedrijf"	"Dalenstraat 1 6658KS Beneden-Leeuwen"	"West Maas en Waal"	"163639"	"430682"	"777,72"	"361,10"	"10.040,00"	"ODR98693"	"1988-07-25"	"BVB Melding"
"ODR"	"ODR3440"	"ODR98694"	"bedrijf"	"Dalenstraat 2 6658KS Beneden-Leeuwen"	"West Maas en Waal"	"163680"	"430777"	"2.628,68"	"2.320,50"	"577.866,00"	"ODR98694"	"1997-03-17"	"BVB Vergunning"
"ODR"	"ODR3446"	"ODR20230510145013"	"3"	"Mosterdwal 2 6658KT Beneden-Leeuwen"	"West Maas en Waal"	"164197"	"430158"	"42,00"	"427,20"	"396,00"	"ODR0214100932"	"2018-06-22"	"2 Melding Behandelen"
"ODR"	"ODR3446"	"ODR20230510151436"	"5"	"Mosterdwal 2 6658KT Beneden-Leeuwen"	"West Maas en Waal"	"164183"	"430113"	"42,00"	"427,20"	"396,00"	"ODR0214100932"	"2018-06-22"	"2 Melding Behandelen"
"ODR"	"ODR3446"	"ODR20230510151610"	"10"	"Mosterdwal 2 6658KT Beneden-Leeuwen"	"West Maas en Waal"	"164197"	"430113"	"198,00"	"0,00"	"1.710,00"	"ODR0214100932"	"2018-06-22"	"2 Melding Behandelen"
"ODR"	"ODR3446"	"ODR20230510151745"	"19"	"Mosterdwal 2 6658KT Beneden-Leeuwen"	"West Maas en Waal"	"164218"	"430120"	"0,00"	"0,00"	"0,00"	"ODR0214100932"	"2018-06-22"	"2 Melding Behandelen"
"ODR"	"ODR3447"	"ODR98711"	"bedrijf"	"Mosterdwal 10 6658KT Beneden-Leeuwen"	"West Maas en Waal"	"165010"	"430081"	"2.061,40"	"6,80"	"24.300,00"	"ODR98711"	"2017-01-23"	"BVB Melding"
"ODR"	"ODR3453"	"ODR98730"	"bedrijf"	"Zwaanheuvelstraat 3 6657KJ Boven-Leeuwen"	"West Maas en Waal"	"165589.5"	"430690.5"	"2.697,10"	"3.070,80"	"556.867,00"	"ODR98730"	"1982-01-05"	"BVB Vergunning"
"ODR"	"ODR3454"	"ODR98731"	"bedrijf"	"Zwaanheuvelstraat 5 6657KJ Boven-Leeuwen"	"West Maas en Waal"	"165814.6"	"430712.4"	"8.200,90"	"19.030,00"	"2.444.000,00"	"ODR98731"	"2012-05-14"	"BVB Vergunning"
"ODR"	"ODR3459"	"ODR98736"	"bedrijf"	"van Heemstraweg 96 6659KG Wamel"	"West Maas en Waal"	"162171"	"431946"	"815,80"	"8.367,60"	"10.120,00"	"ODR98736"	"1998-08-26"	"BVB Vergunning"
"ODR"	"ODR3463"	"ODR98739"	"bedrijf"	"Hogeweg 3 6659AE Wamel"	"West Maas en Waal"	"162352"	"432443"	"369,00"	"69,00"	"3.999,00"	"ODR98739"	"1981-12-22"	"BVB Vergunning"
"ODR"	"ODR3467"	"ODR98747"	"bedrijf"	"Liesbroekstraat 3 6659KP Wamel"	"West Maas en Waal"	"162061"	"429091"	"228,80"	"0,00"	"1.976,00"	"ODR98747"	"2015-06-18"	"BVB Melding"
"ODR"	"ODR3468"	"ODR98748"	"bedrijf"	"Liesbroekstraat 6 6659KP Wamel"	"West Maas en Waal"	"161759"	"429023"	"213,70"	"408,60"	"3.330,00"	"ODR98748"	"1992-03-11"	"BVB Melding"
"ODR"	"ODR3485"	"ODR98648"	"bedrijf"	"Dalenweg 1 6621KV Dreumel"	"West Maas en Waal"	"159628"	"428511"	"2.791,20"	"0,00"	"26.878,00"	"ODR98648"	"1994-12-19"	"BVB Melding"
"ODR"	"ODR3488"	"ODR98653"	"bedrijf"	"van Heemstraweg 132 6621KL Dreumel"	"West Maas en Waal"	"157987"	"428005"	"1.329,60"	"10.432,00"	"70.280,00"	"ODR98653"	"1993-06-10"	"BVB Vergunning"
"ODR"	"ODR3490"	"ODR98655"	"bedrijf"	"Hogeweg 15 6621BM Dreumel"	"West Maas en Waal"	"158258"	"430088"	"513,20"	"356,00"	"5.980,00"	"ODR98655"	"2005-12-30"	"BVB Melding"
"ODR"	"ODR3498"	"ODR20230227153256"	"1"	"Nieuwstraat 26 6621KV Dreumel"	"West Maas en Waal"	"159528"	"427541"	"339,00"	"4.708,00"	"4.190,00"	"ODRODR2101343"	"2021-03-10"	"NL09 Melding Activiteit Behandelen"
"ODR"	"ODR3498"	"ODR20230227154655"	"5"	"Nieuwstraat 26 6621KV Dreumel"	"West Maas en Waal"	"159557"	"427503"	"2.112,00"	"22.014,00"	"23.520,00"	"ODRODR2101343"	"2021-03-10"	"NL09 Melding Activiteit Behandelen"
"ODR"	"ODR3502"	"ODR98672"	"bedrijf"	"Papesteeg 3 6621KW Dreumel"	"West Maas en Waal"	"160201.9"	"428334.9"	"3.016,00"	"0,00"	"28.920,00"	"ODR98672"	"2014-05-08"	"BVB Melding"
"ODR"	"ODR3503"	"ODR98674"	"bedrijf"	"Papesteeg 7 6621KW Dreumel"	"West Maas en Waal"	"160666.14"	"428525.55"	"1.992,00"	"0,00"	"21.236,00"	"ODR98674"	"2009-03-26"	"BVB Melding"
"ODR"	"ODR3504"	"ODR98675"	"bedrijf"	"Papesteeg 8 6621KW Dreumel"	"West Maas en Waal"	"161014"	"428594"	"4.454,60"	"55.672,60"	"560.193,00"	"ODR98675"	"2016-05-26"	"BVB Vergunning"
"ODR"	"ODR3505"	"ODR98676"	"bedrijf"	"Papesteeg 9 6621KW Dreumel"	"West Maas en Waal"	"160901"	"428656"	"2.454,78"	"9.394,90"	"92.729,00"	"ODR98676"	"2006-12-21"	"BVB Vergunning"
"ODR"	"ODR3513"	"ODR98689"	"bedrijf"	"Zijvond 8 6621KP Dreumel"	"West Maas en Waal"	"161160"	"429550"	"118,00"	"780,00"	"472,00"	"ODR98689"	"2014-12-30"	"BVB Melding"
"ODR"	"ODR3557"	"ODR98869"	"bedrijf"	"van Heemstraweg 117 a 6621KM Dreumel"	"West Maas en Waal"	"158638"	"429196"	"115,50"	"0,00"	"0,00"	"ODR98869"	"2000-03-14"	"BVB Vergunning"
"ODR"	"ODR3558"	"ODR123859"	"bedrijf"	"Bergsestraat 3 6627KX Maasbommel"	"West Maas en Waal"	"164140"	"426428"	"1.712,35"	"28.504,50"	"28.965,00"	"ODR123859"	"2019-02-20"	"BVB Vergunning"
"ODR"	"ODR3569"	"ODR98766"	"bedrijf"	"Heuvelstraat 19 6626BM Alphen"	"West Maas en Waal"	"160169.6"	"425550.9"	"66,70"	"397,80"	"0,00"	"ODR98766"	"2017-12-21"	"BVB Melding"
"ODR"	"ODR3577"	"ODR98865"	"bedrijf"	"Dalenstraat 6 6659KS Wamel"	"West Maas en Waal"	"162441"	"430551"	"4.468,00"	"46.071,00"	"45.780,00"	"ODR98865"	"2007-10-10"	"BVB Vergunning"
"ODR"	"ODR3590"	"ODR98756"	"bedrijf"	"Weteringstraat 2 a 6659KM Wamel"	"West Maas en Waal"	"162907.4"	"430267"	"5.689,94"	"72.459,50"	"549.381,00"	"ODR98756"	"2014-08-22"	"BVB Vergunning"
"ODR"	"ODR3591"	"ODR98758"	"bedrijf"	"Weteringstraat 6 6659KM Wamel"	"West Maas en Waal"	"161452"	"430026"	"80,00"	"780,00"	"0,00"	"ODR98758"	"1995-12-20"	"BVB Vergunning"
"ODR"	"ODR3597"	"ODR98767"	"bedrijf"	"Heuvelstraat 64 6626BP Alphen"	"West Maas en Waal"	"160133"	"425614"	"592,40"	"5.116,40"	"10.120,00"	"ODR98767"	"2014-06-16"	"BVB Vergunning"
"ODR"	"ODR3600"	"ODR98769"	"bedrijf"	"Dijkgraaf de Leeuwweg 16 6626BH Alphen"	"West Maas en Waal"	"160993.2"	"426488.7"	"422,00"	"0,00"	"4.018,00"	"ODR98769"	"2001-06-08"	"BVB Melding"
"ODR"	"ODR3603"	"ODR20230418081338"	"A"	"Lindenlaan 23 6626BK Alphen"	"West Maas en Waal"	"159975"	"426944"	"954,40"	"0,00"	"23.576,00"	"ODR0214144698"	"2020-07-22"	"2 Melding Behandelen"
"ODR"	"ODR3603"	"ODR20230418081723"	"B"	"Lindenlaan 23 6626BK Alphen"	"West Maas en Waal"	"159963"	"426979"	"258,00"	"0,00"	"6.364,00"	"ODR0214144698"	"2020-07-22"	"2 Melding Behandelen"
"ODR"	"ODR3603"	"ODR20230418081956"	"C"	"Lindenlaan 23 6626BK Alphen"	"West Maas en Waal"	"159948"	"426995"	"290,40"	"0,00"	"2.508,00"	"ODR0214144698"	"2020-07-22"	"2 Melding Behandelen"
"ODR"	"ODR3603"	"ODR20230418082120"	"F1 + F2"	"Lindenlaan 23 6626BK Alphen"	"West Maas en Waal"	"160006"	"426991"	"198,00"	"0,00"	"1.710,00"	"ODR0214144698"	"2020-07-22"	"2 Melding Behandelen"
"ODR"	"ODR3605"	"ODR98779"	"bedrijf"	"Nieuwe Schans 15 6626BC Alphen"	"West Maas en Waal"	"162777"	"427524"	"2.011,60"	"0,00"	"19.154,00"	"ODR98779"	"2010-08-10"	"BVB Melding"
"ODR"	"ODR3608"	"ODR98790"	"bedrijf"	"Heppertsestraat 39 6628AH Altforst"	"West Maas en Waal"	"167871"	"429299"	"824,00"	"0,00"	"7.892,00"	"ODR98790"	"1994-01-24"	"BVB Melding"
"ODR"	"ODR3611"	"ODR98797"	"bedrijf"	"Woerdsestraat 2 6628KA Altforst"	"West Maas en Waal"	"166857"	"429029"	"280,00"	"3.120,00"	"0,00"	"ODR98797"	"2008-04-22"	"BVB Melding"
"ODR"	"ODR3612"	"ODR98802"	"bedrijf"	"Woerdsestraat 17 6628KC Altforst"	"West Maas en Waal"	"166092"	"429224"	"880,00"	"0,00"	"8.390,00"	"ODR98802"	"2005-08-23"	"BVB Melding"
"ODR"	"ODR3625"	"ODR98827"	"bedrijf"	"den Hoedweg 2 6627KV Maasbommel"	"West Maas en Waal"	"164441"	"427228"	"1.446,20"	"213,60"	"15.722,00"	"ODR98827"	"2015-06-30"	"BVB Melding"
"ODR"	"ODR3629"	"ODR98834"	"bedrijf"	"Wolderweg 4 6627KH Maasbommel"	"West Maas en Waal"	"163595"	"428605"	"2.121,00"	"390,00"	"24.712,00"	"ODR98834"	"2004-10-13"	"BVB Vergunning"
"ODR"	"ODR3639"	"ODR119930"	"bedrijf"	"van Heemstraweg 97 6659KE Wamel"	"West Maas en Waal"	"162283"	"431711"	"6.470,00"	"0,00"	"78.428,00"	"ODR119930"	"2019-01-25"	"BVB Vergunning"
"ODR"	"ODR3646"	"ODR20201022105959"	"OV 04.12.1989"	"Molenstraat 1 6657BT Boven-Leeuwen"	"West Maas en Waal"	"0"	"0"	"1.176,00"	"0,00"	"12.300,00"	"ODR_Vee_612582782"	"1900-01-01"	""
"ODR"	"ODR3652"	"ODR98852"	"bedrijf"	"Nieuwe Weg 17 6626KS Alphen"	"West Maas en Waal"	"162683"	"427733"	"400,50"	"0,00"	"6.180,00"	"ODR98852"	"2006-04-20"	"BVB Melding"
