provincie,instellingsnaam,straatnaam,huisnummer-toevoeging,postcode,plaatsnaam,gemeentenummer,gemeentenaam,telefoonnummer,school_type,latitude,longitude
Noord-Holland,OBS De Jaargetijden,Jaargetijden,4,1109 AR,AMSTERDAM,0363,AMSTERDAM,0294450190,primary,52.30543408,5.01937804
Noord-Holland,Noorderbreedte,Vogelweg,4,1111 WD,DIEMEN,0384,DIEMEN,0207605234,primary,52.34883006,4.97386053
Noord-Holland,Brede School Weesperrijk,Fort Diemerdamstraat,73,1384 AH,WEESP,0363,AMSTERDAM,0294224048,primary,52.31697555,5.0439851
Noord-Holland,De Kersenboom,Sportlaan,2,1111 PX,DIEMEN,0384,DIEMEN,0207531123,primary,52.33751586,4.97836955
Noord-Holland,De Rank,Gabriel Metsulaan,36,1816 EP,ALKMAAR,0361,ALKMAAR,0725156218,primary,52.63459315,4.72248057
Noord-Holland,Veerkracht,Slotermeerlaan,160,1063 JW,AMSTERDAM,0363,AMSTERDAM,0206136666,primary,52.38362571,4.82178173
Noord-Holland,De Lichtlijn,Lekstraat,1,1784 VJ,DEN HELDER,0400,DEN HELDER,0223613902,primary,52.94581762,4.74496451
Noord-Holland,Floriant,Grote Buitendijk,48,1991 BZ,VELSERBROEK,0453,VELSEN,0235391688,primary,52.43872079,4.66249956
Noord-Holland,Bos en Lommerschool,Meimorgenstraat,2,1061 BN,AMSTERDAM,0363,AMSTERDAM,0206862518,primary,52.37903452,4.84002579
Noord-Holland,Basisschool Westerpark,Van Hogendorpplein,11,1051 AX,AMSTERDAM,0363,AMSTERDAM,0206860144,primary,52.38488793,4.87703452
Noord-Holland,Joop Westerweel School,Balboaplein,44,1057 VS,AMSTERDAM,0363,AMSTERDAM,0206125539,primary,52.36886108,4.8561925
Noord-Holland,Corantijn,Corantijnstraat,4,1058 DD,AMSTERDAM,0363,AMSTERDAM,0206184430,primary,52.36192082,4.85111693
Noord-Holland,Brede School De kinkerbuurt,Borgerstraat,109,1053 PE,AMSTERDAM,0363,AMSTERDAM,0206120177,primary,52.36466138,4.86575659
Noord-Holland,Rosa Boekdrukker,Vancouverstraat,3,1056 DT,AMSTERDAM,0363,AMSTERDAM,0206128000,primary,52.3731714,4.85534793
Noord-Holland,Basisschool Het Winterkoninkje 2e Montessori-School,Hasebroekstraat,113,1053 CS,AMSTERDAM,0363,AMSTERDAM,0206188563,primary,52.36500295,4.86170036
Noord-Holland,Basisschool De Meidoorn 10e Montessori-School,Chassestraat,59,1057 JA,AMSTERDAM,0363,AMSTERDAM,0206160106,primary,52.36905503,4.86138806
Noord-Holland,De Vindplaats,Jan den Haenstraat,41,1055 WC,AMSTERDAM,0363,AMSTERDAM,0206122266,primary,52.37925113,4.86043737
Noord-Holland,Basisschool Annie M G Schmidt,Pieter Langendijkstraat,44,1054 ZB,AMSTERDAM,0363,AMSTERDAM,0206182988,primary,52.36036036,4.86059559
Noord-Holland,De Waterkant,Bilderdijkpark,18,1052 SC,AMSTERDAM,0363,AMSTERDAM,0206120122,primary,52.37166373,4.86800905
Noord-Holland,Openbare Basisschool Multatuli-School,Sara Burgerhartstraat,5,1055 KV,AMSTERDAM,0363,AMSTERDAM,0206841740,primary,52.38278283,4.84818249
Noord-Holland,De Zeeheld,Roggeveenstraat,14,1013 PV,AMSTERDAM,0363,AMSTERDAM,0203445060,primary,52.38988189,4.88681946
Noord-Holland,Brede School De Spaarndammerhout,Revaleiland,1-B,1014 ZG,AMSTERDAM,0363,AMSTERDAM,0206829114,primary,52.39306748,4.87884881
Noord-Holland,Tijl Uilenspiegel,Tijl Uilenspiegelstraat,11,1055 CK,AMSTERDAM,0363,AMSTERDAM,0206843954,primary,52.37790194,4.84947348
Noord-Holland,IKC Nelson Mandela,Kortvoort,61-E,1104 NA,AMSTERDAM,0363,AMSTERDAM,0206907305,primary,52.31509885,4.97141579
Noord-Holland,Polsstok,EGoli,2,1103 AC,AMSTERDAM,0363,AMSTERDAM,0206951360,primary,52.32246493,4.96022869
Noord-Holland,Oecumenische Basisschool Achtsprong,Huntum,14,1102 JA,AMSTERDAM,0363,AMSTERDAM,0206967257,primary,52.30881631,4.95994224
Noord-Holland,Knotwilg,Vreeswijkpad,5,1106 DV,AMSTERDAM,0363,AMSTERDAM,0206973510,primary,52.29762799,4.98475432
Noord-Holland,Samenspel,Kantershof,636,1104 HJ,AMSTERDAM,0363,AMSTERDAM,0204165195,primary,52.31921043,4.98563333
Noord-Holland,Klaverblad,Darlingstraat,1,1102 MX,AMSTERDAM,0363,AMSTERDAM,0206950062,primary,52.31976822,4.94979199
Noord-Holland,Mobiel,Reigersbos,313,1107 EZ,AMSTERDAM,0363,AMSTERDAM,0206973735,primary,52.29401966,4.97574659
Noord-Holland,De Blauwe Lijn,Kortvoort,61,1104 NA,AMSTERDAM,0363,AMSTERDAM,0206907360,primary,52.31508971,4.97137188
Noord-Holland,IKC De Brink,Mijehof,302,1106 HW,AMSTERDAM,0363,AMSTERDAM,0206972685,primary,52.30066562,4.96919045
Noord-Holland,Bijlmerhorst,EGoli,12,1103 AC,AMSTERDAM,0363,AMSTERDAM,0206908186,primary,52.32326354,4.95986898
Noord-Holland,Openbare basisschool Wereldwijs,Geerdinkhof,696,1103 RP,AMSTERDAM,0363,AMSTERDAM,0206981078,primary,52.32484161,4.98178328
Noord-Holland,Holendrecht,Holendrechtplein,40,1106 LP,AMSTERDAM,0363,AMSTERDAM,0204531549,primary,52.29912411,4.965364
Noord-Holland,IKC Brasa,Leksmondplein,31,1108 EL,AMSTERDAM,0363,AMSTERDAM,0206964563,primary,52.30880347,4.98062456
Noord-Holland,De Rozemarn,Huntum,16,1102 JA,AMSTERDAM,0363,AMSTERDAM,0206965752,primary,52.309236,4.96100463
Noord-Holland,De Schakel,Alexander Dumaslaan,9,1102 WD,AMSTERDAM,0363,AMSTERDAM,0206906577,primary,52.32367433,4.94208719
Noord-Holland,De Tamboerijn,Reigersbos,301,1107 EZ,AMSTERDAM,0363,AMSTERDAM,0204528156,primary,52.294348,4.97712145
Noord-Holland,IKC Metropool,Hogehilweg,10,1101 CC,AMSTERDAM,0363,AMSTERDAM,0202250037,primary,52.30594969,4.94669273
Noord-Holland,De Windvaan,Hogerbeetsstraat,14,1624 XJ,HOORN NH,0405,HOORN,0229216526,primary,52.64945486,5.06048142
Noord-Holland,Universum,Orionstraat,135,1622 BR,HOORN NH,0405,HOORN,0229217169,primary,52.64105528,5.03783318
Noord-Holland,De Zonnewyzer,Het Gangwerk,58,1622 HC,HOORN NH,0405,HOORN,0229218330,primary,52.63964266,5.03224487
Noord-Holland,OBS KlimOp,Akkerwinde,74,1689 NW,ZWAAG,0405,HOORN,0229230989,primary,52.66751639,5.04718266
Noord-Holland,Het Ooievaarsnest,Kalbstraat,1,1689 EB,ZWAAG,0405,HOORN,0229237330,primary,52.66530902,5.06876285
Noord-Holland,Basisschool De Bussel,James Grievelaan,23-A,1695 HZ,BLOKKER,0405,HOORN,0229233532,primary,52.66150264,5.08763599
Noord-Holland,Openbare Montessorischool,Gravenstraat,19,1621 CR,HOORN NH,0405,HOORN,0229214284,primary,52.6413739,5.06198429
Noord-Holland,Openbare Basisschool de Klipper,Dubloen,98,1628 RV,HOORN NH,0405,HOORN,0229291919,primary,52.6487276,5.09408231
Noord-Holland,Aldoende,Tweede Boerhaavestraat,22,1091 AN,AMSTERDAM,0363,AMSTERDAM,0206652663,primary,52.35889407,4.91122924
Noord-Holland,Openbare Basisschool De Kaap,Christiaan de Wetstraat,23,1091 NG,AMSTERDAM,0363,AMSTERDAM,0206939375,primary,52.35446737,4.91905626
Noord-Holland,Openbare Basisschool De Dapper,Pieter Nieuwlandstraat,3,1093 XG,AMSTERDAM,0363,AMSTERDAM,0206939100,primary,52.36149669,4.92616097
Noord-Holland,Flevoparkschool,Soembawastraat,61,1095 VX,AMSTERDAM,0363,AMSTERDAM,0206942591,primary,52.36355994,4.94396273
Noord-Holland,Basisschool D Pinksterbloem 4e Montessori-School,Weesperzijde,57,1091 EG,AMSTERDAM,0363,AMSTERDAM,0206941189,primary,52.35474853,4.90845543
Noord-Holland,5e Montessorischool Watergraafsmeer,Herschelstraat,4,1098 JA,AMSTERDAM,0363,AMSTERDAM,0206946208,primary,52.35432621,4.93830105
Noord-Holland,Brede Daltonschool De Meer,Van 't Hofflaan,50,1097 EP,AMSTERDAM,0363,AMSTERDAM,0206945700,primary,52.34712379,4.93367465
Noord-Holland,De Indische Buurt School,Bankastraat,18,1094 ED,AMSTERDAM,0363,AMSTERDAM,0206650252,primary,52.36472212,4.93283702
Noord-Holland,De Kraal,Paradijsplein,2,1093 NJ,AMSTERDAM,0363,AMSTERDAM,0206941138,primary,52.35755564,4.9319856
Noord-Holland,Montessorischool Op de Kade,Borneokade,103,1019 KZ,AMSTERDAM,0363,AMSTERDAM,0206922542,primary,52.37050696,4.93906239
Noord-Holland,De Kleine Kapitein,Cruquiusweg,88,1019 AJ,AMSTERDAM,0363,AMSTERDAM,0204198983,primary,52.36823708,4.94916042
Noord-Holland,Openbare basisschool Steigereiland,John Hadleystraat,4,1086 WB,AMSTERDAM,0363,AMSTERDAM,0204161677,primary,52.36099163,4.98220175
Noord-Holland,Laterna Magica,Eva Besnyostraat,491,1087 LG,AMSTERDAM,0363,AMSTERDAM,0204161911,primary,52.35008821,5.00795852
Noord-Holland,.Kindcentrum De Optimist,Faas Wilkesstraat,451,1095 MD,AMSTERDAM,0363,AMSTERDAM,0203039559,primary,52.37238837,4.96997527
Noord-Holland,De Amstel,Welnastraat,845,1096 GJ,AMSTERDAM,0363,AMSTERDAM,0203706705,primary,52.33972138,4.91879664
Noord-Holland,De Schatkaart,Srefidensiplein,419,1087 VE,AMSTERDAM,0363,AMSTERDAM,0202184371,primary,52.35195548,5.01417386
Noord-Holland,Notenkraker,Theophile de Bockstraat,100-D,1058 VC,AMSTERDAM,0363,AMSTERDAM,0206178128,primary,52.35516343,4.84619876
Noord-Holland,Dr E Boekman,Korte Lepelstraat,81,1018 ZA,AMSTERDAM,0363,AMSTERDAM,0206229785,primary,52.36352663,4.90996099
Noord-Holland,Burght,Herengracht,34,1015 BL,AMSTERDAM,0363,AMSTERDAM,0206246947,primary,52.37823442,4.89097523
Noord-Holland,Pieter Bakkumschool Daltonschool,Willem Witsenstraat,10,1077 AZ,AMSTERDAM,0363,AMSTERDAM,0206736925,primary,52.35142264,4.86990439
Noord-Holland,Kindcentrum Sarphati,Van Ostadestraat,203,1073 TN,AMSTERDAM,0363,AMSTERDAM,0206624480,primary,52.35311304,4.89753799
Noord-Holland,Dongeschool,Dintelstraat,5-7,1078 VN,AMSTERDAM,0363,AMSTERDAM,0206641288,primary,52.3457439,4.89340741
Noord-Holland,Merkelbach,Arent Janszoon Ernststr,128,1082 LP,AMSTERDAM,0363,AMSTERDAM,0206428845,primary,52.33270818,4.87775145
Noord-Holland,Basisschool De Wielewaal 1e Montessori-School,Corellistraat,1,1077 HA,AMSTERDAM,0363,AMSTERDAM,0206736193,primary,52.34928946,4.87957186
Noord-Holland,Basisschool Anne Frank 6e Montessori-School,Niersstraat,41,1078 VJ,AMSTERDAM,0363,AMSTERDAM,0206640482,primary,52.34280737,4.8939977
Noord-Holland,Openbare Basisschool Jordaan,Elandsstraat,99,1016 RX,AMSTERDAM,0363,AMSTERDAM,0206239900,primary,52.37045248,4.8809449
Noord-Holland,Nicolaas Maes,Nicolaas Maesstraat,124-126,1071 RH,AMSTERDAM,0363,AMSTERDAM,0208201124,primary,52.35401878,4.87580416
Noord-Holland,De Witte Olifant,Nieuwe Uilenburgerstraat,96,1011 LX,AMSTERDAM,0363,AMSTERDAM,0206245000,primary,52.3702799,4.9041764
Noord-Holland,Basisschool Oscar Carre,1e Jan vd Heijdenstr,161,1072 TS,AMSTERDAM,0363,AMSTERDAM,0206799402,primary,52.35386784,4.89317024
Noord-Holland,Olympia,Stadionkade,113,1076 BN,AMSTERDAM,0363,AMSTERDAM,0204712265,primary,52.34304068,4.86256201
Noord-Holland,Theo Thijssen,Anjeliersstraat,157,1015 NG,AMSTERDAM,0363,AMSTERDAM,0206266674,primary,52.37712921,4.88067777
Noord-Holland,Basisschool Oostelijke Eilanden,Kraijenhoffstraat,10,1018 RK,AMSTERDAM,0363,AMSTERDAM,0206391045,primary,52.36851702,4.92871628
Noord-Holland,Kindercampus Zuidas,N en Lili Boulangerplnts,700,1083 HT,AMSTERDAM,0363,AMSTERDAM,0207230788,primary,52.33570455,4.88064176
Noord-Holland,15e Montessorischool Maas en Waal,Uiterwaardenstraat,544,1079 AZ,AMSTERDAM,0363,AMSTERDAM,0206447173,primary,52.34350851,4.90053487
Noord-Holland,Basisschool De Kleine Nicolaas,Cornelis Krusemanstraat,10,1075 NL,AMSTERDAM,0363,AMSTERDAM,0208204438,primary,52.35154638,4.86329809
Noord-Holland,Openbare Basisschool De Dorpsakker,Brandakkerstraat,4,1566 XD,ASSENDELFT,0479,ZAANSTAD,0756874208,primary,52.46843622,4.74718561
Noord-Holland,Openbare Basisschool Het Eiland,P.A. van Meverstraat,1,1507 XE,ZAANDAM,0479,ZAANSTAD,0756354699,primary,52.44806888,4.80078773
Noord-Holland,Openbare Basisschool De Watermolen,Molenwerf,3,1541 WR,KOOG AAN DE ZAAN,0479,ZAANSTAD,0756352239,primary,52.45876652,4.79945293
Noord-Holland,Openbare Basisschool De Overhaal,Krommeniedijk,13,1562 GH,KROMMENIE,0479,ZAANSTAD,0756211463,primary,52.51441696,4.76755629
Noord-Holland,Openbare Basisschool De Komeet,Jupiterstraat,141,1562 WP,KROMMENIE,0479,ZAANSTAD,0756283240,primary,52.50024529,4.75341096
Noord-Holland,Openbare Basisschool De Kroosduiker,Torenstraat,5,1551 BK,WESTZAAN,0479,ZAANSTAD,0756285761,primary,52.4633052,4.77111233
Noord-Holland,Openbare Basisschool Theo Thijssen,Piet Kuiperlaan,3,1525 PK,WESTKNOLLENDAM,0479,ZAANSTAD,0756287958,primary,52.51363405,4.78481777
Noord-Holland,Openbare Basisschool De Pionier,Kerkstraat,52,1521 JP,WORMERVEER,0479,ZAANSTAD,0756283845,primary,52.49565398,4.78737476
Noord-Holland,Openbare Basisschool De Jagersplas,Brasemermeer,23-B,1509 GE,ZAANDAM,0479,ZAANSTAD,0756156194,primary,52.46938386,4.83949933
Noord-Holland,Openbare Basisschool Over De Brug,Boerenpad,22,1506 HK,ZAANDAM,0479,ZAANSTAD,0756166169,primary,52.44941208,4.81821598
Noord-Holland,De Kernschool,Wibautstraat,73,1505 CB,ZAANDAM,0479,ZAANSTAD,0756312616,primary,52.43422514,4.83965978
Noord-Holland,Openbare Basisschool De Spiegel,Brikstraat,6,1503 BK,ZAANDAM,0479,ZAANSTAD,0756164781,primary,52.44566409,4.84721496
Noord-Holland,Openbare Basisschool Kogerveld,Perzikkruidweg,4,1508 AW,ZAANDAM,0479,ZAANSTAD,0756160814,primary,52.45823741,4.83137353
Noord-Holland,Openbare Basisschool De Dijk,Adriaan Roggestraat,48,1507 BE,ZAANDAM,0479,ZAANSTAD,0756171772,primary,52.43389472,4.80954123
Noord-Holland,Openbare Basisschool De Voorzaan,Baltischestraat,25,1506 NM,ZAANDAM,0479,ZAANSTAD,0756166349,primary,52.42836358,4.83158682
Noord-Holland,Openbare Basisschool Herman Gorter,D. Doniastraat,18,1501 TX,ZAANDAM,0479,ZAANSTAD,0344634948,primary,52.43666563,4.83296791
Noord-Holland,Openbare Basisschool Et Buut,Anna de Waalstraat,17,1506 WW,ZAANDAM,0479,ZAANSTAD,0756165701,primary,52.44326982,4.81417887
Noord-Holland,Openbare Basisschool De Zoeker,Fortuinweg,12,1544 VX,ZAANDIJK,0479,ZAANSTAD,0756287146,primary,52.47442428,4.79611107
Noord-Holland,Openbare basisschool De Meander,Parkrijklaan,121-D,1567 HD,ASSENDELFT,0479,ZAANSTAD,0756216617,primary,52.48831646,4.75046074
Noord-Holland,Openbare basisschool De Delta,Kreekrijklaan,4,1567 LP,ASSENDELFT,0479,ZAANSTAD,0757717980,primary,52.49596085,4.7491474
Noord-Holland,Openbare Basisschool Bos en Vaart,Florapark,14,2012 HK,HAARLEM,0392,HAARLEM,0235325625,primary,52.37217162,4.62599012
Noord-Holland,Openbare Basisschool De Kring/Hannie Schaft School,Parklaan,108,2011 KZ,HAARLEM,0392,HAARLEM,0235310428,primary,52.38545398,4.64260486
Noord-Holland,Openbare Basisschool De Cirkel,Atjehstraat,35-A,2022 BL,HAARLEM,0392,HAARLEM,0235254380,primary,52.39729821,4.64693885
Noord-Holland,Openbare Basisschool Ter Cleeff,Santpoorterplein,28,2023 DN,HAARLEM,0392,HAARLEM,0235261492,primary,52.39509757,4.63058343
Noord-Holland,Openbare Basisschool De Wilgenhoek,Wilgenstraat,81,2023 NN,HAARLEM,0392,HAARLEM,0235252369,primary,52.40318737,4.63229154
Noord-Holland,Openbare Basisschool Beatrix,Blinkertpad,3,2015 EX,HAARLEM,0392,HAARLEM,0235242255,primary,52.38482315,4.60954959
Noord-Holland,Openbare Basisschool De Dolfijn,Gijsbrecht v Aemstelstr,118,2026 VJ,HAARLEM,0392,HAARLEM,0235374787,primary,52.41795921,4.65300174
Noord-Holland,Openbare Basisschool De Zonnewijzer,Planetenlaan,9,2024 EN,HAARLEM,0392,HAARLEM,0235255519,primary,52.40691096,4.64210502
Noord-Holland,Openbare Basisschool De Zuidwester,Ohmstraat,2,2014 EB,HAARLEM,0392,HAARLEM,0235442424,primary,52.36967688,4.60996512
Noord-Holland,OBS M.L. King,Van Zeggelenplein,31-A,2032 KA,HAARLEM,0392,HAARLEM,0235352279,primary,52.37884207,4.65866612
Noord-Holland,Basisschool Camelot,Vrijheidsweg,84,2033 CE,HAARLEM,0392,HAARLEM,0235333516,primary,52.37696232,4.66934826
Noord-Holland,OBS De Globe,Semmelweisstraat,5,2035 CT,HAARLEM,0392,HAARLEM,0235330297,primary,52.36388533,4.66032362
Noord-Holland,De Molenwiek Dalton,Betuwelaan,2,2036 GV,HAARLEM,0392,HAARLEM,0235336213,primary,52.34937148,4.65361083
Noord-Holland,Openbare Basisschool De Spaarneschool,Kerklaan,37-C,2063 JK,SPAARNDAM GEM. HAARLEM,0392,HAARLEM,0235371720,primary,52.41269137,4.6762543
Noord-Holland,Openbare Basisschool De Peppelaer,Leidseplein,33,2013 PW,HAARLEM,0392,HAARLEM,0235510422,primary,52.38000022,4.62414361
Noord-Holland,Basisschool De Zevensprong,Sint-Hubertpad,6,1066 HN,AMSTERDAM,0363,AMSTERDAM,0204081571,primary,52.34426328,4.81789126
Noord-Holland,Het Gein,Cornelis Aarnoutsstraat,80,1106 ZG,AMSTERDAM,0363,AMSTERDAM,0206974522,primary,52.29877167,4.99348511
Noord-Holland,Piet Hein,Oostelijke Handelskade,6,1019 BM,AMSTERDAM,0363,AMSTERDAM,0204195242,primary,52.37486182,4.9309122
Noord-Holland,De Zuiderzee,Brigantijnkade,51,1086 VB,AMSTERDAM,0363,AMSTERDAM,0204165862,primary,52.36274288,4.98752576
Noord-Holland,abbs Elzenhagen,N. Lansdorpstraat,2,1022 KB,AMSTERDAM,0363,AMSTERDAM,0206373848,primary,52.40494427,4.92991062
Noord-Holland,Basisschool Comenius,Celebesstraat,7,1782 TC,DEN HELDER,0400,DEN HELDER,0223613864,primary,52.95763258,4.74973175
Noord-Holland,Prinses Margriet School,Weth W de Boerstraat,8,1788 AT,JULIANADORP,0400,DEN HELDER,0223690081,primary,52.89633275,4.75036034
Noord-Holland,De Kluft,Javastraat,23,1782 DA,DEN HELDER,0400,DEN HELDER,0223613681,primary,52.95730473,4.75179099
Noord-Holland,De Dijk,Heiligharn,424,1785 SX,DEN HELDER,0400,DEN HELDER,0223660846,primary,52.93388664,4.77348158
Noord-Holland,Dr. J.P. Thijsse,Stakman Bossestraat,39,1781 SW,DEN HELDER,0400,DEN HELDER,0223613772,primary,52.95379989,4.76937318
Noord-Holland,IKC Haven48,Californiestraat,48,1781 GN,DEN HELDER,0400,DEN HELDER,0223615398,primary,52.95968254,4.7659052
Noord-Holland,Meerwerf basisschool Duynvaerder,IJsselmeerstraat,90,1784 MA,DEN HELDER,0400,DEN HELDER,0223660796,primary,52.93730831,4.74793945
Noord-Holland,Basisschool De Vloedlijn,Drooghe Bol,1005,1788 VA,JULIANADORP,0400,DEN HELDER,0223690079,primary,52.8851418,4.74249065
Noord-Holland,Openbare Basisschool Jules Verne,Tochtwaard,12,1824 EZ,ALKMAAR,0361,ALKMAAR,0725610095,primary,52.64203789,4.75209311
Noord-Holland,Openbare Basisschool Liereland,Toscanestraat,4,1827 DM,ALKMAAR,0361,ALKMAAR,0725621672,primary,52.66500243,4.76112052
Noord-Holland,Openbare Basisschool De Fontein,Heilooerdijk,136,1814 LS,ALKMAAR,0361,ALKMAAR,0725115900,primary,52.61895455,4.74261423
Noord-Holland,Openbare Basisschool De Zes Wielen,Munnikenweg,18,1823 DC,ALKMAAR,0361,ALKMAAR,0725110291,primary,52.6373487,4.76468508
Noord-Holland,Openbare Basisschool De Vlieger,Sneeuwgansstraat,18,1826 GP,ALKMAAR,0361,ALKMAAR,0725615499,primary,52.65980232,4.76399311
Noord-Holland,Openbare Basisschool De Sterrenwachter,Stempelmakerstraat,19,1825 DP,ALKMAAR,0361,ALKMAAR,0725613233,primary,52.65260565,4.74734421
Noord-Holland,Openbare Basisschool Zandloper,Schoolstraat,15,1831 CC,KOEDIJK,0361,ALKMAAR,0725614496,primary,52.67487796,4.75201311
Noord-Holland,Openbare Basisschool De Kennemerpoort,Hofdijkstraat,12,1814 EC,ALKMAAR,0361,ALKMAAR,0725116997,primary,52.62811472,4.74406321
Noord-Holland,Openbare Basisschool Nicolaas Beets,Beethovensingel,17,1817 HJ,ALKMAAR,0361,ALKMAAR,0725116934,primary,52.64167924,4.7340767
Noord-Holland,Openbare Basisschool de Cocon,Pater Schiphorststraat,1,1827 NJ,ALKMAAR,0361,ALKMAAR,0725614336,primary,52.67228668,4.76641152
Noord-Holland,OBS IJplein,Gedempte Insteekhaven,85,1021 RA,AMSTERDAM,0363,AMSTERDAM,0206341046,primary,52.38160622,4.9135264
Noord-Holland,De Weidevogel,Dorpsweg Ransdorp,31,1028 BK,AMSTERDAM,0363,AMSTERDAM,0204904415,primary,52.39238131,4.99429945
Noord-Holland,De Buikslotermeer,Breedveld,7,1025 PZ,AMSTERDAM,0363,AMSTERDAM,0206371265,primary,52.39625317,4.93579022
Noord-Holland,De Poolster,Plejadenplein,40,1033 VL,AMSTERDAM,0363,AMSTERDAM,0206315870,primary,52.41319943,4.88628291
Noord-Holland,Fusieschool De Vier Windstreken / Zeven zeeën,Parlevinker,11,1034 PX,AMSTERDAM,0363,AMSTERDAM,0206313592,primary,52.41099324,4.92194235
Noord-Holland,Montessorischool Boven 't IJ,Kampina,5,1025 DD,AMSTERDAM,0363,AMSTERDAM,0206371194,primary,52.40339675,4.94011114
Noord-Holland,Montessorischool Azalea,Azaleastraat,19,1032 BT,AMSTERDAM,0363,AMSTERDAM,0206341726,primary,52.39536813,4.91622958
Noord-Holland,OBS Twiske,Pandorinastraat,7-A,1035 VR,AMSTERDAM,0363,AMSTERDAM,0206312540,primary,52.41901116,4.90201343
Noord-Holland,Blijhaven,Papaverweg,259,1032 KE,AMSTERDAM,0363,AMSTERDAM,0206368100,primary,52.39874752,4.89823002
Noord-Holland,IJdoorn-School,Alkmaarstraat,14,1024 TT,AMSTERDAM,0363,AMSTERDAM,0206363914,primary,52.39501141,4.95053518
Noord-Holland,Montessori Kindcentrum Oostzanerwerf,Molenwijk,8,1035 EE,AMSTERDAM,0363,AMSTERDAM,0206311560,primary,52.41986804,4.89189038
Noord-Holland,OBS NoordRijk IKC,Braeburnstraat,1,1036 LD,AMSTERDAM,0363,AMSTERDAM,0203372192,primary,52.40800966,4.90337729
Noord-Holland,IKC Overhoeks,Grasweg,3,1031 HW,AMSTERDAM,0363,AMSTERDAM,0206304770,primary,52.38822396,4.90312768
Noord-Holland,Kindercampus Mokum,J.H. Hisgenpad,394,1025 WK,AMSTERDAM,0363,AMSTERDAM,0202250034,primary,52.40014874,4.9259952
Noord-Holland,Rooms Katholieke basisschool St. Willibrordus,Hoofdweg,2034,2158 MC,BUITENKAAG,0394,HAARLEMMERMEER,0252544308,primary,52.22020809,4.55923972
Noord-Holland,Integraal Kindcentrum De Lente,Langerak,42,2157 PG,ABBENES,0394,HAARLEMMERMEER,0252544359,primary,52.23738935,4.59092006
Noord-Holland,Christelijke Basisschool Oranje Nassau,Burg Amersfoordtlaan,61,1171 DM,BADHOEVEDORP,0394,HAARLEMMERMEER,0204491111,primary,52.33900163,4.78546938
Noord-Holland,Rooms Katholieke Basisschool Klimop,Burgemeester Pabstlaan,5,2132 XE,HOOFDDORP,0394,HAARLEMMERMEER,0235613216,primary,52.30558262,4.69887844
Noord-Holland,Interconfessionele Basisschool De Caleidoscoop,Hammarskjoldstraat,236,2131 VN,HOOFDDORP,0394,HAARLEMMERMEER,0235614777,primary,52.30050299,4.67804019
Noord-Holland,IKC Wereldwijs,Graan voor Visch,14402,2132 VH,HOOFDDORP,0394,HAARLEMMERMEER,0235615029,primary,52.29522181,4.69149761
Noord-Holland,Rooms Katholieke Basisschool Klippeholm,Skagerrak,184,2133 DW,HOOFDDORP,0394,HAARLEMMERMEER,0235611502,primary,52.30859126,4.6709267
Noord-Holland,IKC Braambos,Waddenweg,83,2134 XL,HOOFDDORP,0394,HAARLEMMERMEER,0235577663,primary,52.31741813,4.64943152
Noord-Holland,Rooms Katholieke Basisschool de Bosbouwers,Liesbos,12,2134 SB,HOOFDDORP,0394,HAARLEMMERMEER,0235553290,primary,52.31802185,4.65653074
Noord-Holland,Christelijke Basisschool Vesterhavet,Skagerrak,170,2133 DW,HOOFDDORP,0394,HAARLEMMERMEER,0235611503,primary,52.30859208,4.67261045
Noord-Holland,Kindcentrum Natuurlijk!,Van den Berghlaan,82,2132 AV,HOOFDDORP,0394,HAARLEMMERMEER,0235653280,primary,52.30392899,4.70263813
Noord-Holland,Interconfessionele Basisschool De Vredeburg,Schuilenburg,88,2135 GM,HOOFDDORP,0394,HAARLEMMERMEER,0235617654,primary,52.30434456,4.6582831
Noord-Holland,ICBS De Bloesem,Femina Mullerstraat,74,2135 MS,HOOFDDORP,0394,HAARLEMMERMEER,0235622855,primary,52.29639402,4.67150676
Noord-Holland,Buitenplaats Nassaupark,Femina Mullerstraat,177,2135 MH,HOOFDDORP,0394,HAARLEMMERMEER,0681024176,primary,52.29692476,4.67160184
Noord-Holland,Klavertje vier,Dussenstraat,38,2134 DL,HOOFDDORP,0394,HAARLEMMERMEER,0235619050,primary,52.30579323,4.63990644
Noord-Holland,Christelijke Basisschool De Brandaris,Dussenstraat,34,2134 DL,HOOFDDORP,0394,HAARLEMMERMEER,0235618610,primary,52.30611835,4.64040103
Noord-Holland,IBS Elif Zuid,Winterdijkstraat,10,1079 GT,AMSTERDAM,0363,AMSTERDAM,0203620889,primary,52.34369244,4.90374664
Noord-Holland,IBS Elif Noord,Banneplein,111,1034 DN,AMSTERDAM,0363,AMSTERDAM,0203038318,primary,52.40674308,4.91664736
Noord-Holland,IBS Elif Amstelveen,Schweitzerlaan,6,1187 JD,AMSTELVEEN,0362,AMSTELVEEN,0207300952,primary,52.28534137,4.82176614
Noord-Holland,IBS Elif Zaandam,Jachtenlaan,9,1503 HS,ZAANDAM,0479,ZAANSTAD, ,primary,52.44654204,4.83468286
Noord-Holland,School of Understanding,Pandora,4-A-5,1183 KK,AMSTELVEEN,0362,AMSTELVEEN,0202201900,primary,52.30207026,4.87962072
Noord-Holland,De Eigen Wijs,De Balk,2-A,1531 PS,WORMER,0880,WORMERLAND,0752073001,primary,52.49126024,4.80788249
