PROVINCIE,INSTELLINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,TELEFOONNUMMER,school_type
Zuid-Holland,Rooms Katholieke Basisschool De Bronckhorst,Bronckhorststraat,32,2201 KW,NOORDWIJK ZH,0575,NOORDWIJK,0713613441,primary
Zuid-Holland,Rooms Katholieke Basisschool De Giraf,Guido Gezellelaan,3,2182 WB,HILLEGOM,0534,HILLEGOM,0252519097,primary
Zuid-Holland,Basisschool De Klarinet,Handelstraat,34-36,2162 AG,LISSE,0553,LISSE,0252414408,primary
Zuid-Holland,Johannesschool,Mariastraat,30,2181 CT,HILLEGOM,0534,HILLEGOM,0252517938,primary
Zuid-Holland,Kindercampus Joseph,Achterweg,7-7A,2161 GA,LISSE,0553,LISSE,0252414416,primary
Zuid-Holland,IKC Vossepark,Weerlaan,22,2181 HH,HILLEGOM,0534,HILLEGOM,0252518353,primary
Zuid-Holland,Basisschool Sint Willibrordusschool,Oranjelaan,96,2161 KH,LISSE,0553,LISSE,0252414101,primary
Zuid-Holland,Basisschool de Overplaats,Willibrorduslaan,71,2171 VB,SASSENHEIM,1525,TEYLINGEN,0252223080,primary
Zuid-Holland,Kind Centrum Op Zee,Hoogwakersbosstraat,22,2202 SP,NOORDWIJK ZH,0575,NOORDWIJK,0713611314,primary
Zuid-Holland,Rooms Katholieke Basisschool de Springplank,Kagerplein,30,2172 EA,SASSENHEIM,1525,TEYLINGEN,0252223184,primary
Zuid-Holland,Het Sterrenwerk,Knorrenburgerlaan,2,2171 AZ,SASSENHEIM,1525,TEYLINGEN,0252223113,primary
Zuid-Holland,Basisschool Hoffenne,Invaltij,17,2201 WN,NOORDWIJK ZH,0575,NOORDWIJK,0713614091,primary
Zuid-Holland,Rooms Katholieke Basisschool De Egelantier,Hafkenscheidtlaan,2,2191 BP,DE ZILK,0575,NOORDWIJK,0252520787,primary
Zuid-Holland,Rooms Katholieke Basisschool Prinsenhof,Langevelderweg,27-A,2211 AB,NOORDWIJKERHOUT,0575,NOORDWIJK,0252372445,primary
Zuid-Holland,Rooms Katholieke Basisschool St Victor,Pilarenlaan,33,2211 LH,NOORDWIJKERHOUT,0575,NOORDWIJK,0252372699,primary
Zuid-Holland,Rooms Kahtolieke Basisschool De Startbaan,Smirnoffstraat,15,2171 NZ,SASSENHEIM,1525,TEYLINGEN,0252232875,primary
Zuid-Holland,Protestants Christelijke Basisschool De Regenboog,Distelweg,60,2215 DZ,VOORHOUT,1525,TEYLINGEN,0252233307,primary
Zuid-Holland,Rooms Katholieke Basisschool Emmaus,Bonekruidstraat,11,2215 BG,VOORHOUT,1525,TEYLINGEN,0252223313,primary
Zuid-Holland,RKBS De Kiem,Schoolplein,1,2371 EK,ROELOFARENDSVEEN,1884,KAAG EN BRAASSEM,0713314359,primary
Zuid-Holland,Elckerlyc,Rembrandt van Rijnsingel,19,2371 RE,ROELOFARENDSVEEN,1884,KAAG EN BRAASSEM,0713312735,primary
Zuid-Holland,Basisschool De Kinderbrug,Oud Adeselaan,50,2375 XE,RIJPWETERING,1884,KAAG EN BRAASSEM,0715018421,primary
Zuid-Holland,Rooms Katholiek Basisschool de Roelevaer,Lupinestraat,2,2371 NK,ROELOFARENDSVEEN,1884,KAAG EN BRAASSEM,0713313632,primary
Zuid-Holland,Basisschool De Klimboom,Rembrandt van Rijnsingel,17,2371 RE,ROELOFARENDSVEEN,1884,KAAG EN BRAASSEM,0713313039,primary
Zuid-Holland,RKB Sint Antonius,Anemonenstraat,1,2431 XB,NOORDEN,0569,NIEUWKOOP,0172408257,primary
Zuid-Holland,Samenwerkingsschool De Veenvogel,Hazeweg,3,2441 AD,NIEUWVEEN,0569,NIEUWKOOP,0172538854,primary
Zuid-Holland,Daltonschool De Diamant,Vrijenhoek,29,2435 XV,ZEVENHOVEN,0569,NIEUWKOOP,0172538237,primary
Zuid-Holland,Samenwerkingsschool De Wereldweide,Cornelis Kempenaarlaan,2-4,2481 XB,WOUBRUGGE,1884,KAAG EN BRAASSEM,0172518371,primary
Zuid-Holland,KB Aeresteijn,Sportlaan,19-21,2461 NK,TER AAR,0569,NIEUWKOOP,0172602548,primary
Zuid-Holland,IKC De Lei,Larikslaan,2,2451 BV,LEIMUIDEN,1884,KAAG EN BRAASSEM,0172509295,primary
Zuid-Holland,PCB Johannes Post,Sportparklaan,1,2391 AX,HAZERSWOUDE-DORP,0484,ALPHEN AAN DEN RIJN,0172589766,primary
Zuid-Holland,PCB Maranatha,Ladderhaak,7,2421 NK,NIEUWKOOP,0569,NIEUWKOOP,0172520055,primary
Zuid-Holland,IKC Het Woud,Herenweg,165,2465 AH,RIJNSATERWOUDE,1884,KAAG EN BRAASSEM,0172508165,primary
Zuid-Holland,KB De Rietkraag,Ladderhaak,9,2421 NK,NIEUWKOOP,0569,NIEUWKOOP,0172520050,primary
Zuid-Holland,RKB Ter Does,Schoollaan,4,2355 BS,HOOGMADE,1884,KAAG EN BRAASSEM,0715018496,primary
Zuid-Holland,Basisschool De Vaart,Beverlanderhof,28,2461 BT,TER AAR,0569,NIEUWKOOP,0172602939,primary
Zuid-Holland,RKB De Tweeklank,da Costasingel,42,2394 BL,HAZERSWOUDE-RIJNDIJK,0484,ALPHEN AAN DEN RIJN,0713413162,primary
Zuid-Holland,Prinses Margrietschool,Spaanseweg,40,3028 HW,ROTTERDAM,0599,ROTTERDAM,0104371800,primary
Zuid-Holland,Prinses Julianaschool,Snellemanstraat,47,3035 WK,ROTTERDAM,0599,ROTTERDAM,0104661551,primary
Zuid-Holland,KC Talma,Vaandrigstraat,15,3034 PX,ROTTERDAM,0599,ROTTERDAM,0104136676,primary
Zuid-Holland,Nieuwe Park Rozenburgschool,Hoflaan,113,3062 JE,ROTTERDAM,0599,ROTTERDAM,0102430140,primary
Zuid-Holland,IKC De Driemaster,Hoekse Hillweg,115,3151 CB,HOEK VAN HOLLAND,0599,ROTTERDAM,0174383834,primary
Zuid-Holland,De Fontein,Hoyledestraat,25,3036 LP,ROTTERDAM,0599,ROTTERDAM,0104659366,primary
Zuid-Holland,KC Het Oude Westen,Van Speykstraat,109,3014 VG,ROTTERDAM,0599,ROTTERDAM,0104363836,primary
Zuid-Holland,Basisschool voor Christelijk Onderwijs Onze Wereld,Cornelis Danckertsstraat,34,3067 XG,ROTTERDAM,0599,ROTTERDAM,0104205293,primary
Zuid-Holland,CBS De Regenboog,Delftweg,46,3043 CH,ROTTERDAM,0599,ROTTERDAM,0104371016,primary
Zuid-Holland,IKC Nova,Bertrand Russellplaats,7-9,3069 CA,ROTTERDAM,0599,ROTTERDAM,0104205629,primary
Zuid-Holland,IKC Albert Plesmanschool voor Protestants Christelijk Basisonderwijs,Nieuwe Ommoordseweg,99,3068 BS,ROTTERDAM,0599,ROTTERDAM,0104215313,primary
Zuid-Holland,IKC Cornelis Haak,Algiersstraat,6,3067 MZ,ROTTERDAM,0599,ROTTERDAM,0104552883,primary
Zuid-Holland,IKC De Buskes,Ben Websterstraat,3-11,3069 XJ,ROTTERDAM,0599,ROTTERDAM,0104552940,primary
Zuid-Holland,CBS Mozaiek,Jaap Valkhoffplein,5,3023 PV,ROTTERDAM,0599,ROTTERDAM,0102440891,primary
Zuid-Holland,IKC de Ark,Nozemanstraat,16,3023 TN,ROTTERDAM,0599,ROTTERDAM,0104256394,primary
Zuid-Holland,KC De Vlinder,Albregt-Engelmanstraat,34,3025 BH,ROTTERDAM,0599,ROTTERDAM,0104765521,primary
Zuid-Holland,Waalse School,Goudseweg,25,3031 XH,ROTTERDAM,0599,ROTTERDAM,0104130405,primary
Zuid-Holland,IKC De Lis,Bieslandstraat,61,3037 LB,ROTTERDAM,0599,ROTTERDAM,0104669961,primary
Zuid-Holland,Arentschool,Jaffahof,75,3061 KZ,ROTTERDAM,0599,ROTTERDAM,0104520766,primary
Zuid-Holland,Juliana van Stolbergschool,Rodenrijselaan,74,3037 XH,ROTTERDAM,0599,ROTTERDAM,0102439957,primary
Zuid-Holland,Koningin Wilhelminaschool,Koepelstraat,10,3031 VB,ROTTERDAM,0599,ROTTERDAM,0102130296,primary
Zuid-Holland,KC De Stelberg,Clazina Kouwenbergzoom,130,3065 KC,ROTTERDAM,0599,ROTTERDAM,0102020224,primary
Zuid-Holland,IKC Het Spectrum,Robert van 't Hoffstraat,10,3059 PN,ROTTERDAM,0599,ROTTERDAM,0102222842,primary
Zuid-Holland,Basisschool Nieuw Vreugd en Rust,Montessoristraat,1,2273 AC,VOORBURG,1916,LEIDSCHENDAM-VOORBURG,0703860561,primary
Zuid-Holland,Montessorischool Leidschenveen,Cicerostrook,1,2493 ZL,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703271123,primary
Zuid-Holland,Protestants Christelijke Basisschool De Wegwijzer,Koningin Wilhelminastr,7,3265 BH,PIERSHIL,1963,HOEKSCHE WAARD,0186692572,primary
Zuid-Holland,Protestants Christelijke Basisschool De Schelp,Wilgenlaan,16,3297 BW,PUTTERSHOEK,1963,HOEKSCHE WAARD,0786761661,primary
Zuid-Holland,Christelijke Basisschool De Vliet,Berkenlaan,16,3286 XC,KLAASWAAL,1963,HOEKSCHE WAARD,0186572419,primary
Zuid-Holland,Protestants Christelijke Basisschool De Molenwiek,Beatrixplein,4,3271 BA,MIJNSHEERENLAND,1963,HOEKSCHE WAARD,0186601598,primary
Zuid-Holland,BasisschoolDe Weerklank,Beatrixlaan,2-A,3273 AB,WESTMAAS,1963,HOEKSCHE WAARD,0186571416,primary
Zuid-Holland,Christelijke Basisschool De Regenboog,Johan Berkstraat,35,3284 XD,ZUID-BEIJERLAND,1963,HOEKSCHE WAARD,0186661343,primary
Zuid-Holland,Christelijke Basisschool De Bouwsteen,Vlasakker,3,3295 SH,'S-GRAVENDEEL,1963,HOEKSCHE WAARD,0786733260,primary
Zuid-Holland,Christelijke Basisschool De Regenboog,Heyne van Althenastraat,4,3274 CD,HEINENOORD,1963,HOEKSCHE WAARD,0186601983,primary
Zuid-Holland,Basisschool De Parel,Leeuwerikstraat,5,3291 XJ,STRIJEN,1963,HOEKSCHE WAARD,0786742496,primary
Zuid-Holland,Christelijke Basisschool De Bron,Roerdompsingel,2,3281 JH,NUMANSDORP,1963,HOEKSCHE WAARD,0186652736,primary
Zuid-Holland,Sabina van Egmond,Sportlaan,1-B,3261 AT,OUD-BEIJERLAND,1963,HOEKSCHE WAARD,0186614018,primary
Zuid-Holland,De Kriekenhof,W. van Vlietstraat,2-B,3262 GM,OUD-BEIJERLAND,1963,HOEKSCHE WAARD,0186613638,primary
Zuid-Holland,Keuchenius,Weegpad,4,3262 CL,OUD-BEIJERLAND,1963,HOEKSCHE WAARD,0186618246,primary
Zuid-Holland,De Hoeksteen,Zilvermeeuw,2,3263 BP,OUD-BEIJERLAND,1963,HOEKSCHE WAARD,0186616418,primary
Zuid-Holland,School Muhring,Vrieseweg,92,3311 NZ,DORDRECHT,0505,DORDRECHT,0786135064,primary
Zuid-Holland,Basisschool Vest,Blekersdijk,94,3311 LG,DORDRECHT,0505,DORDRECHT,0786390120,primary
Zuid-Holland,Basisschool De Morgenster,Grote Haven,2-B,2851 BM,HAASTRECHT,1931,KRIMPENERWAARD,0182501534,primary
Zuid-Holland,De Regenboog,Greidweide,1,2811 JK,REEUWIJK,1901,BODEGRAVEN-REEUWIJK,0182394149,primary
Zuid-Holland,Basisschool De Eendragt Christelijk Nationaal Onderwijs,De Lente,1,2761 VL,ZEVENHUIZEN ZH,1892,ZUIDPLAS,0180631819,primary
Zuid-Holland,Basisschool De Wegwijzer,Meidoornlaan,17,3465 TK,DRIEBRUGGEN,1901,BODEGRAVEN-REEUWIJK,0348501254,primary
Zuid-Holland,PCB Meester Lalleman,Middelweg,62,2841 LC,MOORDRECHT,1892,ZUIDPLAS,0182375495,primary
Zuid-Holland,Protestants Christelijke BasisschoolDe Nessevliet,Wollefoppenweg,40,2761 DP,ZEVENHUIZEN ZH,1892,ZUIDPLAS,0104550269,primary
Zuid-Holland,Basisschool Prins Willem-Alexander,Prinses Maximalaan,1,3466 LP,WAARDER,1901,BODEGRAVEN-REEUWIJK,0348501661,primary
Zuid-Holland,Da Costaschool,Laan van Turkenburg,2,2411 VM,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,0172611897,primary
Zuid-Holland,Westerschool voor Protestants Christelijk Basisonderwijs,Jacob van Lennepkade,2-4,2802 LH,GOUDA,0513,GOUDA,0182514324,primary
Zuid-Holland,Prinses Beatrixschool,Dronenplein,7,2411 HE,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,0172612878,primary
Zuid-Holland,KC Wereldweijde,Cortenhoeve,51,2411 JL,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,0172611286,primary
Zuid-Holland,Plaswyckschool voor Protestants Christelijk Basisonderwijs,Weerestein,37-39,2804 GG,GOUDA,0513,GOUDA,0182534118,primary
Zuid-Holland,Koning Willem-Alexander-school,Willem de Zwijgerlaan,53,2741 DB,WADDINXVEEN,0627,WADDINXVEEN,0182743008,primary
Zuid-Holland,Christelijke Basisschool TOV,Parklaan,7,2742 MG,WADDINXVEEN,0627,WADDINXVEEN,0182619862,primary
Zuid-Holland,KC Goejanverwelle,Chopinstraat,10,2807 PS,GOUDA,0513,GOUDA,0182580075,primary
Zuid-Holland,Montessorischool Nieuwerkerk aan den Ijssel,Schoolstraat,4,2912 CR,NIEUWERKERK AD IJSSEL,1892,ZUIDPLAS,0180313900,primary
Zuid-Holland,Montessori Basisschool Houtwijk,Architect Berlagelaan,125,2552 ZE,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703979792,primary
Zuid-Holland,Christelijke Montessorischool De Abeel,Abeelstraat,30,2565 XP,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703607053,primary
Zuid-Holland,Montessori Basisschool,Preludeweg,15,2402 HB,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172444990,primary
Zuid-Holland,Montessorisch Maassluis,Richard Hollaan,4,3144 BB,MAASSLUIS,0556,MAASSLUIS,0105917410,primary
Zuid-Holland,CBS De Brug,Brandschouwer,2,2415 CC,NIEUWERBRUG AAN DEN RIJN,1901,BODEGRAVEN-REEUWIJK,0348688352,primary
Zuid-Holland,Protestants Christelijk Basisonderwijs De Meent,Korte Meentweg,13,3652 LG,WOERDENSE VERLAAT,0569,NIEUWKOOP,0172408510,primary
Zuid-Holland,De Toermalijn Vrije School voor de Bollenstreek,Abellalaan,74,2182 TZ,HILLEGOM,0534,HILLEGOM,0252524899,primary
Zuid-Holland,Protestants Christelijke Basisschool Willem de Zwijger,Bernhardstraat,1,2351 GG,LEIDERDORP,0547,LEIDERDORP,0715895659,primary
Zuid-Holland,Protestants Christelijke Basisschool Kastanjelaan,Kastanjelaan,6,2351 ND,LEIDERDORP,0547,LEIDERDORP,0715820081,primary
Zuid-Holland,Protestants Christelijke Basisschool 't Bolwerk,Klerkenhof,1,2353 WB,LEIDERDORP,0547,LEIDERDORP,0715893838,primary
Zuid-Holland,Basisschool Elckerlyc,Klimopzoom,41,2353 RE,LEIDERDORP,0547,LEIDERDORP,0715892945,primary
Zuid-Holland,Passe Partout Montessori School,Saturnusgeel,64,2718 CT,ZOETERMEER,0637,ZOETERMEER,0793612793,primary
Zuid-Holland,IKC  Kethel,Vlaardingseweg,23,3121 JM,SCHIEDAM,0606,SCHIEDAM,0104712219,primary
Zuid-Holland,IKC De Regenboog,Zwaluwstraat,15,3145 NG,MAASSLUIS,0556,MAASSLUIS,0105914791,primary
Zuid-Holland,IKC Ichthus,Steenen Dijck,1,3146 BX,MAASSLUIS,0556,MAASSLUIS,0105914605,primary
Zuid-Holland,IKC De Kindertuin,Guido Gezellestraat,30,3141 BH,MAASSLUIS,0556,MAASSLUIS,0105928880,primary
Zuid-Holland,De Groene Hoek,Dennendal,141,3142 LC,MAASSLUIS,0556,MAASSLUIS,0105920075,primary
Zuid-Holland,Het Anker,Kruidenpad,5-6,3137 WD,VLAARDINGEN,0622,VLAARDINGEN,0104744150,primary
Zuid-Holland,IKC De Ark,Lissabonweg,6-8,3137 LR,VLAARDINGEN,0622,VLAARDINGEN,0104741665,primary
Zuid-Holland,IKC Ambacht,Chrysantstraat,7,3135 HG,VLAARDINGEN,0622,VLAARDINGEN,0104352399,primary
Zuid-Holland,IKC Het Spectrum,Boslaan,1,3134 XC,VLAARDINGEN,0622,VLAARDINGEN,0104356608,primary
Zuid-Holland,De Schakel,Van Boisotstraat,20-22,3132 XM,VLAARDINGEN,0622,VLAARDINGEN,0104353396,primary
Zuid-Holland,Dr H Bavinckschool,Da Costastraat,26,3131 GC,VLAARDINGEN,0622,VLAARDINGEN,0104353695,primary
Zuid-Holland,KC Het Visnet,Stationsstraat,117,3131 PS,VLAARDINGEN,0622,VLAARDINGEN,0104356709,primary
Zuid-Holland,IKC Van Kampen,Paterstraat,1,3131 CS,VLAARDINGEN,0622,VLAARDINGEN,0104356696,primary
Zuid-Holland,Prins Willem Alexandersch,Gansfoortstraat,1,3132 EM,VLAARDINGEN,0622,VLAARDINGEN,0104341414,primary
Zuid-Holland,Openbare Basisschool Het Bolwerk,Menneweg,12,2172 HD,SASSENHEIM,1525,TEYLINGEN,0252222615,primary
Zuid-Holland,De Tweemaster,Nassaupark,80,2161 KL,LISSE,0553,LISSE,0252410304,primary
Zuid-Holland,Openbare Basisschool De Dubbelburg,Luit Katlaan,5,2235 SN,VALKENBURG ZH,0537,KATWIJK,0714013963,primary
Zuid-Holland,De Witte School voor Openbaar Onderwijs,Van Panhuysstraat,19,2203 JN,NOORDWIJK ZH,0575,NOORDWIJK,0713615000,primary
Zuid-Holland,Daltonschool Klaverweide,Jan de Ridderstraat,4,2201 DN,NOORDWIJK ZH,0575,NOORDWIJK,0713610089,primary
Zuid-Holland,De Regenboog,Ambachtsweg,1,2211 JN,NOORDWIJKERHOUT,0575,NOORDWIJK,0252374333,primary
Zuid-Holland,Daltonschool Hillegom,Prinses Irenelaan,32,2181 CZ,HILLEGOM,0534,HILLEGOM,0252530065,primary
Zuid-Holland,Daltonschool Katwijk,Van Lierestraat,2,2221 SC,KATWIJK ZH,0537,KATWIJK,0714082550,primary
Zuid-Holland,obs Wereldwijs,Alk,82,2201 XP,NOORDWIJK ZH,0575,NOORDWIJK,0713621554,primary
Zuid-Holland,obs De Achtbaan,Distelweg,56,2215 DZ,VOORHOUT,1525,TEYLINGEN,0252217410,primary
Zuid-Holland,obs De Achtbaan - Cluster,Pieter v Slingerlandstr,40,2215 SZ,VOORHOUT,1525,TEYLINGEN,0252223574,primary
Zuid-Holland,Jenaplanschool Gorkum,Traverse,18,4207 GG,GORINCHEM,0512,GORINCHEM,0183690571,primary
Zuid-Holland,Merwedeschool voor Openbaar Basisonderwijs,Hobbemastraat,3,3372 XG,HARDINXVELD-GIESSENDAM,0523,HARDINXVELD-GIESSENDAM,0184613942,primary
Zuid-Holland,Openbare Basisschool de Driemaster,Pietersweer,32,3371 PN,HARDINXVELD-GIESSENDAM,0523,HARDINXVELD-GIESSENDAM,0184614313,primary
Zuid-Holland,BS De Tweemaster,Oude Lombardstraat,21,4201 HR,GORINCHEM,0512,GORINCHEM,0183631703,primary
Zuid-Holland,BS Graaf Reinald,Top Naeffstraat,26,4207 MT,GORINCHEM,0512,GORINCHEM,0183699029,primary
Zuid-Holland,"Meander, locatie JP Waale",Herman de Ruijterstraat,34,4206 ZM,GORINCHEM,0512,GORINCHEM,0183620536,primary
Zuid-Holland,IKC Merweplein,Merwe Donk,4,4207 XB,GORINCHEM,0512,GORINCHEM,0183681100,primary
Zuid-Holland,IKC De Gaerde,Moerbeigaarde,58,2723 AG,ZOETERMEER,0637,ZOETERMEER,0793437828,primary
Zuid-Holland,IKC De Kasteeltuyn,Rakkersveld,137,2722 BN,ZOETERMEER,0637,ZOETERMEER,0793311169,primary
Zuid-Holland,Het Zwanenbos,Kerkenbos,24-26,2716 PH,ZOETERMEER,0637,ZOETERMEER,0793517688,primary
Zuid-Holland,IKC De Piramide,Fivelingo,86,2716 BG,ZOETERMEER,0637,ZOETERMEER,0793211055,primary
Zuid-Holland,IKC De Watersnip,Cesar Franckrode,70,2717 BG,ZOETERMEER,0637,ZOETERMEER,0793515723,primary
Zuid-Holland,IKC Het Plankier,Wedekindzijde,1,2725 PG,ZOETERMEER,0637,ZOETERMEER,0793460047,primary
Zuid-Holland,IKC De Tjalk,Kadelaan,208,2725 BR,ZOETERMEER,0637,ZOETERMEER,0793460060,primary
Zuid-Holland,IKC De Springplank,Irisvaart,6-8,2724 TT,ZOETERMEER,0637,ZOETERMEER,0793460064,primary
Zuid-Holland,IKC De Baanbreker,Lijnbaan,319,2728 AG,ZOETERMEER,0637,ZOETERMEER,0793421495,primary
Zuid-Holland,IKC De Saffier,Electrablauw,5,2718 JT,ZOETERMEER,0637,ZOETERMEER,0793610311,primary
Zuid-Holland,IKC De Waterlelie,Goudenregenzoom,73,2719 HE,ZOETERMEER,0637,ZOETERMEER,0793615711,primary
Zuid-Holland,IKC De Trinoom,Nieuwlandstraat,241,2729 EB,ZOETERMEER,0637,ZOETERMEER,0793431733,primary
Zuid-Holland,IKC Florence Nightingale,Zanzibarplein,90,2721 GE,ZOETERMEER,0637,ZOETERMEER,0793319754,primary
Zuid-Holland,Basisschool de Tamboerijn,Westerstraat,3,4201 GT,GORINCHEM,0512,GORINCHEM,0183632465,primary
Zuid-Holland,Samen Onderweg,Stalkaarsen,17-A,4205 PG,GORINCHEM,0512,GORINCHEM,0183622856,primary
Zuid-Holland,CBS De Regenboog,Albertine Kehrerstraat,7,4207 MV,GORINCHEM,0512,GORINCHEM,0183620541,primary
Zuid-Holland,Openbare Basisschool De Sterrenboom,Bilwijkerweg,6-B,2821 SB,STOLWIJK,1931,KRIMPENERWAARD,0182341720,primary
Zuid-Holland,Basisschool Flora,Baken,19,2931 RP,KRIMPEN AAN DE LEK,1931,KRIMPENERWAARD,0180521928,primary
Zuid-Holland,Basisschool De Kromme Draai,Den Hoeff,49,2865 XR,AMMERSTOL,1931,KRIMPENERWAARD,0182352607,primary
Zuid-Holland,Koningin Emmaschool,Jan Kortlandstraat,9,2871 DA,SCHOONHOVEN,1931,KRIMPENERWAARD,0182383105,primary
Zuid-Holland,Basisschool Prinses Irene,Klaverstraat,1,2931 TL,KRIMPEN AAN DE LEK,1931,KRIMPENERWAARD,0180516956,primary
Zuid-Holland,De Schakel,Kerkweg,82,2935 AK,OUDERKERK AAN DEN IJSSEL,1931,KRIMPENERWAARD,0180681994,primary
Zuid-Holland,Openbare Basisschool De Vlieger,Voltastraat,2,2871 ZN,SCHOONHOVEN,1931,KRIMPENERWAARD,0182380978,primary
Zuid-Holland,De Kranepoort,J. Huurmanlaan,8,2831 XT,GOUDERAK,1931,KRIMPENERWAARD,0182372855,primary
Zuid-Holland,Openbare Basisschool de Polsstok,Prins Bernhardstraat,40,2825 BE,BERKENWOUDE,1931,KRIMPENERWAARD,0182362540,primary
Zuid-Holland,Basisschool Koningin Wilhelmina,Koninginneweg,7,2941 XH,LEKKERKERK,1931,KRIMPENERWAARD,0180661763,primary
Zuid-Holland,Het Schateiland,Jan Ligthartstraat,96,2941 SE,LEKKERKERK,1931,KRIMPENERWAARD,0180662616,primary
Zuid-Holland,Basisschool Kiezel en Kei,Bloemengaarde,41,2861 VM,BERGAMBACHT,1931,KRIMPENERWAARD,0182351480,primary
Zuid-Holland,Christelijke Basisschool Samen Op Weg,Dirk IV-plein,33,4223 NJ,HOORNAAR,1978,MOLENLANDEN,0183589205,primary
Zuid-Holland,Christelijke Basisschool De Hoeksteen,Johan de Kreijstraat,2,3381 DG,GIESSENBURG,1978,MOLENLANDEN,0184652731,primary
Zuid-Holland,Rehobothschool,Schoolstraat,4,3371 AW,HARDINXVELD-GIESSENDAM,0523,HARDINXVELD-GIESSENDAM,0184612942,primary
Zuid-Holland,SmdB De Regenboog,Steek,2,3372 XX,HARDINXVELD-GIESSENDAM,0523,HARDINXVELD-GIESSENDAM,0184612345,primary
Zuid-Holland,Basisschool De Wegwijzer,Schoolstraat,3-D,4221 LR,HOOGBLOKLAND,1978,MOLENLANDEN,0183562057,primary
Zuid-Holland,Ichthusschool,Pauwtjesmolen,55-A,3371 RL,HARDINXVELD-GIESSENDAM,0523,HARDINXVELD-GIESSENDAM,0184613929,primary
Zuid-Holland,Basisschool 't Prisma,Daniel Catterwijckstraat,6,2282 HM,RIJSWIJK ZH,0603,RIJSWIJK,0703907149,primary
Zuid-Holland,Basisschool Steenvoorde,Dr Poelslaan,4,2285 VD,RIJSWIJK ZH,0603,RIJSWIJK,0703940760,primary
Zuid-Holland,Wethouder Brederodeschool,Goedendorplaan,3,2286 MV,RIJSWIJK ZH,0603,RIJSWIJK,0703931745,primary
Zuid-Holland,Parkschool,Poptahof Noord,448,2624 RZ,DELFT,0503,DELFT,0152612195,primary
Zuid-Holland,Freinetschool Delft,Loevesteinplaats,8,2613 LE,DELFT,0503,DELFT,0152132674,primary
Zuid-Holland,IKC De Eglantier Voorhof,Ina Boudier-Bakkerstraat,2,2624 NX,DELFT,0503,DELFT,0152564208,primary
Zuid-Holland,Montessorischool De Delftse Tuin,Maria Duystlaan,2,2612 SR,DELFT,0503,DELFT,0152134603,primary
Zuid-Holland,Basisschool SpringWijs,Fuutlaan,13,2623 MX,DELFT,0503,DELFT,0152610409,primary
Zuid-Holland,De Eglantier Buiten,Van Rijslaan,8,2625 KX,DELFT,0503,DELFT,0152561928,primary
Zuid-Holland,Basisschool Kronenburgh,Broekslootkade,95-97,2281 TC,RIJSWIJK ZH,0603,RIJSWIJK,0702210382,primary
Zuid-Holland,Openbare Basisschool De Schelf,Vlasstraat,3,3295 TM,'S-GRAVENDEEL,1963,HOEKSCHE WAARD,0786731813,primary
Zuid-Holland,Het Talent,Kreekstraat,1,3293 AB,MOOKHOEK,1963,HOEKSCHE WAARD,0786731249,primary
Zuid-Holland,OBS De Meerwaarde,Diepenhorstweg,1-A,3291 GJ,STRIJEN,1963,HOEKSCHE WAARD,0786742344,primary
Zuid-Holland,IKC De Wereld,W. van Vlietstraat,2,3262 GM,OUD-BEIJERLAND,1963,HOEKSCHE WAARD,0186614705,primary
Zuid-Holland,Basisschool de Blieken,Klaverbladstraat,1,3286 VR,KLAASWAAL,1963,HOEKSCHE WAARD,0186579220,primary
Zuid-Holland,De Eendragt,Johan Berkstraat,31,3284 XD,ZUID-BEIJERLAND,1963,HOEKSCHE WAARD,0186661404,primary
Zuid-Holland,Basisschool De Dubbeldekker,Buttervliet,2,3281 LK,NUMANSDORP,1963,HOEKSCHE WAARD,0186681363,primary
Zuid-Holland,'t Kraaienest,Koningin Wilhelminastr,5,3265 BH,PIERSHIL,1963,HOEKSCHE WAARD,0186691661,primary
Zuid-Holland,Basisschool de Takkenbosse,Roerdompsingel,6,3281 JH,NUMANSDORP,1963,HOEKSCHE WAARD,0186652355,primary
Zuid-Holland,Openbare Basisschool de Tandem,Weegpad,13,3262 CL,OUD-BEIJERLAND,1963,HOEKSCHE WAARD,0186618314,primary
Zuid-Holland,Onder de Wieken,Achterstraat,5,3264 AB,NIEUW-BEIJERLAND,1963,HOEKSCHE WAARD,0186692208,primary
Zuid-Holland,De Gouwaert,Nicolaas van Puttenstr,20,3267 AN,GOUDSWAARD,1963,HOEKSCHE WAARD,0186691400,primary
Zuid-Holland,Het Anker,Heyne van Althenastraat,2,3274 CD,HEINENOORD,1963,HOEKSCHE WAARD,0186602255,primary
Zuid-Holland,Burgemeester van Bommelschool,Van Galenstraat,9,3274 LV,HEINENOORD,1963,HOEKSCHE WAARD,0186603130,primary
