PROVINCIE,INSTELLINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,TELEFOONNUMMER,school_type
Noord-Holland,IKC de Poolster,Plutolaan,2-A,1702 CB,HEERHUGOWAARD,1980,DIJK EN WAARD,0725714872,primary
Noord-Holland,IKC de Helix,Oosterweg Noord,41,1706 AA,HEERHUGOWAARD,1980,DIJK EN WAARD,0725714458,primary
Noord-Holland,IKC de Schatkist,Smaragd,27,1703 GA,HEERHUGOWAARD,1980,DIJK EN WAARD,0725715774,primary
Noord-Holland,Kindcentrum Atalanta,Zonnegloren,1,1704 ZE,HEERHUGOWAARD,1980,DIJK EN WAARD,0725347115,primary
Noord-Holland,Rooms Katholieke Basisschool De Koolvlet,Keppelsloot,8,1721 HJ,BROEK OP LANGEDIJK,1980,DIJK EN WAARD,0226344760,primary
Noord-Holland,Openbare Basisschool De Hasselbraam,Anna Polaktuin,26,1705 JS,HEERHUGOWAARD,1980,DIJK EN WAARD,0725726786,primary
Noord-Holland,Openbare Basisschool het Kompas,Drechtstraat,9,1946 AZ,BEVERWIJK,0375,BEVERWIJK,0251231291,primary
Noord-Holland,Openbare Basisschool De Sterrenkijker,Van Der Hoopstraat,54,1945 TT,BEVERWIJK,0375,BEVERWIJK,0251243816,primary
Noord-Holland,Pleiaden-School,Pleiadenplantsoen,63,1973 BS,IJMUIDEN,0453,VELSEN,0255511233,primary
Noord-Holland,De Vliegende Hollander,Casembrootstraat,58,1972 CC,IJMUIDEN,0453,VELSEN,0255514471,primary
Noord-Holland,Bosbeekschool,Burg Enschedelaan,66,2071 AW,SANTPOORT-NOORD,0453,VELSEN,0624208298,primary
Noord-Holland,Jan Campertschool,Driehuizerkerkweg,34,1985 EL,DRIEHUIS,0453,VELSEN,0255514354,primary
Noord-Holland,Brederode Daltonschool,Willem de Zwijgerlaan,110,2082 BD,SANTPOORT-ZUID,0453,VELSEN,0235377038,primary
Noord-Holland,KC Zevenhoeven,Maerelaan,248-A,1963 KH,HEEMSKERK,0396,HEEMSKERK,0251234506,primary
Noord-Holland,Bs Het Avontuur,Rameaustraat,6,1962 CA,HEEMSKERK,0396,HEEMSKERK,0251230972,primary
Noord-Holland,Kindcentrum De Marel,Duitslandlaan,7,1966 XA,HEEMSKERK,0396,HEEMSKERK,0251234444,primary
Noord-Holland,Openbare Basisschool De Pionier,Floraronde,293,1991 LB,VELSERBROEK,0453,VELSEN,0235389381,primary
Noord-Holland,Openbare Basisschool De Zeester,Pieter Cheeuwenlaan,6,1948 DD,BEVERWIJK,0375,BEVERWIJK,0251205661,primary
Noord-Holland,Bussumse Montessorischool,Busken Huetlaan,16,1401 BC,BUSSUM,1942,GOOISE MEREN,0356913684,primary
Noord-Holland,Schoolvereniging De Larense Montessorischool,De Leemkuil,4,1251 AR,LAREN NH,0417,LAREN,0355383054,primary
Noord-Holland,Curtevenne-Basisschool,Parklaan,3,1241 BG,KORTENHOEF,1696,WIJDEMEREN,0356561019,primary
Noord-Holland,Dr Maria Montessorischool,Vd Duyn van Maasdamlaan,30,1272 EM,HUIZEN,0406,HUIZEN,0355252643,primary
Noord-Holland,De Gooische Montessorischool,Holleblok,10,1273 EG,HUIZEN,0406,HUIZEN,0355252772,primary
Noord-Holland,Openbare Basisschool De Triangel,Singel,6,1381 AT,WEESP,0363,AMSTERDAM,0294413509,primary
Noord-Holland,Godelindeschool,Godelindeweg,14-C,1412 HD,NAARDEN,1942,GOOISE MEREN,0356957811,primary
Noord-Holland,Comeniusschool voor Basisonderwijs,Cort van der Lindenlaan,1,1412 BW,NAARDEN,1942,GOOISE MEREN,0356941362,primary
Noord-Holland,Montessorischool Gouden Kraal,Hoofdweg,107,1275 AB,HUIZEN,0406,HUIZEN,0355257271,primary
Noord-Holland,Basisschool Wisperweide,Schoolpad,1,1383 EA,WEESP,0363,AMSTERDAM,0294418435,primary
Noord-Holland,Openbare Basisschool Kamperfoelie,Delta,37-39,1273 LC,HUIZEN,0406,HUIZEN,0355252561,primary
Noord-Holland,Meester Kremer-School,Reigerlaan,7,1394 CK,NEDERHORST DEN BERG,1696,WIJDEMEREN,0294251522,primary
Noord-Holland,Basisschool Bijvanck,Levensboom,4,1261 MX,BLARICUM,0376,BLARICUM,0355233534,primary
Noord-Holland,Basisschool Dorp,Eemnesserweg,18-A,1261 HG,BLARICUM,0376,BLARICUM,0355334999,primary
Noord-Holland,Samenwerkingschool De Catamaran,Bleekveld,1,1231 PR,LOOSDRECHT,1696,WIJDEMEREN,0355821557,primary
Noord-Holland,Kindcentrum De Haven,Lindelaan,54,1231 CM,LOOSDRECHT,1696,WIJDEMEREN,0355823005,primary
Noord-Holland,Basisschool Koningin Emma,Graaf Florislaan,2,1405 BT,BUSSUM,1942,GOOISE MEREN,0352062020,primary
Noord-Holland,Basisschool De Ploeg,Melkweg,42,1251 PT,LAREN NH,0417,LAREN,0355334355,primary
Noord-Holland,Basisschool de Speelwagen,Conferencelaan,1,1687 RA,WOGNUM,0420,MEDEMBLIK,0229571837,primary
Noord-Holland,Openbare Basisschool De Meridiaan,Schuitevoerderslaan,18,1671 JZ,MEDEMBLIK,0420,MEDEMBLIK,0227542215,primary
Noord-Holland,Openbare Basisschool De Kelderswerf,Weerestraat,70,1713 VC,OBDAM,1598,KOGGENLAND,0226451967,primary
Noord-Holland,De Adelaar,Burg Heymansstraat,8,1718 AN,HOOGWOUD,0432,OPMEER,0226352325,primary
Noord-Holland,De Akker,Meibloem,46-48,1716 VA,OPMEER,0432,OPMEER,0226352410,primary
Noord-Holland,Openbare Basisschool de Dubbele Punt,Koetenburg,14,1719 AR,AARTSWOUD,0432,OPMEER,0229582068,primary
Noord-Holland,Basisschool de Klaverwoid,Beukenlaan,79,1676 GS,TWISK,0420,MEDEMBLIK,0227542443,primary
Noord-Holland,Openbare Basisschool de Plaats,Schoolwerf,1,1657 LD,ABBEKERK,0420,MEDEMBLIK,0229581278,primary
Noord-Holland,De Grosthuizer Basisschool,Grosthuizen,74,1633 EP,AVENHORN,1598,KOGGENLAND,0229541273,primary
Noord-Holland,Openbare Basisschool de Koet,Tripkouw,36,1679 GJ,MIDWOUD,0420,MEDEMBLIK,0229201528,primary
Noord-Holland,Basisschool de Ieveling,Buitenroede,12,1633 GZ,AVENHORN,1598,KOGGENLAND,0229343500,primary
Noord-Holland,Openbare Basisschool de Kraaienboom,Kreek,14,1654 JX,BENNINGBROEK,0420,MEDEMBLIK,0229591408,primary
Noord-Holland,Basisschool De Geert Holle,Kerkebuurt,156,1647 MD,BERKHOUT,1598,KOGGENLAND,0229551357,primary
Noord-Holland,Basisschool Wijdewormer,Wijdewormerplein,1,1456 CB,WIJDEWORMER,0880,WORMERLAND,0299425477,primary
Noord-Holland,Ds Jl De Wagemakerschool,Poortwachtersweg,1,1121 JX,LANDSMEER,0415,LANDSMEER,0204824741,primary
Noord-Holland,De Bloeiende Perelaar,Middenpad,1,1461 BW,ZUIDOOSTBEEMSTER,0439,PURMEREND,0299422271,primary
Noord-Holland,Openbare Basisschool De Stap,Dr. M.L. Kingstraat,2,1121 CP,LANDSMEER,0415,LANDSMEER,0204821930,primary
Noord-Holland,De Blauwe Morgenster,Nicolaas Cromhoutlaan,2,1462 JL,MIDDENBEEMSTER,0439,PURMEREND,0299681480,primary
Noord-Holland,Openbare Basisschool H M van Randwijk,Gruttostraat,3,1452 XH,ILPENDAM,0852,WATERLAND,0204361817,primary
Noord-Holland,Openbare Basisschool De Fuik,Den Ilp,88-A,1127 PH,DEN ILP,0415,LANDSMEER,0204824225,primary
Noord-Holland,Openbare Basisschool Willem Eggert,Jan van Egmondstraat,14,1441 HM,PURMEREND,0439,PURMEREND,0299421385,primary
Noord-Holland,Openbare Basisschool Wheermolen,Luitstraat,4,1443 XA,PURMEREND,0439,PURMEREND,0299423648,primary
Noord-Holland,Openbare Basisschool 't Carrousel,Flevostraat,2,1442 PZ,PURMEREND,0439,PURMEREND,0299421990,primary
Noord-Holland,Openbare Basisschool De Ranonkel,Boterbloem,3,1441 TT,PURMEREND,0439,PURMEREND,0299435595,primary
Noord-Holland,Openbaar Dalton Kindcentrum het Parelhof,Zichthof,11,1445 HC,PURMEREND,0439,PURMEREND,0299640610,primary
Noord-Holland,Openbare Basisschool Noorderlicht,Jachtwagenstraat,64,1445 NM,PURMEREND,0439,PURMEREND,0299643876,primary
Noord-Holland,De Harpoen,Weiver,2,1546 LB,JISP,0880,WORMERLAND,0756423839,primary
Noord-Holland,Basisschool De Fuut,Avegaar,85,1141 JL,MONNICKENDAM,0852,WATERLAND,0299653577,primary
Noord-Holland,Basisschool De Havenrakkers,Nieuwland,32,1151 BA,BROEK IN WATERLAND,0852,WATERLAND,0204031847,primary
Noord-Holland,Openbare Basisschool De Kweekvijver,Paling,2,1511 LK,OOSTZAAN,0431,OOSTZAAN,0756841332,primary
Noord-Holland,Basisschool De Overhaal,Zuiderwouder Dorpsstraat,41,1153 PD,ZUIDERWOUDE,0852,WATERLAND,0204033291,primary
Noord-Holland,Basisschool De Rietkraag,Rietschoot,342,1511 WV,OOSTZAAN,0431,OOSTZAAN,0756848430,primary
Noord-Holland,Openbare basisschool De Gouwzee,Wilhelminalaan,58,1141 CW,MONNICKENDAM,0852,WATERLAND,0299653532,primary
Noord-Holland,Openbare Basisschool De Eendragt,Zandweg,15,1531 AJ,WORMER,0880,WORMERLAND,0756423611,primary
Noord-Holland,Openbare Basisschool Noorderschool,De Haal,44,1511 AS,OOSTZAAN,0431,OOSTZAAN,0756843784,primary
Noord-Holland,Openbare Basisschool Weremere,Kameelstraat,24,1531 EK,WORMER,0880,WORMERLAND,0756421420,primary
Noord-Holland,Openbare Basisschool 't Tilletje,Warder,126-128,1473 PH,WARDER,0385,EDAM-VOLENDAM,0299401303,primary
Noord-Holland,Openbare Basisschool De Koningsspil,Seevancksweg,93,1474 HT,OOSTHUIZEN,0385,EDAM-VOLENDAM,0299403128,primary
Noord-Holland,Openbare Basisschool Middelie,Middelie,92,1472 GT,MIDDELIE,0385,EDAM-VOLENDAM,0299621777,primary
Noord-Holland,Openbare Basisschool Prinses Beatrix,Kwadijk,92,1471 CE,KWADIJK,0385,EDAM-VOLENDAM,0299621760,primary
Noord-Holland,Openbare Basisschool Meester Haye,Beets,52,1475 JD,BEETS,0385,EDAM-VOLENDAM,0299401458,primary
Noord-Holland,Openbare Basisschool De Delta Delfland,Delfland,2,1447 AV,PURMEREND,0439,PURMEREND,0299477443,primary
Noord-Holland,Openbare Basisschool Weidevogels,Loirestraat,7,1448 JJ,PURMEREND,0439,PURMEREND,0299414847,primary
Noord-Holland,Openbare Basisschool De Delta Beethoven,Beethovenstraat,62-64,1447 RS,PURMEREND,0439,PURMEREND,0299460207,primary
Noord-Holland,Openbare Basisschool De Koempoelan,Gangeslaan,59,1448 BV,PURMEREND,0439,PURMEREND,0299472048,primary
Noord-Holland,Openbare Basisschool De Nieuwe Wereld,Yellowstone,11,1448 XW,PURMEREND,0439,PURMEREND,0299647374,primary
Noord-Holland,Openbare Basisschool Oeboentoe,Zambezilaan,278,1448 PN,PURMEREND,0439,PURMEREND,0299480681,primary
Noord-Holland,De Driewerf,'s-Gravesandelaan,15,1222 SX,HILVERSUM,0402,HILVERSUM,0356832913,primary
Noord-Holland,Fabritiusschool,Fabritiuslaan,52,1213 CT,HILVERSUM,0402,HILVERSUM,0356211702,primary
Noord-Holland,Goudenregenschool,Goudenregenlaan,1,1214 NC,HILVERSUM,0402,HILVERSUM,0356243152,primary
Noord-Holland,Openbare Basisschool Elckerlyc,Van Hogendorplaan,1-A,1215 EG,HILVERSUM,0402,HILVERSUM,0356249150,primary
Noord-Holland,Sterrenschool Hilversum,Huygensstraat,35,1222 TJ,HILVERSUM,0402,HILVERSUM,0356851919,primary
Noord-Holland,Dr Ir C Lelyschool,Lopes Diaslaan,85,1222 VC,HILVERSUM,0402,HILVERSUM,0356420980,primary
Noord-Holland,De Windkanter,Oude Amersfoortseweg,196,1212 AL,HILVERSUM,0402,HILVERSUM,0356851776,primary
Noord-Holland,Lorentzschool,Lorentzweg,135,1223 HN,HILVERSUM,0402,HILVERSUM,0356855823,primary
Noord-Holland,De Gooise Daltonschool,Vuurvlindermeent,56,1218 GZ,HILVERSUM,0402,HILVERSUM,0356912446,primary
Noord-Holland,Violenschool,Violenstraat,3,1214 CJ,HILVERSUM,0402,HILVERSUM,0356211703,primary
Noord-Holland,Villa Vrolik,Harry Banninkstraat,3,1223 MP,HILVERSUM,0402,HILVERSUM,0356426020,primary
Noord-Holland,Reformatorische Basisschool De Akker,Landtong,6,1186 GP,AMSTELVEEN,0362,AMSTELVEEN,0206451908,primary
Noord-Holland,Openbare Basisschool Samen Een,Schoolstraat,15,1431 BG,AALSMEER,0358,AALSMEER,0297325246,primary
Noord-Holland,Openbare Basisschool de Zuidooster,Catharina-Amalialaan,66-A,1432 JT,AALSMEER,0358,AALSMEER,0297366663,primary
Noord-Holland,Openbare Basisschool Toermalijn,Randhoornweg,35,1422 WX,UITHOORN,0451,UITHOORN,0297303478,primary
Noord-Holland,Obs De Kajuit,Eendracht,2,1423 ET,UITHOORN,0451,UITHOORN,0297568067,primary
Noord-Holland,De Slotermeerschool,Burgemeester Fockstraat,85,1063 CW,AMSTERDAM,0363,AMSTERDAM,0206132233,primary
Noord-Holland,Burgemeester De Vlugtschool,Jan de Louterstraat,11,1063 KX,AMSTERDAM,0363,AMSTERDAM,0206130013,primary
Noord-Holland,Einsteinschool,Staalmanpark,10,1066 BR,AMSTERDAM,0363,AMSTERDAM,0207600061,primary
Noord-Holland,Goeman Borgesiusschool,Aalbersestraat,35,1067 EZ,AMSTERDAM,0363,AMSTERDAM,0206131807,primary
Noord-Holland,Brede School Huizinga,Jacob Geelstraat,42,1065 VT,AMSTERDAM,0363,AMSTERDAM,0206152523,primary
Noord-Holland,Louis Bouwmeesterschool,Louis Bouwmeesterstraat,14,1065 KW,AMSTERDAM,0363,AMSTERDAM,0206150381,primary
Noord-Holland,OBS de Toekomst,August Allebeplein,7,1062 AA,AMSTERDAM,0363,AMSTERDAM,0206152400,primary
Noord-Holland,"7e Montessorischool, Openbare School voor Basisonderwijs",Nachtwachtlaan,35,1058 EB,AMSTERDAM,0363,AMSTERDAM,0206836646,primary
Noord-Holland,Pieter Jelles Troelstraschool,Dr. H. Colijnstraat,2,1067 CG,AMSTERDAM,0363,AMSTERDAM,0206135296,primary
Noord-Holland,Openbare Basisschool De Punt,Kwelderweg,5,1069 VP,AMSTERDAM,0363,AMSTERDAM,0206199743,primary
Noord-Holland,Osdorpse Montessori School,Hoekenes,59,1068 MR,AMSTERDAM,0363,AMSTERDAM,0206190914,primary
Noord-Holland,Openbare Basisschool De Globe,Evertsweertplantsoen,3,1069 RK,AMSTERDAM,0363,AMSTERDAM,0204101627,primary
Noord-Holland,Openbare Basisschool de Vlaamse Reus,Hechtelstraat,49,1066 KK,AMSTERDAM,0363,AMSTERDAM,0206177499,primary
Noord-Holland,Openbare Daltonbasisschool De Horizon,Pieter Calandlaan,768,1060 TZ,AMSTERDAM,0363,AMSTERDAM,0206672281,primary
Noord-Holland,Openbare Basisschool Jan Hekman,Schoolweg,7,1191 JP,OUDERKERK AAN DE AMSTEL,0437,OUDER-AMSTEL,0204963476,primary
Noord-Holland,De Verrekijker,Laan Rozenburg,6,1181 ER,AMSTELVEEN,0362,AMSTELVEEN,0206431596,primary
Noord-Holland,Openbare Basisschool Piet Hein,Dr. Schaepmanlaan,2,1182 GM,AMSTELVEEN,0362,AMSTELVEEN,0206416065,primary
Noord-Holland,MKC Mio Mondo,Burgemeester Haspelslaan,137,1181 NC,AMSTELVEEN,0362,AMSTELVEEN,0206416117,primary
Noord-Holland,Kindercampus King,Oostelijk Halfrond,441,1183 EZ,AMSTELVEEN,0362,AMSTELVEEN,0206417799,primary
Noord-Holland,Montessorischool de Linde,Lindenlaan,334,1185 NK,AMSTELVEEN,0362,AMSTELVEEN,0206453502,primary
Noord-Holland,Openbare Basisschool de Pioniers,Orion,11,1188 AM,AMSTELVEEN,0362,AMSTELVEEN,0206437623,primary
Noord-Holland,Openbare Basisschool de Westwijzer,Noorddammerweg,51,1187 ZS,AMSTELVEEN,0362,AMSTELVEEN,0208208175,primary
Noord-Holland,KC de Meerstroom,Tesselschadelaan,75,1399 HX,MUIDERBERG,1942,GOOISE MEREN,0294263475,primary
Noord-Holland,Oecumenische Basisschool De Ark,Schelpenhoek,170,1112 DM,DIEMEN,0384,DIEMEN,0206994484,primary
Noord-Holland,Openbare Basisschool De Octopus,Schoolpad,6,1111 CS,DIEMEN,0384,DIEMEN,0206904133,primary
Noord-Holland,De Grote Beer,Astronautenweg,30,1115 VV,DUIVENDRECHT,0437,OUDER-AMSTEL,0206994997,primary
Noord-Holland,Openbare Basisschool Het Atelier,Jac. P. Thijsselaan,100,1112 XV,DIEMEN,0384,DIEMEN,0204166435,primary
Noord-Holland,v.d. Muelen Vastwykschool,Singel,4,1381 AT,WEESP,0363,AMSTERDAM,0294412919,primary
Noord-Holland,Brede School Kors Breijer,Papelaan,122-A,1382 RP,WEESP,0363,AMSTERDAM,0294412050,primary
Noord-Holland,OBS De Jaargetijden,Jaargetijden,4,1109 AR,AMSTERDAM,0363,AMSTERDAM,0294450190,primary
Noord-Holland,Noorderbreedte,Vogelweg,4,1111 WD,DIEMEN,0384,DIEMEN,0207605234,primary
Noord-Holland,Brede School Weesperrijk,Fort Diemerdamstraat,73,1384 AH,WEESP,0363,AMSTERDAM,0294224048,primary
Noord-Holland,De Kersenboom,Sportlaan,2,1111 PX,DIEMEN,0384,DIEMEN,0207531123,primary
Noord-Holland,De Rank,Gabriel Metsulaan,36,1816 EP,ALKMAAR,0361,ALKMAAR,0725156218,primary
Noord-Holland,Veerkracht,Slotermeerlaan,160,1063 JW,AMSTERDAM,0363,AMSTERDAM,0206136666,primary
Noord-Holland,De Lichtlijn,Lekstraat,1,1784 VJ,DEN HELDER,0400,DEN HELDER,0223613902,primary
Noord-Holland,Floriant,Grote Buitendijk,48,1991 BZ,VELSERBROEK,0453,VELSEN,0235391688,primary
Noord-Holland,Bos en Lommerschool,Meimorgenstraat,2,1061 BN,AMSTERDAM,0363,AMSTERDAM,0206862518,primary
Noord-Holland,Basisschool Westerpark,Van Hogendorpplein,11,1051 AX,AMSTERDAM,0363,AMSTERDAM,0206860144,primary
Noord-Holland,Joop Westerweel School,Balboaplein,44,1057 VS,AMSTERDAM,0363,AMSTERDAM,0206125539,primary
Noord-Holland,Corantijn,Corantijnstraat,4,1058 DD,AMSTERDAM,0363,AMSTERDAM,0206184430,primary
Noord-Holland,Brede School De kinkerbuurt,Borgerstraat,109,1053 PE,AMSTERDAM,0363,AMSTERDAM,0206120177,primary
Noord-Holland,Rosa Boekdrukker,Vancouverstraat,3,1056 DT,AMSTERDAM,0363,AMSTERDAM,0206128000,primary
Noord-Holland,Basisschool Het Winterkoninkje 2e Montessori-School,Hasebroekstraat,113,1053 CS,AMSTERDAM,0363,AMSTERDAM,0206188563,primary
Noord-Holland,Basisschool De Meidoorn 10e Montessori-School,Chassestraat,59,1057 JA,AMSTERDAM,0363,AMSTERDAM,0206160106,primary
Noord-Holland,De Vindplaats,Jan den Haenstraat,41,1055 WC,AMSTERDAM,0363,AMSTERDAM,0206122266,primary
Noord-Holland,Basisschool Annie M G Schmidt,Pieter Langendijkstraat,44,1054 ZB,AMSTERDAM,0363,AMSTERDAM,0206182988,primary
Noord-Holland,De Waterkant,Bilderdijkpark,18,1052 SC,AMSTERDAM,0363,AMSTERDAM,0206120122,primary
Noord-Holland,Openbare Basisschool Multatuli-School,Sara Burgerhartstraat,5,1055 KV,AMSTERDAM,0363,AMSTERDAM,0206841740,primary
Noord-Holland,De Zeeheld,Roggeveenstraat,14,1013 PV,AMSTERDAM,0363,AMSTERDAM,0203445060,primary
Noord-Holland,Brede School De Spaarndammerhout,Revaleiland,1-B,1014 ZG,AMSTERDAM,0363,AMSTERDAM,0206829114,primary
Noord-Holland,Tijl Uilenspiegel,Tijl Uilenspiegelstraat,11,1055 CK,AMSTERDAM,0363,AMSTERDAM,0206843954,primary
Noord-Holland,IKC Nelson Mandela,Kortvoort,61-E,1104 NA,AMSTERDAM,0363,AMSTERDAM,0206907305,primary
Noord-Holland,Polsstok,EGoli,2,1103 AC,AMSTERDAM,0363,AMSTERDAM,0206951360,primary
Noord-Holland,Oecumenische Basisschool Achtsprong,Huntum,14,1102 JA,AMSTERDAM,0363,AMSTERDAM,0206967257,primary
Noord-Holland,Knotwilg,Vreeswijkpad,5,1106 DV,AMSTERDAM,0363,AMSTERDAM,0206973510,primary
Noord-Holland,Samenspel,Kantershof,636,1104 HJ,AMSTERDAM,0363,AMSTERDAM,0204165195,primary
Noord-Holland,Klaverblad,Darlingstraat,1,1102 MX,AMSTERDAM,0363,AMSTERDAM,0206950062,primary
Noord-Holland,Mobiel,Reigersbos,313,1107 EZ,AMSTERDAM,0363,AMSTERDAM,0206973735,primary
Noord-Holland,De Blauwe Lijn,Kortvoort,61,1104 NA,AMSTERDAM,0363,AMSTERDAM,0206907360,primary
Noord-Holland,IKC De Brink,Mijehof,302,1106 HW,AMSTERDAM,0363,AMSTERDAM,0206972685,primary
Noord-Holland,Bijlmerhorst,EGoli,12,1103 AC,AMSTERDAM,0363,AMSTERDAM,0206908186,primary
Noord-Holland,Openbare basisschool Wereldwijs,Geerdinkhof,696,1103 RP,AMSTERDAM,0363,AMSTERDAM,0206981078,primary
Noord-Holland,Holendrecht,Holendrechtplein,40,1106 LP,AMSTERDAM,0363,AMSTERDAM,0204531549,primary
Noord-Holland,IKC Brasa,Leksmondplein,31,1108 EL,AMSTERDAM,0363,AMSTERDAM,0206964563,primary
Noord-Holland,De Rozemarn,Huntum,16,1102 JA,AMSTERDAM,0363,AMSTERDAM,0206965752,primary
Noord-Holland,De Schakel,Alexander Dumaslaan,9,1102 WD,AMSTERDAM,0363,AMSTERDAM,0206906577,primary
Noord-Holland,De Tamboerijn,Reigersbos,301,1107 EZ,AMSTERDAM,0363,AMSTERDAM,0204528156,primary
Noord-Holland,IKC Metropool,Hogehilweg,10,1101 CC,AMSTERDAM,0363,AMSTERDAM,0202250037,primary
Noord-Holland,De Windvaan,Hogerbeetsstraat,14,1624 XJ,HOORN NH,0405,HOORN,0229216526,primary
Noord-Holland,Universum,Orionstraat,135,1622 BR,HOORN NH,0405,HOORN,0229217169,primary
Noord-Holland,De Zonnewyzer,Het Gangwerk,58,1622 HC,HOORN NH,0405,HOORN,0229218330,primary
Noord-Holland,OBS KlimOp,Akkerwinde,74,1689 NW,ZWAAG,0405,HOORN,0229230989,primary
Noord-Holland,Het Ooievaarsnest,Kalbstraat,1,1689 EB,ZWAAG,0405,HOORN,0229237330,primary
Noord-Holland,Basisschool De Bussel,James Grievelaan,23-A,1695 HZ,BLOKKER,0405,HOORN,0229233532,primary
Noord-Holland,Openbare Montessorischool,Gravenstraat,19,1621 CR,HOORN NH,0405,HOORN,0229214284,primary
Noord-Holland,Openbare Basisschool de Klipper,Dubloen,98,1628 RV,HOORN NH,0405,HOORN,0229291919,primary
Noord-Holland,Aldoende,Tweede Boerhaavestraat,22,1091 AN,AMSTERDAM,0363,AMSTERDAM,0206652663,primary
Noord-Holland,Openbare Basisschool De Kaap,Christiaan de Wetstraat,23,1091 NG,AMSTERDAM,0363,AMSTERDAM,0206939375,primary
Noord-Holland,Openbare Basisschool De Dapper,Pieter Nieuwlandstraat,3,1093 XG,AMSTERDAM,0363,AMSTERDAM,0206939100,primary
Noord-Holland,Flevoparkschool,Soembawastraat,61,1095 VX,AMSTERDAM,0363,AMSTERDAM,0206942591,primary
Noord-Holland,Basisschool D Pinksterbloem 4e Montessori-School,Weesperzijde,57,1091 EG,AMSTERDAM,0363,AMSTERDAM,0206941189,primary
Noord-Holland,5e Montessorischool Watergraafsmeer,Herschelstraat,4,1098 JA,AMSTERDAM,0363,AMSTERDAM,0206946208,primary
Noord-Holland,Brede Daltonschool De Meer,Van 't Hofflaan,50,1097 EP,AMSTERDAM,0363,AMSTERDAM,0206945700,primary
Noord-Holland,De Indische Buurt School,Bankastraat,18,1094 ED,AMSTERDAM,0363,AMSTERDAM,0206650252,primary
Noord-Holland,De Kraal,Paradijsplein,2,1093 NJ,AMSTERDAM,0363,AMSTERDAM,0206941138,primary
Noord-Holland,Montessorischool Op de Kade,Borneokade,103,1019 KZ,AMSTERDAM,0363,AMSTERDAM,0206922542,primary
Noord-Holland,De Kleine Kapitein,Cruquiusweg,88,1019 AJ,AMSTERDAM,0363,AMSTERDAM,0204198983,primary
Noord-Holland,Openbare basisschool Steigereiland,John Hadleystraat,4,1086 WB,AMSTERDAM,0363,AMSTERDAM,0204161677,primary
Noord-Holland,Laterna Magica,Eva Besnyostraat,491,1087 LG,AMSTERDAM,0363,AMSTERDAM,0204161911,primary
Noord-Holland,.Kindcentrum De Optimist,Faas Wilkesstraat,451,1095 MD,AMSTERDAM,0363,AMSTERDAM,0203039559,primary
Noord-Holland,De Amstel,Welnastraat,845,1096 GJ,AMSTERDAM,0363,AMSTERDAM,0203706705,primary
Noord-Holland,De Schatkaart,Srefidensiplein,419,1087 VE,AMSTERDAM,0363,AMSTERDAM,0202184371,primary
Noord-Holland,Notenkraker,Theophile de Bockstraat,100-D,1058 VC,AMSTERDAM,0363,AMSTERDAM,0206178128,primary
Noord-Holland,Dr E Boekman,Korte Lepelstraat,81,1018 ZA,AMSTERDAM,0363,AMSTERDAM,0206229785,primary
Noord-Holland,Burght,Herengracht,34,1015 BL,AMSTERDAM,0363,AMSTERDAM,0206246947,primary
Noord-Holland,Pieter Bakkumschool Daltonschool,Willem Witsenstraat,10,1077 AZ,AMSTERDAM,0363,AMSTERDAM,0206736925,primary
Noord-Holland,Kindcentrum Sarphati,Van Ostadestraat,203,1073 TN,AMSTERDAM,0363,AMSTERDAM,0206624480,primary
Noord-Holland,Dongeschool,Dintelstraat,5-7,1078 VN,AMSTERDAM,0363,AMSTERDAM,0206641288,primary
Noord-Holland,Merkelbach,Arent Janszoon Ernststr,128,1082 LP,AMSTERDAM,0363,AMSTERDAM,0206428845,primary
Noord-Holland,Basisschool De Wielewaal 1e Montessori-School,Corellistraat,1,1077 HA,AMSTERDAM,0363,AMSTERDAM,0206736193,primary
Noord-Holland,Basisschool Anne Frank 6e Montessori-School,Niersstraat,41,1078 VJ,AMSTERDAM,0363,AMSTERDAM,0206640482,primary
Noord-Holland,Openbare Basisschool Jordaan,Elandsstraat,99,1016 RX,AMSTERDAM,0363,AMSTERDAM,0206239900,primary
Noord-Holland,Nicolaas Maes,Nicolaas Maesstraat,124-126,1071 RH,AMSTERDAM,0363,AMSTERDAM,0208201124,primary
Noord-Holland,De Witte Olifant,Nieuwe Uilenburgerstraat,96,1011 LX,AMSTERDAM,0363,AMSTERDAM,0206245000,primary
Noord-Holland,Basisschool Oscar Carre,1e Jan vd Heijdenstr,161,1072 TS,AMSTERDAM,0363,AMSTERDAM,0206799402,primary
Noord-Holland,Olympia,Stadionkade,113,1076 BN,AMSTERDAM,0363,AMSTERDAM,0204712265,primary
Noord-Holland,Theo Thijssen,Anjeliersstraat,157,1015 NG,AMSTERDAM,0363,AMSTERDAM,0206266674,primary
Noord-Holland,Basisschool Oostelijke Eilanden,Kraijenhoffstraat,10,1018 RK,AMSTERDAM,0363,AMSTERDAM,0206391045,primary
Noord-Holland,Kindercampus Zuidas,N en Lili Boulangerplnts,700,1083 HT,AMSTERDAM,0363,AMSTERDAM,0207230788,primary
Noord-Holland,15e Montessorischool Maas en Waal,Uiterwaardenstraat,544,1079 AZ,AMSTERDAM,0363,AMSTERDAM,0206447173,primary
