PROVINCIE;BEVOEGD GEZAG NUMMER;INSTELLINGSCODE;INSTELLINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;NODAAL GEBIED CODE;NODAAL GEBIED NAAM;RPA-GEBIED CODE;RPA-GEBIED NAAM;WGR-GEBIED CODE;WGR-GEBIED NAAM;COROPGEBIED CODE;COROPGEBIED NAAM;ONDERWIJSGEBIED CODE;ONDERWIJSGEBIED NAAM;RMC-REGIO CODE;RMC-REGIO NAAM
Drenthe;41551;06KW;Het Anker Protestants Christelijke Jenaplanschool;Distelvink;107;7827 DD;EMMEN;0114;EMMEN;Protestants-Christelijk;0591630597;www.hetankeremmen.nl;Distelvink;107;7827 DD;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41551;07NY;Groen van Prinstererschool;Dr. H. Blinkstraat;5;7815 VH;EMMEN;0114;EMMEN;Protestants-Christelijk;0591612464;www.groenvprinsterer.nl;Dr. H. Blinkstraat;5;7815 VH;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41551;07OY;Christelijk Basisschool De Oliebron;Europaweg;145;7761 AC;SCHOONEBEEK;0114;EMMEN;Protestants-Christelijk;0524531812;www.cbdeoliebron.nl;Europaweg;145;7761 AC;SCHOONEBEEK;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41551;11CZ;Het Palet;Geuzingerbrink;70;7812 NX;EMMEN;0114;EMMEN;Protestants-Christelijk;0591647653;www.cbshetpalet.nl;Geuzingerbrink;70;7812 NX;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41551;11XM;De Brug;Derksweg;264;7891 PR;KLAZIENAVEEN;0114;EMMEN;Protestants-Christelijk;0591312021;www.cbdebrug.nl;Derksweg;264;7891 PR;KLAZIENAVEEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41551;12GW;De Kap;Horizon;74-C;7891 CT;KLAZIENAVEEN;0114;EMMEN;Protestants-Christelijk;0591312054; ;Horizon;74-C;7891 CT;KLAZIENAVEEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41551;30AF;CB Het Talent;Zandzoom;19;7814 VH;EMMEN;0114;EMMEN;Interconfessioneel;0591632273;www.hettalent.com;Zandzoom;19;7814 VH;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41571;10ID;CBS De Parel;Dreesdestraat;40;9301 GG;RODEN;1699;NOORDENVELD;Protestants-Christelijk;0505017344;www.parel.pentaprimair.nl;Dreesdestraat;40;9301 GG;RODEN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41571;10YO;CBS De Hoeksteen;Slangenborg;1;9301 VC;RODEN;1699;NOORDENVELD;Protestants-Christelijk;0505018556;hoeksteen.pentaprimair.nl;Slangenborg;1;9301 VC;RODEN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41624;06MY;Basisschool De Rank;Hagedoorn;2;7822 CC;EMMEN;0114;EMMEN;Gereformeerd vrijgemaakt;0591615518;www.gbsderankemmen.nl;Hagedoorn;2;7822 CC;EMMEN;12;Emmen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41629;04HW;Kindcentrum Commissaris Gaarlandt;Rembrandtstraat;2;7948 AW;NIJEVEEN;0119;MEPPEL;Openbaar;0522491618;www.stichtingpromes.nl;Rembrandtstraat;2;7948 AW;NIJEVEEN;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41629;13AA;Kindcentrum obs Sprinkels;Zuiderlaan;197-B;7944 EE;MEPPEL;0119;MEPPEL;Openbaar;0522799111;www.stichtingpromes.nl;Zuiderlaan;197-B;7944 EE;MEPPEL;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41629;13PS;Kindcentrum Het Avontuur;Woldkade;1-A;7942 AH;MEPPEL;0119;MEPPEL;Openbaar;0522252124;www.stichtingpromes.nl;Woldkade;1-A;7942 AH;MEPPEL;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41629;13TT;Kindcentrum De IJsvogel;Engelgaarde;33;7943 LD;MEPPEL;0119;MEPPEL;Openbaar;0522260651;www.stichtingpromes.nl;Engelgaarde;33;7943 LD;MEPPEL;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41629;32EM;Kindcentrum Noorderveld;Zuiderlaan;197-B;7944 EE;MEPPEL;0119;MEPPEL;Openbaar;0522729209;www.kcnoorderveld.nl;Zuiderlaan;197-B;7944 EE;MEPPEL;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41630;03EJ;De Smeltkroes;Witte Zandpad;1;7854 TW;AALDEN;0109;COEVORDEN;Openbaar;0591372813;www.desmeltkroes.nl;Witte Zandpad;1;7854 TW;AALDEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;06BR;Openbare Basisschool De Anwende;Paardelandsdrift;5;7854 PR;AALDEN;0109;COEVORDEN;Openbaar;0591371677;www.anwende.nl;Paardelandsdrift;5;7854 PR;AALDEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;09HH;Basisschool De Akker;Oldenhoffstraat;5;7841 AJ;SLEEN;0109;COEVORDEN;Openbaar;0591361766; ;Oldenhoffstraat;5;7841 AJ;SLEEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;10CY;Basisschool De Vlinderhof;Odoornerweg;8;7846 TA;NOORD-SLEEN;0109;COEVORDEN;Openbaar;0591361357;www.obsdevlinderhof.nl;Odoornerweg;8;7846 TA;NOORD-SLEEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;11IS;Burgemeester van Royenschool;Sportparklaan;20;7848 BB;SCHOONOORD;0109;COEVORDEN;Openbaar;0591381262;www.vanroyenschool.nl;Sportparklaan;20;7848 BB;SCHOONOORD;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;18NC;Burg Wessels Boerschool;Molenwijk;4;7751 CG;DALEN;0109;COEVORDEN;Openbaar;0524551433; ;Molenwijk;4;7751 CG;DALEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;18OE;Openbare Basisschool De Zwarm;Coevorderstraatweg;6;7917 PR;GEESBRUG;0109;COEVORDEN;Openbaar;0524291300;www.dezwarm.nl;Coevorderstraatweg;6;7917 PR;GEESBRUG;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;18OH;Marke-School;Middendorp;32;7754 MB;WACHTUM;0109;COEVORDEN;Openbaar;0524552206;www.markeschool.nl;Middendorp;32;7754 MB;WACHTUM;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;18OQ;Openbare Basisschool de Wilhelminaschool;Jan van Scorelstraat;13;7741 XM;COEVORDEN;0109;COEVORDEN;Openbaar;0524512485;www.dewilhelminaschool.nl;Jan van Scorelstraat;13;7741 XM;COEVORDEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;18PP;Stidal-School;Hoofdstraat;144;7755 NN;DALERVEEN;0109;COEVORDEN;Openbaar;0524221261;www.stidalschool.nl;Hoofdstraat;144;7755 NN;DALERVEEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;18PV;Openbare Basisschool Buitenvree;Van Pallandtlaan;5;7742 WJ;COEVORDEN;0109;COEVORDEN;Openbaar;0524512232;www.obsbuitenvree.nl;Van Pallandtlaan;5;7742 WJ;COEVORDEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;18QW;Parkschool voor Openbare Basisschool;Poppenharelaan;1-3;7741 CS;COEVORDEN;0109;COEVORDEN;Openbaar;0524512567;www.parkschool.nl;Poppenharelaan;1-3;7741 CS;COEVORDEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41630;18RQ;Obs De Woert;Beatrixlaan;25;7861 AG;OOSTERHESSELEN;0109;COEVORDEN;Openbaar;0524581778;www.obsdewoert.nl;Beatrixlaan;25;7861 AG;OOSTERHESSELEN;13;Coevorden/Dalen;05;Zuid- en Midden-Drenthe;08;Zuidoost-Drenthe;08;Zuidoost-Drenthe;04;Assen-Hoogeveen-Emmen;08;Zuid-Oost Drenthe
Drenthe;41632;06EP;Kindcentrum Kornalijn;Emmastraat;43;7941 HN;MEPPEL;0119;MEPPEL;Gereformeerd vrijgemaakt;0522253644;www.kindcentrumkornalijn.nl;Emmastraat;43;7941 HN;MEPPEL;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41632;15BQ;Het Koraal;Beukemastraat;44;7906 AN;HOOGEVEEN;0118;HOOGEVEEN;Gereformeerd vrijgemaakt;0528267382;www.basisschoolhetkoraal.nl;Beukemastraat;44;7906 AN;HOOGEVEEN;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
Drenthe;41803;23DR;Basisschool Eben Haezer;Eenendertigste Wijk-N;1;7913 AA;HOLLANDSCHEVELD;0118;HOOGEVEEN;Reformatorisch;0528343536;www.ebenhaezer-school.nl;Eenendertigste Wijk-N;1;7913 AA;HOLLANDSCHEVELD;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
Drenthe;41812;07GE;IKC De Meenthe;Floralaan;1-A;9421 NP;BOVENSMILDE;1731;MIDDEN-DRENTHE;Openbaar;0592412973;www.kitsprimair.nl/demeenthe;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;08TL;IKC Prinses Margriet;Prinses Margrietstraat;1;9422 EL;SMILDE;1731;MIDDEN-DRENTHE;Openbaar;0592412302;www.ikcprinsesmargriet.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;09RS;Openbare Basisschool Pieter van Thuyl;Prof. Dr. Obbinkstraat;3;9423 PR;HOOGERSMILDE;1731;MIDDEN-DRENTHE;Openbaar;0592459043;www.ikcpietervanthuyl.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;10EH;Basisschool de Lindelaar;Homaat;2;9431 MK;WESTERBORK;1731;MIDDEN-DRENTHE;Openbaar;0593331998;www.ikcdelindelaar.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;12EY;Openbare Basisschool De Wenteling;Schiphorsten;2;9437 TD;BALINGE;1731;MIDDEN-DRENTHE;Openbaar;0593552441;www.ikcdewenteling.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;12OC;IKC Meester Siebering;Haarweg;27;7938 PS;NIEUW-BALINGE;1731;MIDDEN-DRENTHE;Openbaar;0528321355;www.ikcmeestersiebering.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;18QS;IKC Harm Smeenge;Hofstraat;18;9411 LB;BEILEN;1731;MIDDEN-DRENTHE;Openbaar;0593522615;www.ikcharmsmeenge.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;18SP;IKC G.A. de Ridder;'t Spiek;2;9411 KV;BEILEN;1731;MIDDEN-DRENTHE;Openbaar;0593522030;www.ikcgaderidder.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;18TJ;IKC 't Hieker Nust;Westeinde;6;9415 PJ;HIJKEN;1731;MIDDEN-DRENTHE;Openbaar;0593525136;www.ikcthiekernust.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;18UK;IKC De Bosvlinder;Bosweg;1;9414 BD;HOOGHALEN;1731;MIDDEN-DRENTHE;Openbaar;0593592317;www.bosvlinder.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41812;18UT;IKC Zuiderenk;Drijberseweg;2;9418 PW;WIJSTER;1731;MIDDEN-DRENTHE;Openbaar;0593562250;www.ikczuiderenk.nl;Hofstraat;18;9411 LB;BEILEN;11;Assen;05;Zuid- en Midden-Drenthe;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;04;Assen-Hoogeveen-Emmen;07;Noord- en Midden Drenthe
Drenthe;41851;09FN;Openbare Basisschool De Schuthoek;Julianalaan;67;9471 EB;ZUIDLAREN;1730;TYNAARLO;Openbaar;0504092009; ;Postbus;58;9470 AB;ZUIDLAREN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41851;10AV;De Vijverstee;De Fledders;14;9481 GA;VRIES;1730;TYNAARLO;Openbaar;0592542205;www.vijverstee.nl;Postbus;4;9480 AA;VRIES;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41851;10BK;Basisschool Schuilingsoord;Hogeweg;7-C;9472 PA;ZUIDLAREN;1730;TYNAARLO;Openbaar;0504094148;www.schuilingsoord.nl;Postbus;147;9470 AC;ZUIDLAREN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41851;10TA;IKC Het Oelebred;Rozenstraat;18;9482 PP;TYNAARLO;1730;TYNAARLO;Openbaar;0592542023;www.oelebred.nl;Rozenstraat;18;9482 PP;TYNAARLO;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41851;10TH;OBDS De Zuid-Wester;Julianalaan;78;9471 EC;ZUIDLAREN;1730;TYNAARLO;Openbaar;0504091658;www.odbszuidwester.nl;Julianalaan;78;9471 EC;ZUIDLAREN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41851;11HH;De Duinstee;Betmersweg;2;9494 RB;YDE;1730;TYNAARLO;Openbaar;0504062332; ;Betmersweg;2;9494 RB;YDE;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41851;12DG;obs De Zeijer Hoogte;Ubbenaseweg;7;9491 AA;ZEIJEN;1730;TYNAARLO;Openbaar;0592291476;www.obszeijen.nl;Ubbenaseweg;7;9491 AA;ZEIJEN;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41851;18NM;obs De Veenvlinder;Boomgaard;1-A;9761 TM;EELDE;1730;TYNAARLO;Openbaar;0503094324;www.obsdeveenvlinder.nl;Boomgaard;1-A;9761 TM;EELDE;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41851;18OV;OBS Ter Borch;Borchsingel;41;9766 PP;EELDERWOLDE;1730;TYNAARLO;Openbaar;0505218088;www.obs-terborch.nl;Borchsingel;41;9766 PP;EELDERWOLDE;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41851;18QA;obs De Westerburcht;Jan Steenweg;1;9761 HJ;EELDE;1730;TYNAARLO;Openbaar;0503094437; ;Jan Steenweg;1;9761 HJ;EELDE;01;Groningen;03;Centraal-Groningen;07;Noord- en Midden-Drenthe;07;Noord-Drenthe;01;Groningen en omstreken;07;Noord- en Midden Drenthe
Drenthe;41868;10DF;BS De Bosrank;Havelter Schapendrift;22;7971 BC;HAVELTE;1701;WESTERVELD;Openbaar;0521227521;www.debosrank.nl;Havelter Schapendrift;22;7971 BC;HAVELTE;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41868;11IZ;KC De Vuursteen;Oude Dijk;59;8351 HR;WAPSERVEEN;1701;WESTERVELD;Openbaar;0521321411;www.devuursteen.nl;Oude Dijk;59;8351 HR;WAPSERVEEN;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41868;11UN;Oosterveldschool;Schoolstraat;4;7975 AC;UFFELTE;1701;WESTERVELD;Openbaar;0521351307;www.oosterveldschool.nl;Schoolstraat;4;7975 AC;UFFELTE;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41868;18MM;Openbare Basisschool De Hoekstee;De Hoek;26;8381 BL;VLEDDER;1701;WESTERVELD;Openbaar;0521381320;www.dehoekstee.nl;De Hoek;26;8381 BL;VLEDDER;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41868;18NW;Burgemeester W.A. Storkschool;Heuvelenweg;22-A;7991 CL;DWINGELOO;1701;WESTERVELD;Openbaar;0521591347;www.storkschool.nl;Heuvelenweg;22-A;7991 CL;DWINGELOO;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41868;18PE;Openbare Basisschool De Kievitshoek;Linthorst Homanstraat;24;8384 EE;WILHELMINAOORD;1701;WESTERVELD;Openbaar;0521381536;www.dekievitshoek.nl;Linthorst Homanstraat;24;8384 EE;WILHELMINAOORD;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41868;19IV;Openbare Basisschool De Singelier;Schipper;11;7981 DV;DIEVER;1701;WESTERVELD;Openbaar;0521591257;www.desingelier.nl;Schipper;11;7981 DV;DIEVER;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41868;19KK;Ten Darperschoele;Ten Darperweg;50;7983 KN;WAPSE;1701;WESTERVELD;Openbaar;0521551332;www.tendarperschoele.nl;Ten Darperweg;50;7983 KN;WAPSE;15;Meppel;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;05;Zwolle-Meppel en omstreken;09;Zuid-West Drenthe
Drenthe;41895;09HG;KC 't Echtenest;Schoolakkers;2-B;7932 PM;ECHTEN DR;1690;DE WOLDEN;Openbaar;0528251558; ;Schoolakkers;2-B;7932 PM;ECHTEN DR;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
Drenthe;41895;10RY;KC De Klimtoren;Drogteropslagen;57;7705 PD;DROGTEROPSLAGEN;1690;DE WOLDEN;Openbaar;0523614130;www.obsdeklimtoren.nl;Drogteropslagen;57;7705 PD;DROGTEROPSLAGEN;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
Drenthe;41895;10UN;IKC 't Oelebröd;Mr. Harm Smeengestraat;56;7963 BZ;RUINEN;1690;DE WOLDEN;Openbaar;0522471805;www.oelebrod.nl;Mr. Harm Smeengestraat;56;7963 BZ;RUINEN;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
Drenthe;41895;11GK;KC De Bosrand;Jan Haarstraat;28;7926 TC;KERKENVELD;1690;DE WOLDEN;Openbaar;0528361666;www.bosrand-kerkenveld.nl;Jan Haarstraat;28;7926 TC;KERKENVELD;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
Drenthe;41895;12CO;KC Het Veldboeket;Schoolweg;19;7924 PL;VEENINGEN;1690;DE WOLDEN;Openbaar;0528391555;www.hetveldboeket.info;Schoolweg;19;7924 PL;VEENINGEN;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
Drenthe;41895;12TS;IKC Het Groene Hart;Schoolbrink;1;7921 HG;ZUIDWOLDE DR;1690;DE WOLDEN;Openbaar;0528372007;www.wolderwijs.nl;Postbus;72;7920 AB;ZUIDWOLDE DR;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
Drenthe;41895;18IJ;OBS de Wezeboom;Schoolstraat;28;7961 NJ;RUINERWOLD;1690;DE WOLDEN;Openbaar;0522481330; ;Schoolstraat;28;7961 NJ;RUINERWOLD;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
Drenthe;41895;18KF;Openbare Basisschool de Dissel-Daltonschool;Dijkhuizen;68-A;7961 AM;RUINERWOLD;1690;DE WOLDEN;Openbaar;0522481488;www.dedisselruinerwold.nl;Dijkhuizen;68-A;7961 AM;RUINERWOLD;14;Hoogeveen;05;Zuid- en Midden-Drenthe;09;Zuidwest-Drenthe;09;Zuidwest-Drenthe;04;Assen-Hoogeveen-Emmen;09;Zuid-West Drenthe
